@RELATION 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gc_array_int NUMERIC
@ATTRIBUTE s_int_search NUMERIC
@ATTRIBUTE s_other_var NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE s_indomain_min NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gc_at_least_most NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE s_bool_search NUMERIC
@ATTRIBUTE s_labeled_vars NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC

@DATA
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/10.dzn,1,0,1,0,1,0,0,0,0,0,0,0,0,100,0,1,1,1,5.113291,2400,2400,2,0.610778,2,9,0.028571,4.813023,8.174926,0.412219,4.13503,0,1.236579,0.808683
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/medium_05.dzn,1,0,0,1,1,0,0,0,0,13,0,13,0,5,0,0,1,1,2.887728,186,186,0,0.373938,2,6,0.5,2.193825,5.426265,0.860159,3.133144,0,0.921671,1.084986
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.2.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.731959,122,122,5,0.005882,2,11,0.0625,0.176749,1.036885,0.00282,5.4,0,0.876289,1.141176
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536707,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650071,0,1.537332,0.650478
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/6ShipsMixed.dzn,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,3.050366,5705,5705,0,0.520057,2,14,0.012903,42.614001,15.708376,0.624156,2.632529,0,1.158721,0.863021
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/48_24_6.1.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.675258,122,122,5,0.005882,2,10,0.066667,0.176749,1.036885,0.00282,5.335294,0,0.876289,1.141176
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_5_20_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,5.028169,380,400,3,0.496674,2,31,0.285714,2.980295,6.716793,0.543924,5.54102,0,0.907445,1.101996
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536707,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650071,0,1.537332,0.650478
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.1.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.903846,130,130,5,0.005495,2,11,0.0625,0.170873,1.034101,0.00252,5.604396,0,0.875,1.142857
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_20_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,5.721461,510,530,3,0.497462,2,41,0.285714,3.193293,7.227985,0.557252,6.360406,0,0.899543,1.111675
mznc12-problems/fast-food/fastfood.mzn_AND_mznc12-problems/fast-food/ff59.dzn,1,0,1,0,1,1,0,0,10,0,0.012658,0,0,1,0,2,8.870365,9.475733,2.341869,771,771,4,0.987342,468,43,24.551724,1.004767,9.475733,0.015857,2.31519,0,1.011524,0.988608
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.2.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,4.886256,133,133,6,0.005405,2,11,0.0625,0.169688,1.034101,0.0025,5.572973,0,0.876777,1.140541
mznc12-problems/parity-learning/parity-learning.mzn_AND_mznc12-problems/parity-learning/52_26_6.3.dzn,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,2,5.093596,125,125,6,0.00565,2,11,0.060606,0.172904,1.034101,0.002555,5.841808,0,0.871921,1.146893
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_3_3_30_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,3.839858,192,222,3,0.494382,2,15,0.243243,2.372341,6.056708,0.511989,4.041199,0,0.950178,1.052434
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model20-3-5.dzn,1,0,0,1,1,0,5,0,0,5,0,0,0,5,0,0,1,2,3.74537,141,141,0,0.459016,2,13,0.153846,14.585228,3.139517,0.28431,2.652459,0,1.412037,0.708197
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model30-4-6.dzn,1,0,0,1,1,0,8,0,0,8,0,0,0,5,0,0,1,2,4.808656,313,313,0,0.392157,2,18,0.153846,20.828948,2.978127,0.358875,2.58701,0,1.85877,0.53799
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_5_3_20_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,4.27003,250,270,3,0.495177,2,21,0.285714,2.663326,6.210112,0.524348,4.62701,0,0.922849,1.083601
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model50-4-4.dzn,1,0,0,1,1,0,10,0,0,10,0,0,0,5,0,0,1,2,5.153846,591,591,0,0.425532,2,18,0.090909,27.021675,3.307478,0.390604,2.708511,0,1.902834,0.525532
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model55-3-12.dzn,1,0,0,1,1,0,11,0,0,11,0,0,0,5,0,0,1,2,4.660752,705,705,0,0.425676,2,17,0.083333,30.584922,3.443816,0.408632,2.742629,0,1.699374,0.588452
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_01.dzn,1,0,0,1,1,0,0,0,0,4,0,4,0,5,0,0,1,1,2.955836,191,191,0,0.460317,2,6,0.5,2.460887,6.129283,0.777129,2.478836,0,1.192429,0.838624
mznc12-problems/mspsp/mspsp.mzn_AND_mznc12-problems/mspsp/hard_03.dzn,1,0,0,1,1,0,0,0,0,12,0,12,0,5,0,0,1,1,2.69391,337,337,0,0.373134,2,6,0.5,2.803522,6.209453,0.835597,2.508955,0,1.073718,0.931343
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/11.dzn,1,0,1,0,1,0,0,0,0,0,0,0,0,121,0,1,1,1,5.122236,2904,2904,2,0.60929,2,9,0.028571,5.26117,8.405141,0.404559,4.142573,0,1.236486,0.808743
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.15.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,100,0,1,1,2,3.219451,226,226,2,0.81982,2,24,1,10.606967,19.507593,0.493897,2.326126,0,1.38404,0.722523
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_5_30_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,6.02439,530,560,3,0.497623,2,41,0.285714,3.369892,7.520102,0.559529,6.654517,0,0.905308,1.104596
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m12_10_20.dzn,1,0,1,0,2,0,0,0,0,0,0,0,0,1451,0,2,7.179909,15.354835,2.351576,2642,2642,2,1,145,35,10.357143,8.002356,11.184066,0.020927,3.310974,0,0.710237,1.407981
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.2.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,100,0,1,1,2,3.201995,226,226,2,0.817518,2,24,1,10.606967,19.507593,0.497307,2.343066,0,1.366584,0.731752
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.7.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,100,0,1,1,2,3.209476,226,226,2,0.818512,2,24,1,10.606967,19.507593,0.495838,2.335753,0,1.374065,0.727768
mznc12-problems/tpp/tpp.mzn_AND_mznc12-problems/tpp/tpp_7_3_20_1.dzn,1,0,0,1,1,0,0,0,0,2,0,0,0,5,0,2,1,2,4.736721,328,348,3,0.496203,2,27,0.285714,2.866642,6.482982,0.537062,5.192405,0,0.91224,1.096203
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.12.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,100,0,1,1,2,3.219451,226,226,2,0.81982,2,24,1,10.606967,19.507593,0.493897,2.326126,0,1.38404,0.722523
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.6.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,64,0,1,1,2,3.172691,137,137,2,0.824047,2,24,1,8.55969,19.520605,0.490018,2.316716,0,1.369478,0.730205
mznc12-problems/train/train.mzn_AND_mznc12-problems/train/instance.3.dzn,1,0,1,0,1,1,0,0,0,0,0,0,0,100,0,1,1,2,3.204489,226,226,2,0.817851,2,24,1,10.606967,19.507593,0.496816,2.340619,0,1.369077,0.730419
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixedUnconst.dzn,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,3.046889,6817,6817,0,0.520924,2,14,0.012821,45.904142,15.818439,0.624301,2.641456,0,1.153488,0.866935
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/7ShipsMixed.dzn,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,3.046889,6817,6817,0,0.520924,2,14,0.012821,45.97092,15.884779,0.624775,2.641456,0,1.153488,0.866935
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model90-18-20.dzn,1,0,0,1,1,0,30,0,0,30,0,0,0,5,0,0,1,2,5.278203,3961,3961,0,0.38209,2,9,0.060606,69.311839,4.874947,0.542648,2.537214,0,2.080315,0.480697
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
mznc12-problems/league/league.mzn_AND_mznc12-problems/league/model100-21-12.dzn,1,0,0,1,1,0,34,0,0,34,0,0,0,5,0,0,1,2,5.321983,4897,4897,0,0.424779,2,11,0.090909,74.705763,5.056894,0.540863,2.589884,0,2.054912,0.486639
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536707,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650071,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/13.dzn,1,0,1,0,1,0,0,0,0,0,0,0,0,169,0,1,1,1,5.135338,4056,4056,2,0.606977,2,9,0.028571,6.164847,8.816984,0.391243,4.154204,0,1.236179,0.808945
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
mznc12-problems/still-life-wastage/still-life.mzn_AND_mznc12-problems/still-life-wastage/12.dzn,1,0,1,0,1,0,0,0,0,0,0,0,0,144,0,1,1,1,5.129433,3456,3456,2,0.60804,2,9,0.028571,5.712071,8.618386,0.397605,4.148869,0,1.236345,0.808836
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_40_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.52451,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655496,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_3.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_1.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769
mznc12-problems/radiation/radiation.mzn_AND_mznc12-problems/radiation/m07_07_20.dzn,1,0,1,0,2,0,0,0,0,0,0,0,0,351,0,2,5.643856,12.273213,2.363443,590,590,2,1,50,26,5.555556,3.31787,8.581783,0.031727,3.227866,0,0.7322,1.365747
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.532958,1,1,0,1,20000001,154,5000000.25,0,24.253497,0,1.647633,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_8.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524788,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655678,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_4.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.535145,1,1,0,1,20000001,154,5000000.25,0,24.253497,0,1.649055,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_40_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.53702,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.650274,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.536082,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649665,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_2.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.535145,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649055,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_5.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_10/Class10_60_10.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.524649,1,1,0,1,20000001,233,5000000.25,-1,24.253497,0,1.655587,0,1.524927,0.655769
mznc12-problems/ship-schedule/ship-schedule.cp.mzn_AND_mznc12-problems/ship-schedule/8ShipsUnconst.dzn,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,2,1,1,3.016186,8595,8595,2,0.526481,2,13,0.012821,51.038807,17.008236,0.640198,2.671834,0,1.128882,0.885832
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_2/Class2_20_9.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.573034,1,1,0,1,20000001,73,5000000.25,0,24.253497,0,1.634417,0,1.574282,0.63521
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_6.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.535458,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.649258,0,1.537332,0.650478
benchmarks/2DBinPacking/2DLevelPacking.mzn_AND_benchmarks/2DBinPacking/class_1/Class1_40_7.dzn,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24.253497,24.253497,2.532958,1,1,0,1,20000001,153,5000000.25,0,24.253497,0,1.647633,0,1.537332,0.650478
