@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC

@DATA
bool/mps/mps-vpm2.xml,1,100,49.62963,259.938272
bool/mps/mps-vpm1.xml,1,100,50.123457,272.613169
bool/mps/mps-seymour1.xml,1,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,4.615385,40.473373
bool/mps/mps-stein45.xml,1,?,?,?
bool/mps/mps-bm23.xml,1,?,?,?
bool/mps/mps-air02.xml,1,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,25.466993,66.542787
bool/mps/mps-p0040.xml,1,?,?,?
bool/mps/mps-protfold.xml,1,100,26.607725,74.695207
bool/mps/mps-l152lav.xml,1,99.481865,2.176166,14.611399
bool/mps/mps-sentoy.xml,1,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?
bool/mps/mps-seymour.xml,1,?,?,?
bool/mps/mps-p0033.xml,1,?,?,?
bool/mps/mps-lseu.xml,1,?,?,?
bool/mps/mps-neos1.xml,1,94.375,35.15625,57
bool/mps/mps-mod010.xml,1,99.312715,2.268041,15.154639
bool/mps/mps-aflow40b.xml,1,100,56.754508,314.868239
bool/mps/mps-air01.xml,1,?,?,?
bool/mps/mps-pipex.xml,1,?,?,?
bool/mps/mps-manna81.xml,1,?,?,?
bool/mps/mps-air05.xml,1,99.647887,2.535211,18.204225
bool/mps/mps-stein9.xml,1,?,?,?
bool/mps/mps-stein27.xml,1,?,?,?
bool/mps/mps-mzzv42z.xml,1,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?
bool/logic-synthesis/ex5-pi.xml,1,?,?,?
bool/logic-synthesis/alu4-b.xml,1,?,?,?
bool/logic-synthesis/clip-b.xml,1,?,?,?
bool/logic-synthesis/e64-b.xml,1,?,?,?
bool/logic-synthesis/bench1-pi.xml,1,?,?,?
bool/logic-synthesis/e-am-pi.xml,1,?,?,?
bool/logic-synthesis/sao2-b.xml,1,?,?,?
bool/logic-synthesis/count-b.xml,1,?,?,?
bool/logic-synthesis/prom2-pi.xml,1,?,?,?
bool/logic-synthesis/max1024-pi.xml,1,?,?,?
bool/logic-synthesis/rot-b.xml,1,?,?,?
bool/logic-synthesis/f51m-b.xml,1,?,?,?
bool/logic-synthesis/9symml.xml,1,?,?,?
bool/logic-synthesis/jac3.xml,1,?,?,?
bool/logic-synthesis/apex4-a.xml,1,?,?,?
bool/logic-synthesis/9sym-b.xml,1,?,?,?
bool/uclid/ooo-tag14.xml,1,0.904741,55.917564,38.26594
bool/uclid/ooo-burch-dill-2-accl.xml,1,18.246614,56.338204,49.509979
bool/uclid/elf-rf6.xml,1,?,?,?
bool/uclid/ooo-tag10.xml,1,14.880562,55.906302,40.24891
bool/uclid/ooo-rf7.xml,1,14.556236,56.095065,41.303558
bool/uclid/blast-floppy1-8.xml,1,?,?,?
bool/uclid/22s-smv.xml,1,18.510804,56.323223,57.854074
bool/uclid/dlx1c-rwmem1-ucl.xml,1,14.88785,56.349533,42.329907
bool/uclid/ooo-rf6.xml,1,?,?,?
bool/uclid/elf-rf9.xml,1,3.175744,56.515066,42.158
bool/uclid/blast-tlan3.xml,1,13.6504,57.464448,81.365827
bool/uclid/44s-smv.xml,1,24.707135,55.079872,67.231097
bool/uclid/cache-inv10-ucl.xml,1,8.80386,57.415837,37.234212
bool/uclid/ooo-tag12.xml,1,1.964912,55.912782,38.789307
bool/uclid/43s-smv.xml,1,18.364997,55.851468,56.020725
bool/uclid/25s-smv.xml,1,18.101029,56.248831,57.433739
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,3.53131,56.182012,44.842601
bool/uclid/elf-rf8.xml,1,14.284002,56.511419,43.254211
bool/uclid/ooo-burch-dill-3-accl.xml,1,16.605665,56.369351,46.33275
bool/uclid/dlx1c-rwmem-ucl.xml,1,14.199443,56.417234,41.128445
bool/uclid/blast-floppy1-6.xml,1,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,0,57.893296,36.653889
bool/uclid/cache-inv8-ucl.xml,1,?,?,?
bool/uclid/ooo-rf8.xml,1,14.089135,56.073629,39.879339
bool/uclid/ooo-burch-dill-4-accl.xml,1,17.347037,56.135818,48.875228
bool/uclid/ooo-burch-dill-6-accl.xml,1,3.068493,56.405331,42.933432
bool/uclid/blast-floppy1-2.xml,1,?,?,?
bool/uclid/blast-floppy1-3.xml,1,?,?,?
bool/uclid/ooo-rf10.xml,1,1.753249,56.054046,38.478485
bool/uclid/ooo-tag8.xml,1,15.809397,55.905144,42.300156
bool/uclid/dlx1c-ucl.xml,1,15.174171,56.268483,42.661018
bool/uclid/37s-smv.xml,1,12.005028,56.54934,42.721559
bool/uclid/46s-smv.xml,1,20.454545,55.638007,57.653341
bool/uclid/blast-tlan2.xml,1,29.485077,57.825517,114.745818
bool/uclid/blast-floppy1-4.xml,1,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,3.535412,56.184018,42.870308
bool/uclid/ooo-rf9.xml,1,1.583608,56.060624,38.939225
bool/uclid/elf-rf7.xml,1,?,?,?
bool/uclid/blast-floppy1-7.xml,1,?,?,?
bool/par/par-32-4-c.xml,1,79.981979,12.010812,31.44316
bool/par/par-16-4-c.xml,1,79.950495,12.029703,31.25
bool/par/par-16-1-c.xml,1,79.949399,12.030361,31.233397
bool/par/par-16-5.xml,1,76.378869,14.172679,30.169886
bool/par/par-16-4.xml,1,76.190476,14.285714,30.091485
bool/par/par-8-5-c.xml,1,?,?,?
bool/par/par-16-2-c.xml,1,79.954049,12.02757,31.303848
bool/par/par-8-2-c.xml,1,?,?,?
bool/par/par-16-3.xml,1,76.301658,14.219005,30.137754
bool/par/par-32-3-c.xml,1,79.98187,12.010878,31.439795
bool/par/par-32-2.xml,1,76.098736,14.340759,30.078266
bool/par/par-16-5-c.xml,1,79.952969,12.028219,31.287478
bool/par/par-8-1.xml,1,?,?,?
bool/par/par-32-4.xml,1,76.206173,14.276296,30.122865
bool/par/par-32-1-c.xml,1,79.981732,12.010961,31.435531
bool/par/par-32-3.xml,1,76.177618,14.293429,30.111011
bool/par/par-32-1.xml,1,76.141827,14.314904,30.096154
bool/par/par-8-1-c.xml,1,?,?,?
bool/par/par-16-3-c.xml,1,79.951981,12.028812,31.272509
bool/par/par-32-2-c.xml,1,79.981564,12.011062,31.430327
bool/par/par-8-2.xml,1,?,?,?
bool/par/par-32-5-c.xml,1,79.98206,12.010764,31.445657
bool/par/par-8-4-c.xml,1,?,?,?
bool/par/par-32-5.xml,1,76.227545,14.263473,30.131737
bool/par/par-8-3-c.xml,1,?,?,?
bool/par/par-8-5.xml,1,?,?,?
bool/par/par-16-2.xml,1,76.466497,14.120102,30.206353
bool/par/par-8-4.xml,1,?,?,?
bool/par/par-16-1.xml,1,76.112026,14.332784,30.058837
bool/par/par-8-3.xml,1,?,?,?
bool/fpga/fpga-11-9.xml,1,100,32.578125,81.640625
bool/fpga/fpga-13-11.xml,1,100,32.191011,92.752809
bool/fpga/fpga-40-40.xml,1,100,29.302326,213.953488
bool/fpga/fpga-35-35.xml,1,100,29.210526,188.954887
bool/fpga/fpga-40-39.xml,1,100,29.284863,209.177592
bool/fpga/fpga-35-33.xml,1,100,29.164013,179.458599
bool/fpga/fpga-25-25.xml,1,100,28.928571,138.585714
bool/fpga/fpga-45-43.xml,1,100,29.346563,229.574056
bool/fpga/fpga-15-14.xml,1,100,31.778656,107.905138
bool/fpga/fpga-20-20.xml,1,100,31.304348,139.130435
bool/fpga/fpga-12-11.xml,1,100,32.168675,91.445783
bool/fpga/fpga-20-18.xml,1,100,31.442308,129.807692
bool/fpga/fpga-13-12.xml,1,100,32.020725,96.994819
bool/fpga/fpga-40-38.xml,1,100,29.266504,204.400978
bool/fpga/fpga-30-30.xml,1,100,29.090909,163.636364
bool/fpga/fpga-11-11.xml,1,100,32.142857,90.779221
bool/fpga/fpga-35-34.xml,1,100,29.187935,184.068059
bool/fpga/fpga-15-15.xml,1,100,31.666667,112.814815
bool/fpga/fpga-45-45.xml,1,100,15,119.37963
bool/fpga/fpga-10-9.xml,1,100,32.542373,80.084746
bool/fpga/fpga-14-12.xml,1,100,32.038835,97.864078
bool/fpga/fpga-13-13.xml,1,100,31.875,101.923077
bool/fpga/fpga-10-8.xml,1,100,32.830189,75.471698
bool/fpga/fpga-10-10.xml,1,100,32.307692,84.615385
bool/fpga/fpga-30-28.xml,1,100,29.028078,154.211663
bool/fpga/fpga-11-10.xml,1,100,32.340426,85.815603
bool/fpga/fpga-15-13.xml,1,100,31.90678,103.601695
bool/fpga/fpga-25-23.xml,1,100,31.160991,147.058824
bool/fpga/fpga-20-19.xml,1,100,31.369863,134.474886
bool/fpga/fpga-14-14.xml,1,100,31.764706,107.058824
bool/fpga/fpga-25-24.xml,1,100,28.885587,133.729569
bool/fpga/fpga-12-12.xml,1,100,32,96
bool/fpga/fpga-30-29.xml,1,100,29.060543,158.924843
bool/fpga/fpga-45-44.xml,1,100,29.361098,234.26408
bool/fpga/fpga-14-13.xml,1,100,31.891892,102.477477
bool/fpga/fpga-12-10.xml,1,100,32.368421,86.842105
bool/mpsReduced/mps-red-markshare1-1.xml,1,?,?,?
bool/mpsReduced/mps-red-berlin-5-8_0.xml,1,100,9.258649,10.356947
bool/mpsReduced/mps-red-ran10x10c.xml,1,?,?,?
bool/mpsReduced/mps-red-mod013.xml,1,100,37.894737,315.789474
bool/mpsReduced/mps-red-flugpl.xml,1,?,?,?
bool/mpsReduced/mps-red-ran12x12.xml,1,?,?,?
bool/mpsReduced/mps-red-ran13x13.xml,1,?,?,?
bool/mpsReduced/mps-red-sc50a.xml,1,?,?,?
bool/mpsReduced/mps-red-testprob.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare1.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare2-1.xml,1,?,?,?
bool/mpsReduced/mps-red-capri.xml,1,100,17.757353,89.154412
bool/mpsReduced/mps-red-timtab1.xml,1,91.025641,27.115385,116.121795
bool/mpsReduced/mps-red-misc03.xml,1,100,40,171.95122
bool/mpsReduced/mps-red-modglob.xml,1,100,0.621762,5.595855
bool/mpsReduced/mps-red-misc01.xml,1,?,?,?
bool/mpsReduced/mps-red-enigma.xml,1,?,?,?
bool/mpsReduced/mps-red-agg.xml,1,100,0,0
bool/mpsReduced/mps-red-sc205.xml,1,?,?,?
bool/mpsReduced/mps-red-afiro.xml,1,?,?,?
bool/mpsReduced/mps-red-gr4x6.xml,1,100,32.727273,272.727273
bool/mpsReduced/mps-red-bk4x3.xml,1,?,?,?
bool/mpsReduced/mps-red-ran8x32.xml,1,100,45.714286,379.285714
bool/mpsReduced/mps-red-ran10x26.xml,1,100,46.987952,389.759036
bool/mpsReduced/mps-red-blend.xml,1,100,3.076923,26.666667
bool/mpsReduced/mps-red-scagr7.xml,1,100,9.577465,77.13615
bool/mpsReduced/mps-red-arki001.xml,1,?,?,?
bool/mpsReduced/mps-red-nazareth.xml,1,?,?,?
bool/mpsReduced/mps-red-ran10x10b.xml,1,?,?,?
bool/mpsReduced/mps-red-est.xml,1,100,17.142857,71.428571
bool/mpsReduced/mps-red-egout.xml,1,?,?,?
bool/mpsReduced/mps-red-neos20.xml,1,78.311,45.771268,202.327828
bool/mpsReduced/mps-red-neos15.xml,1,100,5.504587,20.183486
bool/mpsReduced/mps-red-ran10x10a.xml,1,?,?,?
bool/mpsReduced/mps-red-glass4.xml,1,100,6.122449,28.253968
bool/mpsReduced/mps-red-liu.xml,1,100,0,0
bool/mpsReduced/mps-red-adlittle.xml,1,100,3.380282,28.732394
bool/mpsReduced/mps-red-sc50b.xml,1,100,0,0
bool/mpsReduced/mps-red-25fv47.xml,1,?,?,?
bool/mpsReduced/mps-red-beaconfd.xml,1,100,0,0
bool/mpsReduced/mps-red-ran17x17.xml,1,?,?,?
bool/mpsReduced/mps-red-qnet1.xml,1,?,?,?
bool/mpsReduced/mps-red-misc07.xml,1,100,24.534413,120.080972
bool/mpsReduced/mps-red-agg3.xml,1,100,0,0
bool/mpsReduced/mps-red-pk1.xml,1,?,?,?
bool/mpsReduced/mps-red-rout.xml,1,?,?,?
bool/mpsReduced/mps-red-lotfi.xml,1,100,3.629032,29.919355
bool/mpsReduced/mps-red-bandm.xml,1,?,?,?
bool/mpsReduced/mps-red-aflow30a.xml,1,100,54.551148,304.812109
bool/mpsReduced/mps-red-sc105.xml,1,100,0,0
bool/mpsReduced/mps-red-vpm1.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-UMTS.xml,1,70.827157,37.995849,63.024014
bool/mpsReduced/mps-red-recipe.xml,1,100,22.331839,128.026906
bool/mpsReduced/mps-red-timtab2.xml,1,89.805375,27.303058,113.846154
bool/mpsReduced/mps-red-ran14x18.xml,1,100,47.848101,398.291139
bool/mpsReduced/mps-red-kb2.xml,1,?,?,?
bool/mpsReduced/mps-red-stocfor1.xml,1,100,5.333333,47.555556
bool/mpsReduced/mps-red-ran16x16.xml,1,?,?,?
bool/mpsReduced/mps-red-bal8x12.xml,1,100,42.352941,352.941176
bool/mpsReduced/mps-red-harp2.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-pp08a.xml,1,100,19.2,160
bool/mpsReduced/mps-red-misc02.xml,1,?,?,?
bool/mpsReduced/mps-red-rgn.xml,1,100,38.709677,187.096774
bool/mpsReduced/mps-red-noswot.xml,1,?,?,?
bool/mpsReduced/mps-red-fiber.xml,1,?,?,?
bool/mpsReduced/mps-red-misc05.xml,1,91.489362,30.455927,261.033435
bool/mpsReduced/mps-red-mkc.xml,1,?,?,?
bool/mpsReduced/mps-red-markshare2.xml,1,?,?,?
bool/mpsReduced/mps-red-share2b.xml,1,100,1.651376,13.211009
bool/mpsReduced/mps-red-vpm2.xml,1,-1,-1,-1
bool/mpsReduced/mps-red-bg512142.xml,1,99.934938,0.039037,0.039037
bool/mpsReduced/mps-red-blend2.xml,1,93.877551,47.142857,395.408163
bool/mpsReduced/mps-red-bienst1.xml,1,100,2.622951,9.562842
bool/mpsReduced/mps-red-bell4.xml,1,?,?,?
bool/mpsReduced/mps-red-ran6x43.xml,1,100,43.483146,360.168539
bool/mpsReduced/mps-red-railway-8-1-0.xml,1,100,7.142403,8.175461
bool/mpsReduced/mps-red-ran4x64.xml,1,100,39.183673,324.183673
bool/mpsReduced/mps-red-bell3b.xml,1,85.806452,27.870968,88.774194
bool/mpsReduced/mps-red-net12.xml,1,100,6.122449,28.253968
bool/mpsReduced/mps-red-agg2.xml,1,100,0,0
bool/mpsReduced/mps-red-aflow40b.xml,1,100,56.754508,314.868239
bool/mpsReduced/mps-red-usAbbrv-8-25-70.xml,1,100,9.408465,10.295767
bool/mpsReduced/mps-red-pp08aCUTS.xml,1,100,20.534759,127.486631
bool/mpsReduced/mps-red-vtp-base.xml,1,100,34.666667,285.492063
bool/mpsReduced/mps-red-ran12x21.xml,1,100,47.54717,394.339623
bool/mpsReduced/mps-red-mas74.xml,1,?,?,?
bool/mpsReduced/mps-red-bell3a.xml,1,?,?,?
bool/mpsReduced/mps-red-sample2.xml,1,95.522388,22.38806,164.776119
bool/mpsReduced/mps-red-share1b.xml,1,100,2.912621,25.970874
bool/mpsReduced/mps-red-boeing2.xml,1,100,15.576923,67.403846
bool/mpsReduced/mps-red-neos14.xml,1,100,6.964286,25.535714
bool/mpsReduced/mps-red-ran10x12.xml,1,100,43.902439,362.804878
bool/mpsReduced/mps-red-qnet1-o.xml,1,?,?,?
bool/mpsReduced/mps-red-mas76.xml,1,?,?,?
bool/mpsReduced/mps-red-bell5.xml,1,?,?,?
bool/circuits/c8.xml,1,?,?,?
bool/circuits/C17.xml,1,?,?,?
bool/circuits/cm42a.xml,1,?,?,?
bool/circuits/cmb.xml,1,?,?,?
bool/circuits/C432.xml,1,?,?,?
bool/circuits/cc.xml,1,?,?,?
bool/circuits/b1.xml,1,?,?,?
bool/ppp/ppp-3-13-25-26.xml,1,3.818251,59.5189,53.153876
bool/ppp/ppp-1-11-19-21.xml,1,3.930419,59.501861,53.20792
bool/ppp/ppp-1-3-13-19.xml,1,3.911932,59.50462,53.198349
bool/ppp/ppp-1-13.xml,1,3.847389,59.51442,53.167191
bool/ppp/ppp-1-9-16-19.xml,1,3.871156,59.511012,53.181333
bool/ppp/ppp-1-12-16.xml,1,3.771278,59.526004,53.130819
bool/jnh/jnh-12.xml,1,?,?,?
bool/jnh/jnh-7.xml,1,?,?,?
bool/jnh/jnh-212.xml,1,?,?,?
bool/jnh/jnh-17.xml,1,?,?,?
bool/jnh/jnh-220.xml,1,?,?,?
bool/jnh/jnh-217.xml,1,?,?,?
bool/jnh/jnh-204.xml,1,?,?,?
bool/jnh/jnh-1.xml,1,?,?,?
bool/jnh/jnh-218.xml,1,?,?,?
bool/jnh/jnh-201.xml,1,?,?,?
bool/jnh/jnh-205.xml,1,?,?,?
bool/jnh/jnh-207.xml,1,?,?,?
bool/jnh/jnh-210.xml,1,?,?,?
bool/jnh/jnh-213.xml,1,?,?,?
bool/jnh/jnh-301.xml,1,?,?,?
bool/jnh/jnh-209.xml,1,?,?,?
bool/pseudoGLB/normalized-army8-9bt.xml,1,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111226241.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900552311.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-cardinality-31-30.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-clauses-45-40.xml,1,0,-1,-1
bool/pseudoGLB/normalized-25s-smv.xml,1,0,-1,-1
bool/pseudoGLB/normalized-dbst-v30-e350-d15-mw10-3.PB06.xml,1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900567024.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-cardinality-41-40.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110978113.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110967523.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900568706.xml,1,0,-1,-1
bool/pseudoGLB/normalized-army11-17ls.xml,1,0,-1,-1
bool/pseudoGLB/normalized-blast-tlan3-ucl.xml,1,-1,-1,-1
bool/pseudoGLB/normalized-pigeon-cardinality-71-70.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110972958.xml,1,0,-1,-1
bool/pseudoGLB/normalized-fpga13-12-sat-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-fpga10-8-sat-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-clauses-81-80.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900556231.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900566157.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900554067.xml,1,0,-1,-1
bool/pseudoGLB/normalized-blast-floppy1-2-ucl.xml,1,?,?,?
bool/pseudoGLB/normalized-t2001-13queen13-1111216188.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900561384.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900566263.xml,1,0,-1,-1
bool/pseudoGLB/normalized-fpga35-34-sat-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110977780.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl30-31-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900571131.xml,1,0,-1,-1
bool/pseudoGLB/normalized-ooo-tag12-ucl.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111212272.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110968561.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900550006.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900557362.xml,1,0,-1,-1
bool/pseudoGLB/normalized-army11-17bt.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110966688.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl10-11-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl20-21-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111227418.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-clauses-15-10.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111213670.xml,1,0,-1,-1
bool/pseudoGLB/normalized-fpga13-11-sat-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900566151.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110973163.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900574974.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl40-41-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-army8-9ls.xml,1,0,-1,-1
bool/pseudoGLB/normalized-reduced-cuww2.xml,1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900670675.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900669299.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111226680.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl15-16-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-fpga45-44-sat-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111219799.xml,1,0,-1,-1
bool/pseudoGLB/normalized-43s-smv.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t3002-11tsp11-1900567003.xml,1,0,-1,-1
bool/pseudoGLB/normalized-pigeon-cardinality-65-60.xml,1,0,-1,-1
bool/pseudoGLB/normalized-ppp:1-12-16.xml,1,0,-1,-1
bool/pseudoGLB/normalized-robin8.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1111223596.xml,1,?,?,?
bool/pseudoGLB/normalized-ooo-rf6-ucl.xml,1,?,?,?
bool/pseudoGLB/normalized-t3002-11tsp11-1900582376.xml,1,0,-1,-1
bool/pseudoGLB/normalized-chnl35-45-pb-cnf-cr.xml,1,0,-1,-1
bool/pseudoGLB/normalized-t2001-13queen13-1110977266.xml,1,0,-1,-1
