@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-entropy NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,51.781473,43.349169,46.072842,1.414214,1.414214,-1,100,-1,29.7308,-1,0.768592,-1,0.91473,100,0.463802,0.661665,0.845052,-1,2.653251,0,0.213443,22.04908,3.049318,0.987624,0.336827,48.218527,0.846154,0.560204,14.229269,0,0.322032,2.677308,-1,0,11.560333,0.002005,35,0.000374,12.314583,0.870819,0,0.001269,1.2239,0.000113,2.593863,0.552969,0.226121,0.552969,0.94841,12.533816,0.766557,0.815056,0.766557,-1,0.317758,2.346665,0,0.989682,0.398649,0.75261,0.696011,0.75261,98114,2.841123
bool/routing/s4-4-3-4.xml,1,52.480916,43.082061,46.001908,1.414214,1.414214,-1,100,-1,29.704198,-1,0.77489,-1,0.915141,100,0.454356,0.664207,0.831826,-1,2.686176,0,0.21073,22.365816,3.164738,0.985956,0.333458,47.519084,0.833333,0.557484,13.961811,0,0.303931,2.596115,-1,0,11.890644,0.002138,29,0.000454,12.043027,0.855846,0,0.001488,1.336051,0.000153,2.489238,0.532289,0.23661,0.532289,0.860871,12.269711,0.760185,0.740363,0.760185,-1,0.302405,2.254057,0,0.987962,0.389037,0.764704,0.624114,0.764704,78510,2.766126
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,?,?,?,?,?,0.767873,?,0.933036,?,0.489597,0.649799,0.838685,?,2.632319,?,0.207047,?,3.575975,0.9869,0.329418,?,0.789474,0.582346,?,0,0.300778,2.558076,?,?,?,0.006674,?,0.001838,?,0.858207,0,0.004238,1.640637,0.000677,2.475398,0.551366,0.250193,0.551366,0.691403,?,0.755099,0.598749,0.755099,?,0.298805,2.307672,0,0.988485,0.395866,0.753734,0.516355,0.753734,20560,2.671874
bool/routing/s4-4-3-5.xml,1,51.845018,43.284133,45.97786,1.414214,1.414214,-1,100,-1,29.667897,-1,0.749571,-1,0.906351,100,0.45823,0.661912,0.83688,-1,2.583638,0,0.208343,22.380953,3.092734,0.990718,0.336799,48.154982,0.826087,0.561442,14.00422,0,0.304699,2.577075,-1,0,12.101319,0.002032,30,0.000433,12.090112,0.86053,0,0.001443,1.307675,0.000145,2.478977,0.536779,0.236812,0.536779,0.876698,12.309476,0.761582,0.756089,0.761582,-1,0.3027,2.251133,0,0.992063,0.393147,0.74167,0.63659,0.74167,81544,2.721308
bool/routing/s4-4-3-1.xml,1,52.366864,43.106509,46.104536,1.414214,1.414214,-1,100,-1,29.773176,-1,0.746362,-1,0.905724,100,0.450919,0.661693,0.83136,-1,2.609828,0,0.207925,21.849949,3.095761,0.990751,0.333904,47.633136,0.826087,0.561269,13.915506,0,0.299855,2.572391,-1,0,11.332037,0.002171,28,0.00046,11.997179,0.855092,0,0.001511,1.334012,0.000159,2.460541,0.528187,0.24146,0.528187,0.842729,12.221587,0.759175,0.732092,0.759175,-1,0.298634,2.216037,0,0.992053,0.389397,0.74143,0.606744,0.74143,75706,2.705061
bool/ii/ii-16e2.xml,1,93.634079,3.819552,41.550796,1.414214,1.414214,-1,100,-1,40.277612,-1,0.789614,-1,1.008921,100,0.401338,0.511912,0.89015,-1,2.649226,0,0.187315,20.943063,0.884513,0.978883,0.368917,6.365921,0.826087,0.716689,17.569403,0,0.349169,2.457329,-1,0,7.741467,0.000126,16,0.000042,14.627021,0.918747,0,0.00129,0.266847,0.000011,2.452333,0.521653,0.255491,0.521653,0.730841,14.596364,0.728075,1.04363,0.728075,-1,0.273879,2.239098,0,0.987395,0.5008,0.758506,0.846074,0.758506,550734,2.528624
bool/ii/ii-8b1.xml,1,?,?,?,?,?,?,?,?,?,?,0.876671,?,1.103114,?,0.471888,0.578858,0.836537,?,2.649188,?,0.182573,?,4.6498,0.958685,0.353906,?,0.733333,0.685073,?,0,0.254218,2.160074,?,?,?,0.001997,?,0.001151,?,0.853015,0,0.004221,2.292976,0.000668,2.29912,0.498998,0.269804,0.498998,0.466519,?,0.679723,0.467655,0.679723,?,0.238095,2.040054,0,0.966594,0.428829,0.838353,0.483639,0.838353,36664,2.558001
bool/ii/ii-32c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.727662,?,0.930616,?,0.348551,0.464117,0.928819,?,2.928742,?,0.217501,?,0.744196,0.986485,0.389839,?,0.826087,0.729086,?,0,0.43965,2.949519,?,?,?,0.001078,?,0.000207,?,0.955829,0,0.00077,0.171249,0.000048,3.012896,0.575836,0.21429,0.575836,0.697347,?,0.74459,0.7717,0.74459,?,0.316826,2.687616,0,0.992072,0.544055,0.728583,0.619508,0.728583,152089,3.097735
bool/ii/ii-8d1.xml,1,?,?,?,?,?,?,?,?,?,?,0.898389,?,1.123148,?,0.459762,0.556236,0.836946,?,2.62048,?,0.179806,?,3.570593,0.955277,0.349791,?,0.833333,0.707075,?,0,0.272638,2.222676,?,?,?,0.001265,?,0.000586,?,0.859941,0,0.002404,1.72531,0.000347,2.453571,0.495642,0.271471,0.495642,0.460078,?,0.689136,0.489378,0.689136,?,0.244909,2.051147,0,0.966258,0.442861,0.844593,0.469054,0.844593,63497,2.785164
bool/ii/ii-16a1.xml,1,92.149586,4.710248,24.250642,1.414214,1.414214,-1,100,-1,22.68056,-1,0.843846,-1,1.071961,100,0.458073,0.521317,0.894327,-1,2.868074,0,0.19847,21.47186,3.295422,0.970482,0.374243,7.850414,0.826087,0.731926,16.66603,0,0.348278,2.611978,-1,0,10.263269,0.000367,16,0.000116,14.701956,0.918482,0,0.000674,1.396396,0.000034,2.726577,0.554539,0.23813,0.554539,0.590541,14.609756,0.716651,0.627013,0.716651,-1,0.277485,2.386377,0,0.978117,0.504127,0.798313,0.646029,0.798313,383838,2.981615
bool/ii/ii-32c3.xml,1,92.143058,4.714165,19.608561,1.414214,1.414214,-1,100,-1,18.037173,-1,0.727344,-1,0.929974,100,0.347834,0.463872,0.928696,-1,2.906203,0,0.216983,20.935586,0.677344,0.986461,0.391305,7.856942,0.826087,0.728966,17.674806,0,0.439778,2.921794,-1,0,8.092757,0.000349,32,0.000067,13.820777,0.955781,0,0.000614,0.142491,0.000016,2.993075,0.575632,0.213631,0.575632,0.708327,13.792689,0.744741,0.820577,0.744741,-1,0.316901,2.688931,0,0.992063,0.546812,0.728691,0.663868,0.728691,459487,3.069926
bool/ii/ii-8c2.xml,1,?,?,?,?,?,?,?,?,?,?,0.900095,?,1.130425,?,0.471446,0.553153,0.845226,?,2.608219,?,0.181871,?,4.023025,0.955026,0.351094,?,0.744681,0.715834,?,0,0.275938,2.212723,?,?,?,0.000714,?,0.000329,?,0.867253,0,0.002398,1.936362,0.000192,2.460924,0.506649,0.26607,0.506649,0.624741,?,0.685683,0.634768,0.685683,?,0.24726,2.049575,0,0.965796,0.446071,0.845623,0.696746,0.845623,123659,2.771739
bool/ii/ii-32b4.xml,1,94.780107,3.131936,19.18208,1.414214,1.414214,-1,100,-1,18.138101,-1,0.727401,-1,0.930196,100,0.347999,0.463795,0.928742,-1,2.900665,0,0.216837,20.814665,0.687569,0.98647,0.391642,5.219893,0.826087,0.729164,18.646028,0,0.439707,2.914361,-1,0,7.754888,0.000178,32,0.000034,14.808361,0.955798,0,0.00062,0.146677,0.000008,2.985682,0.575644,0.213277,0.575644,0.731715,14.789075,0.744579,0.892104,0.744579,-1,0.316867,2.682569,0,0.992066,0.54743,0.728672,0.735109,0.728672,903861,3.063762
bool/ii/ii-16e1.xml,1,92.224096,4.665542,41.512085,1.414214,1.414214,-1,100,-1,39.956905,-1,0.789143,-1,1.006947,100,0.40218,0.513133,0.891066,-1,2.653949,0,0.187527,21.059029,0.884606,0.979108,0.368449,7.775904,0.826087,0.714854,18.495945,0,0.349491,2.46843,-1,0,9.154818,0.000066,16,0.000022,15.549664,0.918834,0,0.000364,0.267722,0.000006,2.486118,0.522151,0.255781,0.522151,0.618229,15.511722,0.728945,0.811544,0.728945,-1,0.274759,2.24907,0,0.986068,0.501761,0.767734,0.64889,0.767734,1045251,2.576639
bool/ii/ii-32b2.xml,1,90.741398,5.555161,20.294431,1.414214,1.414214,-1,100,-1,18.44271,-1,0.727603,-1,0.930637,100,0.348466,0.463912,0.928827,-1,2.912943,0,0.21713,21.128599,0.729627,0.986486,0.390871,9.258602,0.826087,0.729297,17.036785,0,0.439611,2.930704,-1,0,8.829723,0.000548,32,0.000105,13.254438,0.955832,0,0.000694,0.16465,0.000025,2.994364,0.575766,0.213546,0.575766,0.70184,13.215381,0.744441,0.795368,0.744441,-1,0.316812,2.697219,0,0.992072,0.54599,0.728603,0.6438,0.728603,298621,3.078937
bool/ii/ii-32e5.xml,1,95.706531,2.576082,19.518013,1.414214,1.414214,-1,100,-1,18.659319,-1,0.727802,-1,0.931348,100,0.349025,0.46372,0.928973,-1,2.899034,0,0.216854,20.591197,0.767464,0.986514,0.391607,4.293469,0.826087,0.729882,18.956314,0,0.439392,2.914068,-1,0,7.577429,0.000146,32,0.000028,15.227616,0.955889,0,0.000633,0.180149,0.000006,2.984531,0.575825,0.212609,0.575825,0.751475,15.207853,0.743959,0.936283,0.743959,-1,0.316704,2.682454,0,0.992083,0.547365,0.728533,0.793654,0.728533,1141978,3.063956
bool/ii/ii-32c2.xml,1,89.757302,6.145619,20.12752,1.414214,1.414214,-1,100,-1,18.07898,-1,0.727364,-1,0.92997,100,0.347864,0.463938,0.928694,-1,2.911989,0,0.217133,20.866956,0.682309,0.986461,0.390951,10.242698,0.826087,0.728899,17.098166,0,0.43979,2.928634,-1,0,8.471675,0.000521,32,0.0001,13.249706,0.95578,0,0.000617,0.144703,0.000023,2.994417,0.575655,0.21387,0.575655,0.701474,13.212344,0.744787,0.795834,0.744787,-1,0.316905,2.694756,0,0.992063,0.546158,0.728684,0.639904,0.728684,308177,3.077063
bool/ii/ii-8b3.xml,1,?,?,?,?,?,?,?,?,?,?,0.876761,?,1.104033,?,0.471508,0.577836,0.836419,?,2.581654,?,0.182233,?,4.550882,0.958655,0.351534,?,0.733333,0.686498,?,0,0.254193,2.077272,?,?,?,0.000678,?,0.00039,?,0.852917,0,0.003985,2.200431,0.000223,2.226894,0.498635,0.264965,0.498635,0.81228,?,0.678821,0.802742,0.678821,?,0.238072,1.968483,0,0.966572,0.427809,0.83845,0.898239,0.83845,106824,2.515174
bool/ii/ii-8a2.xml,1,?,?,?,?,?,?,?,?,?,?,0.843476,?,1.065452,?,0.437088,0.578641,0.8359,?,2.510411,?,0.173651,?,2.521501,0.967444,0.34723,?,0.733333,0.668294,?,0,0.251458,2.098788,?,?,?,0.002346,?,0.001422,?,0.856337,0,0.004289,1.177959,0.000806,2.129649,0.471086,0.281346,0.471086,0.3696,?,0.698536,0.395685,0.698536,?,0.230721,1.936906,0,0.976829,0.427635,0.801818,0.337789,0.801818,19802,2.520061
bool/ii/ii-8c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.882777,?,1.107443,?,0.452243,0.559904,0.841675,?,2.5577,?,0.176654,?,3.211945,0.959721,0.349186,?,0.714286,0.698395,?,0,0.268911,2.189419,?,?,?,0.001165,?,0.000542,?,0.864288,0,0.002552,1.54337,0.000323,2.41401,0.489243,0.273779,0.489243,0.460301,?,0.693439,0.502894,0.693439,?,0.241528,2.034849,0,0.97042,0.441288,0.830661,0.470013,0.830661,63775,2.682663
bool/ii/ii-16d1.xml,1,92.820034,4.30798,30.768782,1.414214,1.414214,-1,100,-1,29.332789,-1,0.799491,-1,1.024262,100,0.414698,0.51219,0.891324,-1,2.684709,0,0.189328,20.852369,1.32079,0.978261,0.368955,7.179966,0.826087,0.723589,17.626935,0,0.348164,2.487799,-1,0,8.370687,0.000133,16,0.000044,15.015371,0.918476,0,0.000636,0.483672,0.000017,2.562702,0.528122,0.25267,0.528122,0.644184,14.960771,0.723612,0.79272,0.723612,-1,0.274304,2.271305,0,0.985433,0.501404,0.771111,0.704577,0.771111,620111,2.651827
bool/ii/ii-16c1.xml,1,91.245082,5.252951,30.442733,1.414214,1.414214,-1,100,-1,28.691749,-1,0.801311,-1,1.025472,100,0.414623,0.509688,0.893103,-1,2.710092,0,0.190648,21.440749,1.370353,0.977814,0.369403,8.754918,0.826087,0.72609,17.649825,0,0.352788,2.532737,-1,0,9.991522,0.000172,20,0.000045,15.041873,0.920365,0,0.000305,0.506414,0.000016,2.601292,0.531753,0.251473,0.531753,0.569033,14.972666,0.724149,0.657332,0.724149,-1,0.276902,2.314561,0,0.985079,0.503044,0.772398,0.55809,0.772398,628274,2.717384
bool/ii/ii-8b4.xml,1,?,?,?,?,?,?,?,?,?,?,0.87837,?,1.106389,?,0.474405,0.57773,0.836608,?,2.585947,?,0.183033,?,4.698163,0.95808,0.351569,?,0.733333,0.688007,?,0,0.254397,2.07527,?,?,?,0.000525,?,0.000301,?,0.852801,0,0.00392,2.266879,0.000172,2.218738,0.500966,0.263558,0.500966,0.949929,?,0.677248,0.924646,0.677248,?,0.238603,1.962524,0,0.965873,0.427532,0.84043,1.056185,0.84043,141678,2.513206
bool/ii/ii-8a1.xml,1,?,?,?,?,?,?,?,?,?,?,0.925775,?,1.132129,?,0.419291,0.558071,0.812336,?,2.317364,?,0.175573,?,3.675862,0.940945,0.328508,?,0.636364,0.692745,?,0,0.259499,2.150778,?,?,?,0.013793,?,0.008471,?,0.834541,0,0.014436,1.830709,0.004227,2.215072,0.452899,0.285433,0.452899,0.39483,?,0.67663,0.347661,0.67663,?,0.239502,1.986504,0,0.952899,0.402833,0.878298,0.351644,0.878298,4314,2.518356
