@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE reducedVars NUMERIC

@DATA
SAT_RACE2008/post-c32s-ss-8.cnf,1,0,0.19,1.76,0.0001,0.124,483.192,0.0001,0.6957,0,0.0002,0.0002,0.0001,13761,1.065,0.7286,2.9061
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_kkb_unknown.cnf,1,0,0.0314,1.8364,0,0.0506,7131.5,0,0.1663,0,0.0001,0.0001,0.0001,31688,1.515,0.4163,0.0891
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l48_lambda.cnf,1,0,0.3658,3.1041,0.0002,0.1635,405.184,0,0.6832,0,0.0004,0.0004,0.0002,8333,1.4973,0.7361,3.1589
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10bidw.cnf,1,0,0.1729,2.7152,0,0.1496,1965,0,0.6495,0,0.0001,0.0001,0.0001,39231,1.548,0.7691,5.0535
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c7bidw_i.cnf,1,0,0.1711,2.9052,0.0001,0.1516,971.667,0,0.6206,0,0.0002,0.0002,0.0001,22468,1.5143,0.7406,4.8307
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_24.cnf,1,0.6857,0.5229,0.3614,0.0045,0.0021,18.5919,0.0013,0.6934,0.0044,0.0046,0.0046,0.0035,576,0.0058,0.6934,0
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-01.cnf,1,0,0.1386,2.4435,0.0006,0.1231,63.1886,0.0013,0.8851,0.0001,0.0015,0.0015,0.0009,2114,1.552,0.9142,0.1466
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.0096,0.2882,2.6677,0.0035,0.2792,357.75,0.0001,0.5448,0.0001,0.0056,0.0056,0.0026,763,1.086,0.592,0.675
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0,0.1777,3.3454,0.0002,0.1366,474.197,0.0001,0.6283,0,0.0004,0.0004,0.0002,8543,0.9423,0.8108,2.6433
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0,0.0227,1.6787,0,0.0395,1586,0,0.1451,0,0.0001,0.0001,0.0001,31632,1.4593,0.4137,0.0534
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c6nidw_i.cnf,1,0,0.1757,2.9405,0.0001,0.1548,1030.76,0,0.6132,0,0.0002,0.0002,0.0001,16544,1.3359,0.7318,4.7944
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0,0.2463,3.0643,0,0.1595,52781,0,0.6454,0,0,0,0,89874,0.5586,0.8105,1.9531
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0,0.1969,2.8303,0,0.1523,2192.5,0,0.6814,0,0.0001,0.0001,0,56393,1.7985,0.8418,5.5414
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0,0.1862,2.8716,0.0001,0.136,695.923,0,0.2098,0,0.0002,0.0002,0.0001,17498,1.9496,0.4758,3.0739
SAT_RACE2008/velev-vliw-uns-4.0-9-i1.cnf,1,0,0.4607,4.0488,0,0.2587,81595,0,0.9969,0,0,0,0,136989,7.5865,0.9999,0.1264
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0,0.2707,2.8848,0,0.1602,3268.5,0,0.7517,0,0,0,0,76968,0.4219,0.834,1.1328
SAT_RACE2008/post-cbmc-aes-d-r2.cnf,1,0,0.0949,2.6334,0.0001,0.1396,338.222,0,0.0659,0,0.0014,0.0014,0.0004,4925,2.0992,0.2531,55.6739
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_11_UNSAT.cnf,1,0.0006,0.2881,2.6131,0.0019,0.2849,169.5,0,0.5652,0,0.0031,0.0031,0.0014,1435,1.1579,0.7069,0.6139
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0,0.0496,1.7617,0.0019,0.0678,48.3278,0.0013,0.0252,0.0005,0.0047,0.0047,0.0027,754,0.2778,0.1024,0.4801
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h29-unknown.cnf,1,0,0.4002,4.2573,0.0004,0.312,671.727,0,0.8752,0,0.0005,0.0005,0.0002,10611,1.8552,0.9552,11.0477
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0,0.0776,2.0475,0.0011,0.0901,67.1916,0.001,0.1759,0.0004,0.0026,0.0026,0.0017,1165,0.2991,0.3456,0.4541
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,0,0.2635,2.8612,0,0.1632,17977,0,0.7644,0,0,0,0,149672,0.5262,0.845,0.9945
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0,0.2522,3.0944,0,0.1552,753.333,0,0.6706,0,0.0001,0.0001,0.0001,34133,0.4013,0.8056,2.1871
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.1556,0.0023,0.0896,0.0001,0.0352,1373.16,0,0.4906,0,0.0004,0.0004,0.0002,8694,0.8492,0.6,0.1567
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,0,0.1403,2.8031,0,0.163,2759.3,0,0.1824,0,0.0001,0.0001,0.0001,30477,0.3834,0.372,7.5232
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0,0.3397,3.169,0.0003,0.2535,109.5,0.0001,0.8491,0,0.0006,0.0006,0.0003,6404,4.4161,0.9554,69.0141
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.3978,4.037,0.0002,0.2954,10188.9,0,0.9496,0,0.0003,0.0003,0.0002,11639,2.1893,0.985,0.5216
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0,0.1107,1.7922,0.0001,0.1608,1640,0,0.1245,0,0.0002,0.0002,0.0001,17342,2.1859,0.7826,1.6489
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0,0.1974,2.3483,0.0001,0.2415,314.697,0.0001,0.1577,0,0.0004,0.0004,0.0002,10123,1.7564,0.5418,1.5656
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0223,1.7163,0,0.0361,681.667,0,0.1002,0,0.0001,0.0001,0.0001,25957,1.308,0.341,0.004
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.0002,0.2369,3.4492,0,0.2391,8716.67,0,0.8207,0,0,0,0,88904,2.889,0.8951,1.5249
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0028,0.2424,2.2046,0.0023,0.3064,741.583,0.0001,0.3974,0.0001,0.0035,0.0035,0.0017,1205,1.0769,0.7247,0.5751
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0,0.1929,3.3525,0.0002,0.1604,435.884,0.0001,0.5349,0,0.0004,0.0004,0.0003,7791,0.8601,0.8073,1.2454
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0,0.2564,3.4323,0.0004,0.2476,122.951,0,0.4925,0,0.0008,0.0008,0.0005,4444,2.3322,0.7621,12.3283
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127,0,0.1573,1555,0,0.635,0,0,0,0,59617,0.5379,0.805,2.0774
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0,0.1582,2.1335,0.0001,0.1809,927.643,0.0001,0.5377,0,0.0002,0.0002,0.0001,20430,1.8918,0.5718,1.7349
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0,0.4212,4.1327,0.0004,0.3201,969.5,0,0.8996,0,0.0004,0.0004,0.0001,20526,2.1775,0.9766,29.2074
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0,0.4943,3.2353,0,0.3145,224,0,0.9512,0,0,0,0,124468,2.1803,0.9994,0.0446
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0,0.0405,1.1936,0,0.0665,2766.4,0,0.1282,0,0.0001,0.0001,0.0001,38102,1.5687,0.3601,1.4845
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0,0.2062,3.3927,0.0007,0.1738,100.684,0.0003,0.5947,0,0.0017,0.0017,0.0009,2345,1.1242,0.7854,4.5535
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0,0.1897,2.8613,0.0001,0.1564,1152.73,0,0.6486,0,0.0002,0.0002,0.0001,21350,1.3211,0.7704,5.4583
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0,0.0735,1.9442,0.0003,0.1129,452.767,0.0001,0.2087,0,0.0005,0.0005,0.0003,6232,0.7131,0.3782,2.3864
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0,0.3796,2.4475,0,0.1599,1869.5,0,0.6323,0,0.0001,0.0001,0,48547,2.3738,0.6915,5.5013
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0,0.185,2.4951,0.0001,0.1617,151.214,0,0.915,0,0.0001,0.0001,0.0001,30161,1.2604,0.9362,2.1649
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0,0.091,1.6293,0,0.0829,2675.5,0,0.156,0,0.0001,0.0001,0.0001,31223,3.4168,0.1919,2.8017
SAT_RACE2008/mizh-md5-48-2.cnf,1,0,0.0205,0.9713,0.0001,0.0385,2308.22,0,0.0103,0,0.0001,0.0001,0.0001,26683,0.6084,0.0878,1.5069
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0,0.0207,0.9811,0.0001,0.0385,2427.5,0,0.0107,0,0.0001,0.0001,0.0001,26131,0.604,0.0896,1.5106
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0,0.0823,0.9825,0,0.0289,19220,0,0.1552,0,0,0,0,151831,1.7456,0.1922,0.8076
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0,0.1888,2.8031,0,0.1536,4011.75,0,0.6556,0,0.0001,0.0001,0,45777,1.5803,0.77,5.7814
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0,0.0899,1.6402,0,0.0879,2597.57,0,0.156,0,0.0001,0.0001,0.0001,31328,5.4321,0.1919,2.5842
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0,0.3423,2.0392,0,0.1631,188928,0,0.6149,0,0,0,0,624037,21.041,0.7506,2.6391
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0,0.1837,3.1934,0.0001,0.1293,830.8,0.0001,0.4468,0,0.0002,0.0002,0.0001,16635,2.2849,0.6155,3.218
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.436,3.111,0,0.3087,8563.5,0,0.9015,0,0,0,0,56496,1.2586,0.9624,0.1213
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0,0.1333,2.2022,0.0002,0.0961,319.613,0.0002,0.2205,0,0.0005,0.0005,0.0004,5436,1.4899,0.3399,1.0804
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0,0.2256,2.9439,0,0.1483,13880,0,0.7772,0,0,0,0,137954,0.7411,0.8826,0.8793
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0,0.2912,3.9885,0.0001,0.2492,3267,0,0.8912,0,0.0002,0.0002,0.0001,16889,3.2113,0.9524,0.4568
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.5142,4.0378,0,0.3272,57242,0,0.9995,0,0,0,0,81147,3.3795,1,0.7119
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0036,0.2482,2.275,0.0023,0.3078,96,0.0001,0.4761,0,0.0036,0.0036,0.0017,1205,1.1242,0.7349,0.5751
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0,0.1969,2.8303,0,0.1523,2248.5,0,0.6814,0,0.0001,0.0001,0,56393,1.7985,0.8418,5.5414
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0,0.3644,4.2382,0.0004,0.2985,536.3,0,0.8295,0,0.0007,0.0007,0.0002,8357,1.8731,0.9448,10.4181
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221,0.0001,0.0382,2084.33,0,0.0044,0,0.0002,0.0002,0.0001,20577,0.5124,0.061,1.4334
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0002,0.225,3.69,0,0.164,2881.5,0,0.6648,0,0.0001,0.0001,0,58468,1.1688,0.8312,2.2757
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0,0.0877,1.47,0.0003,0.0676,239.83,0.0003,0.0917,0.0001,0.0006,0.0006,0.0004,4641,0.9161,0.1392,0.8373
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0,0.229,3.2103,0,0.2239,50564,0,0.9971,0,0,0,0,284996,3.6815,1,5.9733
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0,0.2634,2.8392,0,0.163,10557,0,0.7674,0,0,0,0,128393,0.5254,0.8448,0.9628
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0,0.4314,3.997,0.0001,0.3097,1390.33,0,0.9916,0,0.0002,0.0002,0.0001,17101,2.6266,0.9998,0.5503
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0,0.0096,0.9854,0.0002,0.018,138.789,0.0002,0.0022,0.0001,0.0023,0.0023,0.0008,2400,0.9066,0.0362,0.17
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001,0,0.1209,39298,0,0.4495,0,0,0,0,134938,10.3165,0.5997,2.7759
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0,0.1719,2.6279,0,0.1488,2351,0,0.6603,0,0.0001,0.0001,0,62957,1.9578,0.8234,5.3176
