@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC
@ATTRIBUTE csp_log_bits NUMERIC
@ATTRIBUTE csp_percent_ext NUMERIC
@ATTRIBUTE csp_dyn_log_nodes NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE csp_max_arity NUMERIC
@ATTRIBUTE directorder_VG-mean NUMERIC
@ATTRIBUTE csp_log_constraints NUMERIC
@ATTRIBUTE support_horn-clauses-fraction NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VG-max NUMERIC
@ATTRIBUTE directorder_reducedClauses NUMERIC
@ATTRIBUTE direct_VG-min NUMERIC
@ATTRIBUTE support_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_BINARY+ NUMERIC
@ATTRIBUTE directorder_vars-clauses-ratio NUMERIC
@ATTRIBUTE direct_BINARY+ NUMERIC
@ATTRIBUTE support_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE csp_log_extra_ranges NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_VG-coeff-variation NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE csp_percent_alldiff NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE support_TRINARY+ NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_nclausesOrig NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE support_VCG-VAR-max NUMERIC
@ATTRIBUTE csp_percent_cumulative NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_log_search_vars NUMERIC
@ATTRIBUTE support_VG-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_CG-mean NUMERIC
@ATTRIBUTE csp_dyn_log_avg_weight NUMERIC
@ATTRIBUTE support_VG-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-max NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_log_booleans NUMERIC
@ATTRIBUTE direct_horn-clauses-fraction NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC
@ATTRIBUTE support_VCG-VAR-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE direct_VG-max NUMERIC
@ATTRIBUTE directorder_CG-min NUMERIC
@ATTRIBUTE directorder_Basic-featuretime NUMERIC
@ATTRIBUTE support_reducedVars NUMERIC
@ATTRIBUTE direct_VG-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE support_VCG-VAR-mean NUMERIC
@ATTRIBUTE support_reducedClauses NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE direct_nvarsOrig NUMERIC
@ATTRIBUTE csp_dyn_log_stdev_weight NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_nclauses NUMERIC
@ATTRIBUTE support_VCG-VAR-min NUMERIC
@ATTRIBUTE direct_HORNY-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-featuretime NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_Pre-featuretime NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE direct_reducedVars NUMERIC
@ATTRIBUTE direct_reducedClauses NUMERIC
@ATTRIBUTE direct_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE direct_VCG-VAR-entropy NUMERIC
@ATTRIBUTE support_VG-max NUMERIC
@ATTRIBUTE direct_TRINARY+ NUMERIC
@ATTRIBUTE csp_percent_element NUMERIC
@ATTRIBUTE direct_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_CG-max NUMERIC
@ATTRIBUTE direct_HORNY-VAR-entropy NUMERIC
@ATTRIBUTE directorder_nvarsOrig NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE directorder_VCG-VAR-min NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE directorder_VG-min NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-min NUMERIC
@ATTRIBUTE support_nvarsOrig NUMERIC
@ATTRIBUTE directorder_cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE directorder_KLB-featuretime NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-VAR-mean NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_HORNY-VAR-max NUMERIC
@ATTRIBUTE support_HORNY-VAR-min NUMERIC

@DATA
bool/aim/aim-50-2-0-4.xml,1,?,?,?,?,?,?,?,?,?,?,0,?,0,?,-512,0,-512,?,0,?,0,?,-512,-512,0,?,0,0,?,0,0,0,?,?,?,0,?,0,?,-512,0,0,-512,0,0,-512,-512,-512,0,?,0,0,0,?,0,0,0,-512,0,0,0,0,3138,0,0,0,?,0,?,0,0,0,?,0,0,0,?,-512,0,0,0,0,0,0,0,0,-512,0,0,0,-512,0,947,?,0,0,0,0,0,0,0,0,0,-512,-512,0,0,0,0,-512,?,0,0,0,1545,0,0,0,0,0,947,0,0,0,0,0,0,0
bool/aim/aim-200-6-0-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.163024,?,0.62976,?,0.038462,0.484848,0.500874,?,1.128079,?,0.046624,?,77.875,1,0.030794,?,0.285714,0.597345,?,0,0.064935,1.37362,?,?,?,0.015,?,0.026075,?,0.500874,0,0.030594,28.143357,0.015734,2.053268,0.038462,0.174825,0.038462,0.232609,?,0.484848,0.096877,0.484848,?,0.064935,2.053268,0,1,0.030794,0.163024,0.232609,0.163024,33340,1.128079,0.285714,0.015734,?,0.030794,?,0.015734,0.597345,0.021868,?,0.026075,0.015734,0.046624,?,0.500874,0.597345,0.62976,0.071429,1.37362,0.072932,0.030594,0.009615,0,45.925,0.026075,0.014808,0.014808,24.83042,0.62976,9385,?,0.046624,1144,0.009615,0.003497,0.03,0.064935,0.190769,0.1,0.015,45.925,23.606643,0.015,0.285714,1.37362,0.030594,1,?,0.009615,0.023601,2.053268,15775,1.740763,0.009615,0.096838,0.015734,0.003497,9385,0.18301,0,0.007369,0.014808,0.014808,0.011364,0.003497
bool/aim/aim-100-3-4-4.xml,1,?,?,?,?,?,?,?,?,?,?,0.349567,?,0.796703,?,0.111465,0.477707,0.525478,?,1.166131,?,0.076263,?,47.232323,1,0.04989,?,0.333333,0.657853,?,0,0.10895,1.409975,?,?,?,0.030303,?,0.044457,?,0.525478,0,0.06051,30.617834,0.028662,1.723281,0.111465,0.315287,0.111465,0.314637,?,0.477707,0.137706,0.477707,?,0.10895,1.723281,0,1,0.04989,0.349567,0.314637,0.349567,9928,1.166131,0.333333,0.035032,?,0.04989,?,0.028662,0.657853,0.042111,?,0.044457,0.035032,0.076263,?,0.525478,0.657853,0.796703,0.132353,1.409975,0.12671,0.06051,0.019108,0,28.060606,0.044457,0.029177,0.029177,27.057325,0.796703,2877,?,0.076263,314,0.019108,0.003185,0,0.10895,0.388889,0.02,0.030303,28.060606,25.656051,0.030303,0.333333,1.409975,0.06051,1,?,0.019108,0.05414,1.723281,4775,1.849024,0.019108,0.211338,0.028662,0.003185,2877,0.195989,0,0.015023,0.029177,0.029177,0.028662,0.003185
bool/aim/aim-50-3-4-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.325083,?,0.764352,?,0.1,0.510417,0.50625,?,1.087459,?,0.0703,?,46.8,1,0.046208,?,0.25,0.623502,?,0,0.103448,1.314108,?,?,?,0.06,?,0.0845,?,0.50625,0,0.10625,30.0625,0.04375,1.771371,0.1,0.3125,0.1,0.319499,?,0.510417,0.148106,0.510417,?,0.103448,1.771371,0,1,0.046208,0.325083,0.319499,0.325083,4970,1.087459,0.25,0.06875,?,0.046208,?,0.04375,0.623502,0.083438,?,0.0845,0.06875,0.0703,?,0.50625,0.623502,0.764352,0.133333,1.314108,0.125741,0.10625,0.0375,0,27.8,0.0845,0.058,0.058,26.5625,0.764352,1440,?,0.0703,160,0.0375,0.00625,0,0.103448,0.333333,0.01,0.06,27.8,25.1875,0.06,0.25,1.314108,0.10625,1,?,0.0375,0.1,1.771371,2390,1.823461,0.0375,0.225051,0.04375,0.00625,1440,0.184747,0,0.02875,0.058,0.058,0.05,0.00625
bool/aim/aim-200-1-6-4.xml,1,60.769231,23.538462,33.846154,1.414214,1.414214,-1,100,-1,26.076923,-1,0.775315,-1,1.246747,100,0.019293,0.448124,0.369775,-1,1.922675,0,0.120126,22.312858,33.569536,0.70418,0.194081,39.230769,0.5,0.627676,11.396605,0,0.164137,1.699798,-1,0,15.009872,0.033113,3,0.03586,9.707359,0.369775,0,0.080386,32.672026,0.019293,1.697268,0.019293,0.485531,0.019293,0.558502,9.303781,0.448124,0.273565,0.448124,-1,0.164137,1.697268,0,0.70418,0.194081,0.775315,0.558502,0.775315,10472,1.922675,0.5,0.045016,-1,0.194081,10.011227,0.019293,0.627676,0.035773,10.096981,0.03586,0.045016,0.120126,8.643856,0.369775,0.627676,1.246747,0.115789,1.699798,0.234891,0.080386,0.016077,0,20.377483,0.03586,0.021848,0.021848,28.967846,1.246747,3228,11.505489,0.120126,311,0.016077,0,0,0.164137,0.6,0.02,0.033113,20.377483,27.29582,0.033113,0.5,1.699798,0.080386,0.70418,-1,0.016077,0.073955,1.697268,5220,2.446118,0.016077,0.299404,0.019293,0,3228,0.27637,0,0.007858,0.021848,0.021848,0.022508,0
bool/aim/aim-200-6-0-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.490307,?,0.891079,?,0.192835,0.485423,0.548999,?,2.06596,?,0.075233,?,88.039548,1,0.078608,?,0.384615,0.692607,?,0,0.140542,1.939014,?,?,?,0.016949,?,0.026588,?,0.548999,0,0.035827,34.093783,0.015806,2.066908,0.192835,0.186512,0.192835,0.248939,?,0.485423,0.138178,0.485423,?,0.140542,2.066908,0,1,0.078608,0.490307,0.248939,0.490307,33304,2.06596,0.384615,0.018967,?,0.078608,?,0.015806,0.692607,0.022232,?,0.026588,0.018967,0.075233,?,0.548999,0.692607,0.891079,0.074074,1.939014,0.115894,0.035827,0.009484,0,51.971751,0.026588,0.01586,0.01586,30.106428,0.891079,9376,?,0.075233,949,0.010537,0.003161,0.02,0.140542,0.219048,0.13,0.016949,51.971751,28.631191,0.016949,0.384615,1.939014,0.035827,1,?,0.010537,0.028451,2.066908,15760,2.465776,0.010537,0.112722,0.015806,0.003161,9376,0.212454,0,0.008436,0.01586,0.01586,0.014752,0.003161
bool/aim/aim-100-6-0-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.405835,?,0.83838,?,0.140481,0.505237,0.513863,?,1.767634,?,0.069426,?,78.69697,1,0.056066,?,0.333333,0.653702,?,0,0.121519,1.918312,?,?,?,0.030303,?,0.041562,?,0.513863,0,0.053604,29.824399,0.025878,1.925261,0.140481,0.182994,0.140481,0.230329,?,0.505237,0.13695,0.505237,?,0.121519,1.925261,0,1,0.056066,0.405835,0.230329,0.405835,16676,1.767634,0.333333,0.033272,?,0.056066,?,0.025878,0.653702,0.041328,?,0.041562,0.033272,0.069426,?,0.513863,0.653702,0.83838,0.086154,1.918312,0.123578,0.053604,0.016636,0,46.414141,0.041562,0.028884,0.028884,26.319778,0.83838,4694,?,0.069426,541,0.018484,0.005545,0.01,0.121519,0.229437,0.04,0.030303,46.414141,25.025878,0.030303,0.333333,1.918312,0.053604,1,?,0.018484,0.049908,1.925261,7890,2.418674,0.018484,0.137018,0.025878,0.005545,4694,0.187361,0,0.014395,0.028884,0.028884,0.02403,0.005545
bool/aim/aim-200-1-6-3.xml,1,61.346154,23.192308,33.846154,1.414214,1.414214,-1,100,-1,26.134615,-1,0.816219,-1,1.302855,100,0.027304,0.452787,0.327645,-1,1.933699,0,0.133728,22.466353,35.103448,0.668942,0.206396,38.653846,0.555556,0.731078,11.406205,0,0.166749,1.607346,-1,0,14.795685,0.034483,3,0.038414,9.712527,0.327645,0,0.071672,34.863481,0.017065,1.566818,0.027304,0.494881,0.027304,0.585453,9.317413,0.452787,0.249949,0.452787,-1,0.166749,1.566818,0,0.668942,0.206396,0.816219,0.585453,0.816219,10508,1.933699,0.555556,0.037543,-1,0.206396,10.019591,0.017065,0.731078,0.036809,10.439699,0.038414,0.037543,0.133728,8.643856,0.327645,0.731078,1.302855,0.152381,1.607346,0.197948,0.071672,0.013652,0,21.324138,0.038414,0.022902,0.022902,30.911263,1.302855,3237,11.593946,0.133728,293,0.017065,0,0,0.166749,0.6,0.02,0.034483,21.324138,29.136519,0.034483,0.555556,1.607346,0.071672,0.668942,-1,0.017065,0.061433,1.566818,5235,2.28818,0.017065,0.311935,0.017065,0,3237,0.265409,0,0.007085,0.022902,0.022902,0.023891,0
bool/aim/aim-200-6-0-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.436073,?,0.816689,?,0.157841,0.465377,0.55499,?,1.950312,?,0.063902,?,86.555556,1,0.072442,?,0.333333,0.675308,?,0,0.12828,1.820247,?,?,?,0.016667,?,0.026511,?,0.55499,0,0.033605,32.91446,0.016293,2.104951,0.157841,0.183299,0.157841,0.243821,?,0.465377,0.122271,0.465377,?,0.12828,2.104951,0,1,0.072442,0.436073,0.243821,0.436073,33304,1.950312,0.333333,0.01833,?,0.072442,?,0.016293,0.675308,0.022378,?,0.026511,0.01833,0.063902,?,0.55499,0.675308,0.816689,0.074074,1.820247,0.106516,0.033605,0.010183,0,51.088889,0.026511,0.01579,0.01579,29.0611,0.816689,9376,?,0.063902,982,0.010183,0.004073,0.01,0.12828,0.186147,0.1,0.016667,51.088889,27.635438,0.016667,0.333333,1.820247,0.033605,1,?,0.010183,0.027495,2.104951,15760,2.371898,0.010183,0.109505,0.016293,0.004073,9376,0.197541,0,0.008526,0.01579,0.01579,0.014257,0.004073
bool/aim/aim-100-1-6-1.xml,1,?,?,?,?,?,?,?,?,?,?,0,?,0,?,-512,0,-512,?,0,?,0,?,-512,-512,0,?,0,0,?,0,0,0,?,?,?,0,?,0,?,-512,0,0,-512,0,0,-512,-512,-512,0,?,0,0,0,?,0,0,0,-512,0,0,0,0,5248,0,0,0,?,0,?,0,0,0,?,0,0,0,?,-512,0,0,0,0,0,0,0,0,-512,0,0,0,-512,0,1617,?,0,0,0,0,0,0,0,0.01,0,-512,-512,0,0,0,0,-512,?,0,0,0,2615,0,0,0,0,0,1617,0,0,0,0,0,0,0
bool/aim/aim-100-6-0-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.386004,?,0.805775,?,0.129799,0.488726,0.54479,?,1.637905,?,0.049639,?,77.85,1,0.05074,?,0.2,0.653469,?,0,0.117094,1.831043,?,?,?,0.03,?,0.041024,?,0.54479,0,0.053016,29.464351,0.027422,2.179617,0.129799,0.182815,0.129799,0.264856,?,0.488726,0.134625,0.488726,?,0.117094,2.179617,0,1,0.05074,0.386004,0.264856,0.386004,16664,1.637905,0.2,0.032907,?,0.05074,?,0.027422,0.653469,0.041082,?,0.041024,0.032907,0.049639,?,0.54479,0.653469,0.805775,0.086957,1.831043,0.104854,0.053016,0.018282,0,45.91,0.041024,0.028702,0.028702,26.001828,0.805775,4691,?,0.049639,547,0.021938,0.007313,0.01,0.117094,0.251082,0.04,0.03,45.91,24.722121,0.03,0.2,1.831043,0.053016,1,?,0.021938,0.04936,2.179617,7885,2.305042,0.021938,0.140193,0.027422,0.007313,4691,0.187523,0,0.015411,0.028702,0.028702,0.025594,0.007313
bool/aim/aim-200-6-0-4.xml,1,?,?,?,?,?,?,?,?,?,?,0.201483,?,0.65889,?,0.051011,0.484609,0.521548,?,1.19027,?,0.048839,?,78.221106,1,0.033317,?,0.285714,0.605757,?,0,0.074609,1.461984,?,?,?,0.015075,?,0.025926,?,0.521548,0,0.031662,28.301671,0.015831,2.063577,0.051011,0.175022,0.051011,0.224772,?,0.484609,0.107323,0.484609,?,0.074609,2.063577,0,1,0.033317,0.201483,0.224772,0.201483,33316,1.19027,0.285714,0.015831,?,0.033317,?,0.015831,0.605757,0.021812,?,0.025926,0.015831,0.048839,?,0.521548,0.605757,0.65889,0.071429,1.461984,0.081957,0.031662,0.011434,0,46.130653,0.025926,0.014819,0.014819,24.971856,0.65889,9379,?,0.048839,1137,0.010554,0.001759,0.03,0.074609,0.231884,0.09,0.015075,46.130653,23.740545,0.015075,0.285714,1.461984,0.031662,1,?,0.010554,0.023747,2.063577,15765,1.84986,0.010554,0.097035,0.015831,0.001759,9379,0.190743,0,0.007668,0.014819,0.014819,0.011434,0.001759
bool/aim/aim-200-2-0-4.xml,1,66.333333,20.2,33.333333,1.414214,1.414214,-1,100,-1,26.633333,-1,0.430835,-1,0.878092,100,0.031414,0.473822,0.473822,-1,1.058971,0,0.088049,22.310666,32.641304,0.913613,0.063561,33.666667,0.333333,0.622547,11.638436,0,0.110898,1.069345,-1,0,14.875557,0.021739,3,0.026292,9.962896,0.467532,0,0.041885,31.921466,0.012987,1.536505,0.025974,0.481675,0.025974,0.388456,9.636625,0.473593,0.176111,0.473593,-1,0.107465,1.551078,0,0.914286,0.059652,0.410605,0.390499,0.410605,12576,1.014936,0.333333,0.023377,-1,0.059652,10.224002,0.012987,0.619056,0.025273,9.360886,0.026086,0.02356,0.086385,8.643856,0.467532,0.619056,0.867294,0.179487,0.999337,0.120476,0.041558,0.013089,0,19.397849,0.026086,0.01645,0.01645,28.038961,0.867294,3794,11.044233,0.086385,382,0.012987,0,0,0.107465,0.52381,0.04,0.021505,19.397849,26.480519,0.021505,0.333333,0.999337,0.041558,0.914286,-1,0.012987,0.039267,1.536505,6190,1.627103,0.013089,0.314394,0.015707,0,3794,0.211537,0,0.007711,0.016603,0.016603,0.015707,0
bool/aim/aim-100-2-0-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.252837,?,0.699779,?,0.025253,0.457071,0.494949,?,0.66268,?,0.067299,?,30.85567,0.969697,0.033505,?,0.25,0.603223,?,0,0.078417,0.703412,?,?,?,0.041237,?,0.047902,?,0.494949,0,0.065657,30.69697,0.035354,1.432604,0.025253,0.489899,0.025253,0.347986,?,0.457071,0.138022,0.457071,?,0.078417,1.432604,0,0.969697,0.033505,0.252837,0.347986,0.252837,6276,0.66268,0.25,0.040404,?,0.033505,?,0.035354,0.603223,0.046016,?,0.047902,0.040404,0.067299,?,0.494949,0.603223,0.699779,0.2,0.703412,0.083189,0.065657,0.025253,0,18.525773,0.047902,0.03098,0.03098,27.181818,0.699779,1894,?,0.067299,198,0.025253,0.005051,0,0.078417,0.571429,0.01,0.041237,18.525773,25.666667,0.041237,0.25,0.703412,0.065657,0.969697,?,0.025253,0.065657,1.432604,3090,1.157295,0.025253,0.331239,0.035354,0.005051,1894,0.211299,0,0.015099,0.03098,0.03098,0.025253,0.005051
bool/aim/aim-100-2-0-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.46024,?,0.98057,?,0.026738,0.509804,0.470588,?,1.023513,?,0.091202,?,33.010989,0.893048,0.07046,?,0.428571,0.603078,?,0,0.115813,1.023593,?,?,?,0.043956,?,0.053829,?,0.470588,0,0.085561,32.625668,0.032086,1.499513,0.026738,0.486631,0.026738,0.380809,?,0.509804,0.175381,0.509804,?,0.115813,1.499513,0,0.893048,0.07046,0.46024,0.380809,0.46024,6288,1.023513,0.428571,0.042781,?,0.07046,?,0.032086,0.603078,0.051817,?,0.053829,0.042781,0.091202,?,0.470588,0.603078,0.98057,0.166667,1.023593,0.107471,0.085561,0.032086,0,19.846154,0.053829,0.033849,0.033849,28.893048,0.98057,1897,?,0.091202,187,0.026738,0.005348,0,0.115813,0.511111,0.01,0.043956,19.846154,27.28877,0.043956,0.428571,1.023593,0.085561,0.893048,?,0.026738,0.074866,1.499513,3095,1.569345,0.026738,0.326048,0.032086,0.005348,1897,0.204733,0,0.01569,0.033849,0.033849,0.026738,0.005348
bool/aim/aim-200-1-6-2.xml,1,?,?,?,?,?,?,?,?,?,?,0,?,0,?,-512,0,-512,?,0,?,0,?,-512,-512,0,?,0,0,?,0,0,0,?,?,?,0,?,0,?,-512,0,0,-512,0,0,-512,-512,-512,0,?,0,0,0,?,0,0,0,-512,0,0,0,0,10508,0,0,0,?,0,?,0,0,0,?,0,0,0,?,-512,0,0,0,0,0,0,0,0,-512,0,0,0,-512,0,3237,?,0,0,0,0,0,0,0,0.03,0,-512,-512,0,0,0,0,-512,?,0,0,0,5235,0,0,0,0,0,3237,0,0,0,0,0,0,0
bool/aim/aim-50-1-6-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.838389,?,1.320004,?,0.029412,0.495588,0.397059,?,2.074268,?,0.128878,?,39.9375,0.632353,0.195391,?,0.5,0.643785,?,0,0.167817,1.738313,?,?,?,0.15625,?,0.154412,?,0.397059,0,0.220588,37.676471,0.102941,1.618561,0.029412,0.470588,0.029412,0.537909,?,0.495588,0.178174,0.495588,?,0.167817,1.618561,0,0.632353,0.195391,0.838389,0.537909,0.838389,2630,2.074268,0.5,0.161765,?,0.195391,?,0.102941,0.643785,0.17128,?,0.154412,0.161765,0.128878,?,0.397059,0.643785,1.320004,0.222222,1.738313,0.229416,0.220588,0.088235,0,24.3125,0.154412,0.104779,0.104779,33.411765,1.320004,810,?,0.128878,68,0.073529,0.014706,0,0.167817,0.638889,0,0.15625,24.3125,31.5,0.15625,0.5,1.738313,0.220588,0.632353,?,0.073529,0.294118,1.618561,1310,2.289754,0.073529,0.39984,0.102941,0.014706,810,0.21179,0,0.039522,0.104779,0.104779,0.102941,0.014706
bool/aim/aim-50-2-0-1.xml,1,?,?,?,?,?,?,?,?,?,?,0,?,0,?,-512,0,-512,?,0,?,0,?,-512,-512,0,?,0,0,?,0,0,0,?,?,?,0,?,0,?,0.527473,0,0,-512,0.076923,1.676799,0.032967,-512,0.032967,0.392718,?,0.501832,0,0.501832,?,0.135622,0,0,0.835165,0.113115,0.586462,0,0.586462,3150,1.446252,0.333333,0.120879,?,0.113115,?,0.076923,0.583599,0,?,0.110426,0,0.101618,?,0.527473,0.583599,0.997186,0,1.38054,0,0.197802,0,0,22.170732,0.110426,0.076387,0.076387,29.769231,0.997186,950,?,0.101618,0,0.054945,0.010989,0,0.135622,0,0.01,0.097561,22.170732,28.120879,0.097561,0.333333,1.38054,0.197802,0.835165,?,0.054945,0,1.676799,1550,0,0,0,0,0,950,0,0,0,0,0,0,0.010989
bool/aim/aim-200-3-4-3.xml,1,77.045455,13.772727,32.272727,1.414214,1.414214,-1,100,-1,27.704545,-1,0.301338,-1,0.746188,100,0.089482,0.476714,0.521193,-1,1.209524,0,0.066743,22.108031,46.75,1,0.050716,22.954545,0.25,0.639094,12.249113,0,0.098071,1.51244,-1,0,13.460328,0.015,3,0.022779,10.60548,0.521193,0,0.029827,30.171115,0.010989,1.818962,0.089482,0.313972,0.089482,0.317713,10.405141,0.476714,0.160889,0.476714,-1,0.098071,1.818962,0,1,0.050716,0.301338,0.317713,0.301338,19856,1.209524,0.25,0.018838,-1,0.050716,10.778077,0.010989,0.639094,0.021313,7.229218,0.022779,0.018838,0.066743,8.643856,0.521193,0.639094,0.746188,0.125,1.51244,0.136328,0.029827,0.010989,0,27.77,0.022779,0.014553,0.014553,26.660911,0.746188,5754,8.823425,0.066743,637,0.007849,0,0,0.098071,0.435897,0.05,0.015,27.77,25.279435,0.015,0.25,1.51244,0.029827,1,-1,0.007849,0.026688,1.818962,9550,1.803666,0.007849,0.202372,0.010989,0,5754,0.213163,0,0.007457,0.014553,0.014553,0.014129,0
bool/aim/aim-100-2-0-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.565485,?,0.961338,?,0.041885,0.484293,0.471204,?,1.153023,?,0.085158,?,34.170455,0.863874,0.075722,?,0.333333,0.618189,?,0,0.132909,1.254897,?,?,?,0.045455,?,0.053427,?,-512,0,0.08377,31.921466,0,0,-512,0.460733,-512,0,?,0,0.207963,0,?,0,1.588464,0,-512,0,0,0.389242,0,6288,0,0,0,?,0,?,0,0,0.053891,?,0,0.04712,0,?,-512,0,0,0.166667,0,0.13459,0,0.031414,0,-512,0,0,0,-512,0,1897,?,0,191,0,0,0,0,0.555556,0.01,0,-512,-512,0,0,0,0,-512,?,0,0.08377,0,3095,1.827134,0.026178,0.32166,0.026178,0,1897,0.224304,0,0.016123,0.035162,0.035162,0.031414,0
