@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC

@DATA
bool/mps/mps-neos1.xml,1,94.375,35.15625,57,1.414214,1.414214,-1,100,-1,36,-1,0.897567,-1,1.076759,100,0.479788,0.592871
bool/mps/mps-mod010.xml,1,99.312715,2.268041,15.154639,1.414214,1.414214,-1,100,-1,10.103093,-1,0.631325,-1,0.69211,100,0.308903,0.523789
bool/mps/mps-aflow40b.xml,1,100,56.754508,314.868239,1.414214,1.414214,-1,100,-1,157.434119,-1,?,-1,?,100,?,?
bool/mps/mps-air01.xml,1,?,?,?,?,?,?,?,?,?,?,0.641795,?,0.758791,?,0.309126,0.498173
bool/mps/mps-pipex.xml,1,?,?,?,?,?,?,?,?,?,?,0.691596,?,0.72802,?,0.408407,0.598762
bool/mps/mps-manna81.xml,1,?,?,?,?,?,?,?,?,?,?,1.023846,?,1.276298,?,0.53537,0.581655
bool/mps/mps-air05.xml,1,99.647887,2.535211,18.204225,1.414214,1.414214,-1,100,-1,12.13615,-1,?,-1,?,100,?,?
bool/mps/mps-stein9.xml,1,?,?,?,?,?,?,?,?,?,?,0.933337,?,0.997131,?,0.390071,0.659574
bool/mps/mps-stein27.xml,1,?,?,?,?,?,?,?,?,?,?,0.790962,?,0.978584,?,0.388043,0.608359
bool/mps/mps-mzzv42z.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/logic-synthesis/5xp1-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.695855,?,0.861175,?,0.293893,0.439125
bool/logic-synthesis/ex5-pi.xml,1,?,?,?,?,?,?,?,?,?,?,0.657991,?,0.817378,?,0.2717,0.426442
bool/logic-synthesis/alu4-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.757987,?,0.942045,?,0.340412,0.470181
bool/logic-synthesis/clip-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.738883,?,0.906507,?,0.310104,0.45541
bool/logic-synthesis/e64-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.93354,?,1.082417,?,0.371845,0.56474
bool/logic-synthesis/bench1-pi.xml,1,?,?,?,?,?,?,?,?,?,?,0.842159,?,1.026005,?,0.345482,0.465185
bool/logic-synthesis/e-am-pi.xml,1,?,?,?,?,?,?,?,?,?,?,0.652573,?,0.806944,?,0.261144,0.421647
bool/logic-synthesis/sao2-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.773245,?,0.952165,?,0.343466,0.473992
bool/logic-synthesis/count-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.764776,?,0.945785,?,0.345745,0.469612
bool/logic-synthesis/prom2-pi.xml,1,?,?,?,?,?,?,?,?,?,?,0.877519,?,1.0464,?,0.381723,0.559483
bool/logic-synthesis/max1024-pi.xml,1,?,?,?,?,?,?,?,?,?,?,0.890758,?,1.051136,?,0.37772,0.578093
bool/logic-synthesis/rot-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.80217,?,0.984071,?,0.358782,0.491028
bool/logic-synthesis/f51m-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.714823,?,0.887901,?,0.308086,0.448955
bool/logic-synthesis/9symml.xml,1,?,?,?,?,?,?,?,?,?,?,0.898083,?,1.059235,?,0.34566,0.593335
bool/logic-synthesis/jac3.xml,1,?,?,?,?,?,?,?,?,?,?,0.510248,?,0.618839,?,0.167976,0.392534
bool/logic-synthesis/apex4-a.xml,1,?,?,?,?,?,?,?,?,?,?,0.815146,?,0.991733,?,0.32722,0.508712
bool/logic-synthesis/9sym-b.xml,1,?,?,?,?,?,?,?,?,?,?,0.734509,?,0.912012,?,0.320976,0.456988
bool/uclid/ooo-tag14.xml,1,0.904741,55.917564,38.26594,1.414205,1.414214,-1,100,-1,24.720043,-1,?,-1,?,100,?,?
bool/uclid/ooo-burch-dill-2-accl.xml,1,18.246614,56.338204,49.509979,1.41043,1.414214,-1,100,3,30.124733,-1,0.783363,-1,0.986468,100,0.368618,0.473736
bool/uclid/elf-rf6.xml,1,?,?,?,?,?,?,?,?,?,?,-512,?,-512,?,-512,0
bool/uclid/ooo-tag10.xml,1,14.880562,55.906302,40.24891,1.414175,1.414214,-1,100,-1,25.650832,-1,0.755199,-1,0.95488,100,0.362705,0.472238
bool/uclid/ooo-rf7.xml,1,14.556236,56.095065,41.303558,1.41232,1.414214,-1,100,2.321928,26.109411,-1,0.783093,-1,0.987278,100,0.367611,0.47343
bool/uclid/blast-floppy1-8.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/uclid/22s-smv.xml,1,18.510804,56.323223,57.854074,1.370777,1.414214,-1,100,7.636625,34.359542,-1,?,-1,?,100,?,?
bool/uclid/dlx1c-rwmem1-ucl.xml,1,14.88785,56.349533,42.329907,1.414027,1.414214,-1,100,-1,26.625234,-1,0.795055,-1,1.00146,100,0.370941,0.474071
bool/uclid/ooo-rf6.xml,1,?,?,?,?,?,?,?,?,?,?,0.987,?,1.223184,?,0.431016,0.49229
bool/uclid/elf-rf9.xml,1,3.175744,56.515066,42.158,1.414196,1.414214,-1,100,-1,26.55117,-1,?,-1,?,100,?,?
bool/uclid/blast-tlan3.xml,1,13.6504,57.464448,81.365827,1.414214,1.414214,-1,100,-1,46.047285,-1,?,-1,?,100,?,?
bool/uclid/44s-smv.xml,1,24.707135,55.079872,67.231097,1.327259,1.414214,-1,100,3.70044,38.839191,-1,0.691239,-1,0.839963,100,0.278304,0.456375
bool/uclid/cache-inv10-ucl.xml,1,8.80386,57.415837,37.234212,1.412313,1.414214,-1,100,0,23.971426,-1,1.029901,-1,1.278952,100,0.433402,0.484217
bool/uclid/ooo-tag12.xml,1,1.964912,55.912782,38.789307,1.414196,1.414214,-1,100,-1,24.957059,-1,0.755051,-1,0.954828,100,0.362751,0.472265
bool/uclid/43s-smv.xml,1,18.364997,55.851468,56.020725,1.363086,1.414214,-1,100,6.97728,33.398964,-1,?,-1,?,100,?,?
bool/uclid/25s-smv.xml,1,18.101029,56.248831,57.433739,1.337033,1.414214,-1,100,8.285402,34.137824,-1,?,-1,?,100,?,?
bool/uclid/cache-ibm-q-unbounded-Icl2arity-ucl.xml,1,3.53131,56.182012,44.842601,1.395971,1.414214,-1,100,-1,27.940711,-1,?,-1,?,100,?,?
bool/uclid/elf-rf8.xml,1,14.284002,56.511419,43.254211,1.412929,1.414214,-1,100,-1,27.034107,-1,0.766133,-1,0.968527,100,0.364126,0.472129
bool/uclid/ooo-burch-dill-3-accl.xml,1,16.605665,56.369351,46.33275,1.412147,1.414214,-1,100,3.321928,28.574157,-1,0.78122,-1,0.983811,100,0.367613,0.473235
bool/uclid/dlx1c-rwmem-ucl.xml,1,14.199443,56.417234,41.128445,1.414057,1.414214,-1,100,-1,26.042118,-1,0.797666,-1,1.003937,100,0.370676,0.47397
bool/uclid/blast-floppy1-6.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/uclid/cache-inv12-ucl.xml,1,0,57.893296,36.653889,1.413446,1.414214,-1,100,-1,23.634775,-1,1.065449,-1,1.327566,100,0.440624,0.473684
bool/uclid/cache-inv8-ucl.xml,1,?,?,?,?,?,?,?,?,?,?,0.969183,?,1.207048,?,0.431614,0.49338
bool/uclid/ooo-rf8.xml,1,14.089135,56.073629,39.879339,1.414162,1.414214,-1,100,-1,25.425139,-1,0.790187,-1,0.995402,100,0.368439,0.473399
bool/uclid/ooo-burch-dill-4-accl.xml,1,17.347037,56.135818,48.875228,1.410349,1.414214,-1,100,3.459432,29.892421,-1,?,-1,?,100,?,?
bool/uclid/ooo-burch-dill-6-accl.xml,1,3.068493,56.405331,42.933432,1.414199,1.414214,-1,100,-1,26.950463,-1,?,-1,?,100,?,?
bool/uclid/blast-floppy1-2.xml,1,?,?,?,?,?,?,?,?,?,?,0.329667,?,0.383523,?,0.088683,0.366239
bool/uclid/blast-floppy1-3.xml,1,?,?,?,?,?,?,?,?,?,?,0.69018,?,0.836557,?,0.276034,0.456696
bool/uclid/ooo-rf10.xml,1,1.753249,56.054046,38.478485,1.414194,1.414214,-1,100,-1,24.764645,-1,0.771452,-1,0.973288,100,0.362332,0.471254
bool/uclid/ooo-tag8.xml,1,15.809397,55.905144,42.300156,1.412798,1.414214,-1,100,0,26.622133,-1,0.796312,-1,1.001422,100,0.371237,0.474614
bool/uclid/dlx1c-ucl.xml,1,15.174171,56.268483,42.661018,1.413992,1.414214,-1,100,-1,26.794595,-1,0.782231,-1,0.987224,100,0.368019,0.473167
bool/uclid/37s-smv.xml,1,12.005028,56.54934,42.721559,1.393864,1.414214,-1,100,3.584963,26.587052,-1,0.762309,-1,0.962672,100,0.3645,0.471034
bool/uclid/46s-smv.xml,1,20.454545,55.638007,57.653341,1.342196,1.414214,-1,100,5.643856,34.189485,-1,0.691123,-1,0.839036,100,0.277374,0.456428
bool/uclid/blast-tlan2.xml,1,29.485077,57.825517,114.745818,1.355696,1.414214,-1,100,3.169925,62.600853,-1,?,-1,?,100,?,?
bool/uclid/blast-floppy1-4.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/uclid/ooo-burch-dill-8-accl.xml,1,3.535412,56.184018,42.870308,1.414197,1.414214,-1,100,-1,26.930948,-1,?,-1,?,100,?,?
bool/uclid/ooo-rf9.xml,1,1.583608,56.060624,38.939225,1.414183,1.414214,-1,100,-1,24.977183,-1,0.797243,-1,1.003149,100,0.369036,0.473312
bool/uclid/elf-rf7.xml,1,?,?,?,?,?,?,?,?,?,?,0.831194,?,1.041776,?,0.3813,0.477528
bool/uclid/blast-floppy1-7.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/par/par-32-4-c.xml,1,79.981979,12.010812,31.44316,1.414214,1.414214,-1,100,-1,27.439555,-1,0.747587,-1,1.107108,100,0.083624,0.483262
bool/par/par-16-4-c.xml,1,79.950495,12.029703,31.25,1.414214,1.414214,-1,100,-1,27.240099,-1,0.911351,-1,1.368398,100,0.12291,0.476533
bool/par/par-16-1-c.xml,1,79.949399,12.030361,31.233397,1.414214,1.414214,-1,100,-1,27.223276,-1,0.934907,-1,1.37612,100,0.125856,0.481107
bool/par/par-16-5.xml,1,76.378869,14.172679,30.169886,1.271902,1.414214,-1,100,-1,25.44566,-1,0.860874,-1,1.180733,100,0.116022,0.506498
bool/par/par-16-4.xml,1,76.190476,14.285714,30.091485,1.2688,1.414214,-1,100,-1,25.32958,-1,0.907049,-1,1.226674,100,0.122602,0.508869
bool/par/par-8-5-c.xml,1,?,?,?,?,?,?,?,?,?,?,0.890795,?,1.358023,?,0.167315,0.410117
bool/par/par-16-2-c.xml,1,79.954049,12.02757,31.303848,1.414214,1.414214,-1,100,-1,27.294658,-1,0.864464,-1,1.301766,100,0.113164,0.482474
bool/par/par-8-2-c.xml,1,?,?,?,?,?,?,?,?,?,?,1.078546,?,1.486871,?,0.177778,0.427852
bool/par/par-16-3.xml,1,76.301658,14.219005,30.137754,1.269188,1.414214,-1,100,-1,25.398085,-1,0.87692,-1,1.165128,100,0.11874,0.512278
bool/par/par-32-3-c.xml,1,79.98187,12.010878,31.439795,1.414214,1.414214,-1,100,-1,27.436169,-1,0.752778,-1,1.113482,100,0.084147,0.483158
bool/par/par-32-2.xml,1,76.098736,14.340759,30.078266,1.406344,1.414214,-1,100,-1,25.298013,-1,0.768209,-1,0.991729,100,0.08593,0.501237
bool/par/par-16-5-c.xml,1,79.952969,12.028219,31.287478,1.414214,1.414214,-1,100,-1,27.278072,-1,0.860874,-1,1.333979,100,0.116022,0.470981
bool/par/par-8-1.xml,1,?,?,?,?,?,?,?,?,?,?,0.933132,?,1.37577,?,0.15122,0.38065
bool/par/par-32-4.xml,1,76.206173,14.276296,30.122865,1.406344,1.414214,-1,100,-1,25.364099,-1,0.752715,-1,0.988772,100,0.083931,0.49927
bool/par/par-32-1-c.xml,1,79.981732,12.010961,31.435531,1.414214,1.414214,-1,100,-1,27.431877,-1,0.756367,-1,1.115909,100,0.084809,0.483419
bool/par/par-32-3.xml,1,76.177618,14.293429,30.111011,1.406344,1.414214,-1,100,-1,25.346535,-1,0.750792,-1,0.965953,100,0.08587,0.502387
bool/par/par-32-1.xml,1,76.141827,14.314904,30.096154,1.406344,1.414214,-1,100,-1,25.324519,-1,0.754372,-1,0.956652,100,0.086546,0.50398
bool/par/par-8-1-c.xml,1,?,?,?,?,?,?,?,?,?,?,1.032556,?,1.405188,?,0.192488,0.421283
