@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE csp_perten_avg_predshape NUMERIC
@ATTRIBUTE csp_perten_avg_predsize NUMERIC
@ATTRIBUTE csp_sqrt_avg_domsize NUMERIC
@ATTRIBUTE csp_sqrt_max_domsize NUMERIC
@ATTRIBUTE csp_log_lists NUMERIC
@ATTRIBUTE csp_percent_avg_continuity NUMERIC
@ATTRIBUTE csp_log_extra_booleans NUMERIC
@ATTRIBUTE csp_perten_avg_predarity NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_log_ranges NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE csp_percent_min_continuity NUMERIC
@ATTRIBUTE directorder_BINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE directorder_horn-clauses-fraction NUMERIC
@ATTRIBUTE csp_log_extra_bits NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE csp_percent_global NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE csp_dyn_log_propags NUMERIC
@ATTRIBUTE directorder_reducedVars NUMERIC
@ATTRIBUTE directorder_TRINARY+ NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE csp_percent_gac_predicate NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE csp_log_values NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE directorder_VCG-VAR-entropy NUMERIC

@DATA
bool/routing/s4-4-3-9.xml,1,51.781473,43.349169,46.072842,1.414214,1.414214,-1,100,-1,29.7308,-1,0.768592,-1,0.91473,100,0.463802,0.661665,0.845052,-1,2.653251,0,0.213443,22.04908,3.049318,0.987624,0.336827,48.218527,0.846154,0.560204,14.229269,0,0.322032,2.677308
bool/routing/s4-4-3-4.xml,1,52.480916,43.082061,46.001908,1.414214,1.414214,-1,100,-1,29.704198,-1,0.77489,-1,0.915141,100,0.454356,0.664207,0.831826,-1,2.686176,0,0.21073,22.365816,3.164738,0.985956,0.333458,47.519084,0.833333,0.557484,13.961811,0,0.303931,2.596115
bool/routing/s3-3-3-5.xml,1,?,?,?,?,?,?,?,?,?,?,0.767873,?,0.933036,?,0.489597,0.649799,0.838685,?,2.632319,?,0.207047,?,3.575975,0.9869,0.329418,?,0.789474,0.582346,?,0,0.300778,2.558076
bool/routing/s4-4-3-5.xml,1,51.845018,43.284133,45.97786,1.414214,1.414214,-1,100,-1,29.667897,-1,0.749571,-1,0.906351,100,0.45823,0.661912,0.83688,-1,2.583638,0,0.208343,22.380953,3.092734,0.990718,0.336799,48.154982,0.826087,0.561442,14.00422,0,0.304699,2.577075
bool/routing/s4-4-3-1.xml,1,52.366864,43.106509,46.104536,1.414214,1.414214,-1,100,-1,29.773176,-1,0.746362,-1,0.905724,100,0.450919,0.661693,0.83136,-1,2.609828,0,0.207925,21.849949,3.095761,0.990751,0.333904,47.633136,0.826087,0.561269,13.915506,0,0.299855,2.572391
bool/ii/ii-16e2.xml,1,93.634079,3.819552,41.550796,1.414214,1.414214,-1,100,-1,40.277612,-1,0.789614,-1,1.008921,100,0.401338,0.511912,0.89015,-1,2.649226,0,0.187315,20.943063,0.884513,0.978883,0.368917,6.365921,0.826087,0.716689,17.569403,0,0.349169,2.457329
bool/ii/ii-8b1.xml,1,?,?,?,?,?,?,?,?,?,?,0.876671,?,1.103114,?,0.471888,0.578858,0.836537,?,2.649188,?,0.182573,?,4.6498,0.958685,0.353906,?,0.733333,0.685073,?,0,0.254218,2.160074
bool/ii/ii-32c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.727662,?,0.930616,?,0.348551,0.464117,0.928819,?,2.928742,?,0.217501,?,0.744196,0.986485,0.389839,?,0.826087,0.729086,?,0,0.43965,2.949519
bool/ii/ii-8d1.xml,1,?,?,?,?,?,?,?,?,?,?,0.898389,?,1.123148,?,0.459762,0.556236,0.836946,?,2.62048,?,0.179806,?,3.570593,0.955277,0.349791,?,0.833333,0.707075,?,0,0.272638,2.222676
bool/ii/ii-16a1.xml,1,92.149586,4.710248,24.250642,1.414214,1.414214,-1,100,-1,22.68056,-1,0.843846,-1,1.071961,100,0.458073,0.521317,0.894327,-1,2.868074,0,0.19847,21.47186,3.295422,0.970482,0.374243,7.850414,0.826087,0.731926,16.66603,0,0.348278,2.611978
bool/ii/ii-32c3.xml,1,92.143058,4.714165,19.608561,1.414214,1.414214,-1,100,-1,18.037173,-1,0.727344,-1,0.929974,100,0.347834,0.463872,0.928696,-1,2.906203,0,0.216983,20.935586,0.677344,0.986461,0.391305,7.856942,0.826087,0.728966,17.674806,0,0.439778,2.921794
bool/ii/ii-8c2.xml,1,?,?,?,?,?,?,?,?,?,?,0.900095,?,1.130425,?,0.471446,0.553153,0.845226,?,2.608219,?,0.181871,?,4.023025,0.955026,0.351094,?,0.744681,0.715834,?,0,0.275938,2.212723
bool/ii/ii-32b4.xml,1,94.780107,3.131936,19.18208,1.414214,1.414214,-1,100,-1,18.138101,-1,0.727401,-1,0.930196,100,0.347999,0.463795,0.928742,-1,2.900665,0,0.216837,20.814665,0.687569,0.98647,0.391642,5.219893,0.826087,0.729164,18.646028,0,0.439707,2.914361
bool/ii/ii-16e1.xml,1,92.224096,4.665542,41.512085,1.414214,1.414214,-1,100,-1,39.956905,-1,0.789143,-1,1.006947,100,0.40218,0.513133,0.891066,-1,2.653949,0,0.187527,21.059029,0.884606,0.979108,0.368449,7.775904,0.826087,0.714854,18.495945,0,0.349491,2.46843
bool/ii/ii-32b2.xml,1,90.741398,5.555161,20.294431,1.414214,1.414214,-1,100,-1,18.44271,-1,0.727603,-1,0.930637,100,0.348466,0.463912,0.928827,-1,2.912943,0,0.21713,21.128599,0.729627,0.986486,0.390871,9.258602,0.826087,0.729297,17.036785,0,0.439611,2.930704
bool/ii/ii-32e5.xml,1,95.706531,2.576082,19.518013,1.414214,1.414214,-1,100,-1,18.659319,-1,0.727802,-1,0.931348,100,0.349025,0.46372,0.928973,-1,2.899034,0,0.216854,20.591197,0.767464,0.986514,0.391607,4.293469,0.826087,0.729882,18.956314,0,0.439392,2.914068
bool/ii/ii-32c2.xml,1,89.757302,6.145619,20.12752,1.414214,1.414214,-1,100,-1,18.07898,-1,0.727364,-1,0.92997,100,0.347864,0.463938,0.928694,-1,2.911989,0,0.217133,20.866956,0.682309,0.986461,0.390951,10.242698,0.826087,0.728899,17.098166,0,0.43979,2.928634
bool/ii/ii-8b3.xml,1,?,?,?,?,?,?,?,?,?,?,0.876761,?,1.104033,?,0.471508,0.577836,0.836419,?,2.581654,?,0.182233,?,4.550882,0.958655,0.351534,?,0.733333,0.686498,?,0,0.254193,2.077272
bool/ii/ii-8a2.xml,1,?,?,?,?,?,?,?,?,?,?,0.843476,?,1.065452,?,0.437088,0.578641,0.8359,?,2.510411,?,0.173651,?,2.521501,0.967444,0.34723,?,0.733333,0.668294,?,0,0.251458,2.098788
bool/ii/ii-8c1.xml,1,?,?,?,?,?,?,?,?,?,?,0.882777,?,1.107443,?,0.452243,0.559904,0.841675,?,2.5577,?,0.176654,?,3.211945,0.959721,0.349186,?,0.714286,0.698395,?,0,0.268911,2.189419
bool/ii/ii-16d1.xml,1,92.820034,4.30798,30.768782,1.414214,1.414214,-1,100,-1,29.332789,-1,0.799491,-1,1.024262,100,0.414698,0.51219,0.891324,-1,2.684709,0,0.189328,20.852369,1.32079,0.978261,0.368955,7.179966,0.826087,0.723589,17.626935,0,0.348164,2.487799
bool/ii/ii-16c1.xml,1,91.245082,5.252951,30.442733,1.414214,1.414214,-1,100,-1,28.691749,-1,0.801311,-1,1.025472,100,0.414623,0.509688,0.893103,-1,2.710092,0,0.190648,21.440749,1.370353,0.977814,0.369403,8.754918,0.826087,0.72609,17.649825,0,0.352788,2.532737
bool/ii/ii-8b4.xml,1,?,?,?,?,?,?,?,?,?,?,0.87837,?,1.106389,?,0.474405,0.57773,0.836608,?,2.585947,?,0.183033,?,4.698163,0.95808,0.351569,?,0.733333,0.688007,?,0,0.254397,2.07527
bool/ii/ii-8a1.xml,1,?,?,?,?,?,?,?,?,?,?,0.925775,?,1.132129,?,0.419291,0.558071,0.812336,?,2.317364,?,0.175573,?,3.675862,0.940945,0.328508,?,0.636364,0.692745,?,0,0.259499,2.150778
bool/ii/ii-32e1.xml,1,?,?,?,?,?,?,?,?,?,?,0.72754,?,0.930279,?,0.348244,0.464125,0.928752,?,2.929802,?,0.217525,?,0.719964,0.986472,0.389886,?,0.826087,0.72889,?,0,0.43974,2.948075
bool/ii/ii-32e3.xml,1,93.831776,3.700935,19.592523,1.414214,1.414214,-1,100,-1,18.358879,-1,0.727542,-1,0.93056,100,0.348344,0.463812,0.928814,-1,2.904493,0,0.216922,20.73237,0.715979,0.986484,0.391421,6.168224,0.826087,0.729352,18.031626,0,0.439615,2.919163
bool/ii/ii-16b2.xml,1,93.743095,3.754143,26.834913,1.414214,1.414214,-1,100,-1,25.583532,-1,0.819175,-1,1.046655,100,0.425626,0.512173,0.889204,-1,2.733682,0,0.192245,20.402798,1.914788,0.97447,0.371372,6.256905,0.826087,0.730713,17.037493,0,0.347845,2.500958
bool/ii/ii-32d2.xml,1,92.72989,4.362066,20.680223,1.414214,1.414214,-1,100,-1,19.226201,-1,0.739162,-1,0.944614,100,0.356276,0.465014,0.928203,-1,2.943618,0,0.217902,21.19952,0.936415,0.985595,0.391795,7.27011,0.897436,0.733618,17.214803,0,0.43954,2.943324
bool/ii/ii-32e2.xml,1,91.1384,5.31696,20.361766,1.414214,1.414214,-1,100,-1,18.589446,-1,0.727731,-1,0.930995,100,0.34879,0.463898,0.928899,-1,2.91451,0,0.217121,20.825238,0.755165,0.9865,0.390836,8.8616,0.826087,0.729511,17.005087,0,0.439515,2.932387
bool/ii/ii-8e2.xml,1,?,?,?,?,?,?,?,?,?,?,0.883925,?,1.111711,?,0.45781,0.558419,0.843095,?,2.570397,?,0.179079,?,3.222497,0.959554,0.350272,?,0.733333,0.70279,?,0,0.269813,2.161383
bool/ii/ii-16b1.xml,1,93.484163,3.909502,26.618401,1.414214,1.414214,-1,100,-1,25.315234,-1,0.818108,-1,1.049203,100,0.430603,0.513006,0.890139,-1,2.71187,0,0.192007,20.457183,1.950855,0.975295,0.370307,6.515837,0.826087,0.732111,17.610275,0,0.345928,2.502301
bool/ii/ii-32e4.xml,1,94.83518,3.098892,19.237955,1.414214,1.414214,-1,100,-1,18.204991,-1,0.727441,-1,0.930307,100,0.348099,0.46379,0.928764,-1,2.900762,0,0.216841,20.462254,0.695385,0.986474,0.39163,5.16482,0.826087,0.729232,18.635715,0,0.439677,2.914503
bool/ii/ii-16a2.xml,1,?,?,?,?,?,?,?,?,?,?,0.82197,?,1.069351,?,0.462055,0.520844,0.891038,?,2.802525,?,0.198935,?,3.505997,0.975178,0.373748,?,0.826087,0.739482,?,0,0.339889,2.525948
bool/ii/ii-32b3.xml,1,94.278198,3.433081,19.276554,1.414214,1.414214,-1,100,-1,18.132193,-1,0.727397,-1,0.930173,100,0.347985,0.46381,0.928737,-1,2.902015,0,0.216867,20.644931,0.68703,0.986469,0.391571,5.721802,0.826087,0.729137,18.386747,0,0.439716,2.916202
bool/ii/ii-8a3.xml,1,?,?,?,?,?,?,?,?,?,?,0.843513,?,1.066059,?,0.435598,0.577525,0.835465,?,2.460862,?,0.174587,?,2.407171,0.967358,0.348252,?,0.733333,0.669416,?,0,0.251332,2.022816
bool/ii/ii-8e1.xml,1,?,?,?,?,?,?,?,?,?,?,0.885454,?,1.113893,?,0.461085,0.558387,0.843847,?,2.614519,?,0.179222,?,3.373979,0.9592,0.351277,?,0.733333,0.704079,?,0,0.270584,2.214477
bool/ii/ii-8a4.xml,1,?,?,?,?,?,?,?,?,?,?,0.837217,?,1.058446,?,0.427278,0.577096,0.834378,?,2.395849,?,0.173317,?,2.047871,0.968393,0.348059,?,0.733333,0.666323,?,0,0.250597,1.963048
bool/ii/ii-16d2.xml,1,93.712868,3.772279,30.915244,1.414214,1.414214,-1,100,-1,29.657818,-1,0.80344,-1,1.025834,100,0.411646,0.512023,0.889748,-1,2.688969,0,0.189372,20.905636,1.31224,0.97701,0.369912,6.287132,0.826087,0.722677,17.296549,0,0.348645,2.477066
bool/ii/ii-32b1.xml,1,?,?,?,?,?,?,?,?,?,?,0.727789,?,0.930969,?,0.348872,0.464108,0.92889,?,2.930422,?,0.217478,?,0.76969,0.986498,0.389792,?,0.826087,0.729292,?,0,0.439556,2.949283
bool/ii/ii-8d2.xml,1,?,?,?,?,?,?,?,?,?,?,0.896061,?,1.12509,?,0.466692,0.554702,0.84436,?,2.594635,?,0.18092,?,3.796677,0.956228,0.350595,?,0.733333,0.711696,?,0,0.274174,2.195577
bool/ii/ii-32d3.xml,1,95.941287,2.435228,19.934982,1.414214,1.414214,-1,100,-1,19.123239,-1,0.738359,-1,0.943479,100,0.355406,0.464776,0.928179,-1,2.926953,0,0.217697,20.736323,0.885942,0.985638,0.392572,4.058713,0.897436,0.733342,19.23325,0,0.439604,2.922305
bool/ii/ii-16c2.xml,1,93.72581,3.764514,29.168194,1.414214,1.414214,-1,100,-1,27.913356,-1,0.80855,-1,1.032418,100,0.415915,0.512069,0.889582,-1,2.701683,0,0.190241,20.912609,1.493457,0.976234,0.370346,6.27419,0.826087,0.725142,17.206871,0,0.348412,2.484473
bool/ii/ii-32d1.xml,1,?,?,?,?,?,?,?,?,?,?,0.73978,?,0.945483,?,0.357025,0.465301,0.928236,?,2.961576,?,0.218039,?,0.987437,0.985568,0.390792,?,0.897436,0.733737,?,0,0.43949,2.965647
bool/ii/ii-8b2.xml,1,?,?,?,?,?,?,?,?,?,?,0.876535,?,1.10412,?,0.472456,0.577965,0.836713,?,2.602145,?,0.182345,?,4.575962,0.95873,0.352347,?,0.733333,0.686639,?,0,0.254255,2.103356
bool/ii/ii-32a1.xml,1,95.253852,2.847689,20.042395,1.414214,1.414214,-1,100,-1,19.093165,-1,0.728438,-1,0.933132,100,0.350654,0.463667,0.929331,-1,2.902629,0,0.216971,20.72088,0.897672,0.986582,0.391252,4.746148,0.826087,0.730937,18.139117,0,0.43891,2.921521
bool/ii/ii-32c4.xml,1,96.489524,2.106286,18.53892,1.414214,1.414214,-1,100,-1,17.836825,-1,?,-1,?,100,?,?,?,-1,?,0,?,21.089408,?,?,?,3.510476,?,?,20.412693,0,?,?
bool/mps/mps-neos16.xml,1,64.826941,58.877456,96.688494,1.414214,1.414214,-1,100,-1,51.487371,-1,0.821507,-1,0.98117,100,0.389118,0.525034,0.960082,-1,3.235346,0,0.276492,22.487026,0.87908,0.976168,0.359871,35.173059,0.988024,0.65657,17.052016,0,1.441132,3.251518
bool/mps/mps-p0282.xml,1,?,?,?,?,?,?,?,?,?,?,0.325029,?,0.359831,?,0.089958,0.381098,0.997649,?,2.892866,?,0.39008,?,0.421093,0.997747,0.307602,?,0.994737,0.484483,?,?,2.668111,4.496401
bool/mps/mps-gt2.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air06.xml,1,99.207317,4.317073,30.018293,1.414091,1.414214,-1,100,-1,20.012195,-1,?,9.152285,?,100,?,?,?,-1,?,0,?,22.450478,?,?,?,0.792683,?,?,22.309609,?,?,?
bool/mps/mps-p6000.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air03.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-neos18.xml,1,?,?,?,?,?,?,?,?,?,?,0.94342,?,1.132605,?,0.414984,0.51289,0.83569,?,3.247487,?,0.214118,?,7.658275,0.939384,0.328814,?,1,0.723927,?,0,0.374512,2.792424
bool/mps/mps-aflow30a.xml,1,100,54.551148,304.812109,1.414214,1.414214,-1,100,-1,154.60334,-1,?,-1,?,100,?,?,?,-1,?,0,?,23.201009,?,?,?,0,?,?,30.761165,?,?,?
bool/mps/mps-diamond.xml,1,?,?,?,?,?,?,?,?,?,?,-512,?,-512,?,-512,0,-512,?,-512,?,0,?,-512,-512,0,?,0,0,?,0,0,-512
bool/mps/mps-10teams.xml,1,100,0.882353,17.647059,1.374369,1.414214,-1,100,-1,11.764706,-1,0.832176,10.434628,0.989674,100,0.481785,0.578959,0.930856,-1,3.307115,0,0.23692,20.96478,0.716566,0.974018,0.374458,0,0.904762,0.640109,17.262719,0,0.448695,3.262466
bool/mps/mps-p0548.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0291.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-stein15.xml,1,?,?,?,?,?,?,?,?,?,?,0.861168,?,1.007391,?,0.402367,0.625986,0.778107,?,2.813858,?,0.18705,?,5.443182,0.961538,0.415532,?,0.75,0.601847,?,0,0.291722,2.375806
bool/mps/mps-opt1217.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p2756.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-air04.xml,1,99.756987,1.749696,12.831106,1.414214,1.414214,-1,100,-1,8.55407,-1,?,-1,?,100,?,?,?,-1,?,0,?,22.558699,?,?,?,0.243013,?,?,22.256831,?,?,?
bool/mps/mps-mzzv11.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mod008.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-p0201.xml,1,?,?,?,?,?,?,?,?,?,?,0.332451,?,0.386042,?,0.084032,0.356395,0.992818,?,3.521673,?,0.355136,?,0.408019,0.994374,0.366353,?,0.987805,0.459406,?,0,0.734252,4.268642
bool/mps/mps-neos5.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-vpm2.xml,1,100,49.62963,259.938272,1.302615,1.414214,-1,100,-1,130.164609,-1,?,10.643856,?,100,?,?,?,-1,?,0,?,23.03924,?,?,?,0,?,?,29.846848,?,?,?
bool/mps/mps-vpm1.xml,1,100,50.123457,272.613169,1.302615,1.414214,-1,100,-1,136.502058,-1,?,10.643856,?,100,?,?,?,-1,?,0,?,22.80369,?,?,?,0,?,?,27.991696,?,?,?
bool/mps/mps-seymour1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-cracpb1.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-lp4l.xml,1,99.408284,4.615385,40.473373,1.414214,1.414214,-1,100,-1,26.982249,-1,0.694166,-1,0.755531,100,0.413483,0.594594,0.994543,-1,3.515405,0,0.275933,22.793054,0.55484,0.998382,0.385739,0.591716,0.997579,0.561532,19.487919,0,0.741217,4.428601
bool/mps/mps-stein45.xml,1,?,?,?,?,?,?,?,?,?,?,0.734962,?,0.950318,?,0.3564,0.599009,0.798734,?,3.149932,?,0.260252,?,10.86423,0.987336,0.444454,?,0.888889,0.618595,?,0,0.38776,3.14589
bool/mps/mps-bm23.xml,1,?,?,?,?,?,?,?,?,?,?,0.769816,?,0.930469,?,0.342637,0.495003,0.978238,?,3.65181,?,0.330261,?,0.549768,0.983434,0.33322,?,0.96,0.658586,?,0,0.746239,3.7778
bool/mps/mps-air02.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-mitre.xml,1,90.415648,25.466993,66.542787,1.414214,1.414214,-1,100,-1,33.271394,-1,?,-1,?,100,?,?,?,-1,?,0,?,20.415434,?,?,?,9.584352,?,?,25.458595,?,?,?
bool/mps/mps-p0040.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-protfold.xml,1,100,26.607725,74.695207,1.414214,1.414214,-1,100,-1,65.825966,-1,0.694034,-1,0.798694,100,0.321795,0.518514,0.9683,-1,3.272149,0,0.237027,21.951392,0.689736,0.989891,0.378383,0,0.992308,0.622218,19.847686,0,0.577876,3.534948
bool/mps/mps-l152lav.xml,1,99.481865,2.176166,14.611399,1.414214,1.414214,-1,100,-1,9.740933,-1,?,-1,?,100,?,?,?,-1,?,0,?,22.580022,?,?,?,0.518135,?,?,21.287373,?,?,?
bool/mps/mps-sentoy.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-enigma.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
bool/mps/mps-fit1d.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
