@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 128'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_set_cons NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE gc_table NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE d_bool_cons NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE c_sum_ari_cons NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE c_num_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE gc_global_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE d_int_vars NUMERIC
@ATTRIBUTE gc_regular NUMERIC
@ATTRIBUTE gr_avg_diam_vg NUMERIC
@ATTRIBUTE gr_avg_deg_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE c_logprod_dom_cons NUMERIC
@ATTRIBUTE c_sum_dom_cons NUMERIC
@ATTRIBUTE c_sum_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_deg_vars NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE c_max_deg_cons NUMERIC
@ATTRIBUTE gr_min_deg_vg NUMERIC
@ATTRIBUTE v_min_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE gr_max_diam_vg NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE gr_min_deg_cg NUMERIC
@ATTRIBUTE v_min_dom_vars NUMERIC
@ATTRIBUTE c_min_dom_cons NUMERIC
@ATTRIBUTE v_min_deg_vars NUMERIC
@ATTRIBUTE dy_depth NUMERIC
@ATTRIBUTE dy_ratio_props NUMERIC
@ATTRIBUTE v_num_aliases NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE dy_peak NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE gr_min_diam_vg NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE dy_ratio_nodes NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE gc_count NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE c_domain NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE o_deg_avg NUMERIC
@ATTRIBUTE c_min_deg_cons NUMERIC
@ATTRIBUTE o_dom_deg NUMERIC
@ATTRIBUTE o_dom NUMERIC
@ATTRIBUTE o_de NUMERIC
@ATTRIBUTE o_deg NUMERIC
@ATTRIBUTE gc_all_diff NUMERIC
@ATTRIBUTE gc_cumulative NUMERIC
@ATTRIBUTE gc_range NUMERIC
@ATTRIBUTE o_dom_std NUMERIC
@ATTRIBUTE gc_precede NUMERIC
@ATTRIBUTE c_priority NUMERIC
@ATTRIBUTE gc_nvalue NUMERIC
@ATTRIBUTE gc_member NUMERIC
@ATTRIBUTE gc_global_card NUMERIC
@ATTRIBUTE gc_schedule NUMERIC
@ATTRIBUTE c_bounds_z NUMERIC
@ATTRIBUTE c_bounds_d NUMERIC
@ATTRIBUTE c_bounds_r NUMERIC
@ATTRIBUTE gc_link_set NUMERIC
@ATTRIBUTE gc_set_weights NUMERIC
@ATTRIBUTE dy_sols NUMERIC
@ATTRIBUTE gc_sort NUMERIC
@ATTRIBUTE gc_max_min_int NUMERIC
@ATTRIBUTE s_set_search NUMERIC

@DATA
normalized-bqwh-18-141-47_glb.xml.mzn_AND_NODATA,1,0.794286,0,0,0,1,0,139,0,0,3.518913,10.539007,0,1486,0.359234,1.237735,2.985816,7.924959,1.241135,0.805714,3.307518,4.7723,0,0,30.078773,0.107404,3.800478,2.405714,0,13.702128,1.150326,0.156214,4.169925,496.166667,0.205714,0,0,0,2.368605,6,0.971585,1.153521,0,18,0.465871,0.808352,0.866929,463.150907,314,0.355379,106.84413,141,175,1.146551,36,0.964045,222.309788,141,0,30.964539,4.788571,141,405.376477,1386.867757,578.815596,421,0,0,0.037632,8,12,1,2.615282,34,1.584963,0.039604,16,14,2.07,3,0.050941,0.73321,0.03,2,2,1.584963,2,43,49493.9,0,1781779,518,0,26,1,1,0.499947,1,0,0,141955,0,70970,1,0,1,0,0,0,1,36,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-32_glb.xml.mzn_AND_NODATA,1,0.789474,0,0,0,1,0,135,0,0,4.310875,12.886525,0,1817,0.324144,0.942644,2.957447,8.769082,1.212766,0.824561,3.648682,4.591303,0,0,32.766517,0.253878,3.669055,2.438596,0,13.702128,1.144541,0.121645,4.169925,607.833333,0.210526,0,0,0,2.362858,6,0.971585,1.139814,0.01,18,0.472491,0.803864,0.879334,501.699328,306,0.314739,106.84413,141,171,1.135042,36,1.05717,219.969938,141,0,32.41844,4.807018,141,424.044609,1499.513022,623.924695,417,0,0,0.037632,8,12,0.5,2.425761,34,1.584963,0.068251,16,14,0.11,3,0.058913,0.742488,0.05,2,1,1.584963,2,-1,-1,0,-1,-1,0,27,1,1,-1,1,0,0,-1,0,-1,1,0,1,0,0,0,1,36,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-BlackHole-4-4-e-0_ext.xml.mzn_AND_NODATA,1,0,0,0.053478,56,0.117216,0.882784,0,0.940308,306,0.284872,3,0.56044,1638,1.102777,0.33285,33.014652,2.182847,16.507326,0.060579,1.091423,0.346747,482,8475,8,-2.471831,0.716897,2,0,33.014652,0,0.337463,4,155.539988,0.006213,482,482,482,0.648252,4,2.173706,0.337463,4.14,16,-1,-1,0,682,18508,2.424369,9013,546,9013,0.432323,56,1.627907,2414.844878,64,0,21.68315,209.123488,64,9728.957766,19674,9837,18026,0,0,1.48237,2,0,0.008333,2.940756,42,0.5,1.48237,478,240,9.8,240,0.797205,-1,3.59,2,1,1,0,36,5936.23,0,16496770,1541,0,0,1,1,0.49994,1,0,-1,82892,0,41441,-1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl10-11-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,440,0,0,2,10.47619,0.190909,5.238095,1,0.998364,0,0,11,0,0,10.47619,0,19,0.047673,0,1,220,0,0,0,42,0,1,0,0.047673,0.01,2,-1,0,0.998364,220,126,0,142.27105,220,42,0.047673,0,0.998364,220,220,0,19,10.47619,220,142.27105,440,42,440,0,0,0,11,19,1,0,19,1,0,11,19,2.08,2,0,0,0.04,10,2,10,2,51,59260.3,0,2488932,551,0,19,1,1,0.49996,1,0,0,391101,0,195535,0,0,10,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl10-15-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,600,0,0,2,12,0.166667,6,1,0.970951,0,0,15,0,0,12,0,23,0.204124,0,1,300,0,0,0,50,0,1,0,0.204124,0.02,2,-1,0,0.970951,300,150,0,177.795655,300,50,0.204124,0,0.970951,300,300,0,19,12,300,177.795655,600,50,600,0,0,0,15,23,1,0,19,1,0,15,23,2.11,2,0,0,0.06,10,2,10,2,51,55149.6,0,2757482,551,0,19,1,1,0.499946,1,0,0,284863,0,142416,0,0,10,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bibd-12-88-22-3-4_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.869822,2,0.846154,13728,0,0,3.692308,4.242384,0.870338,1.148979,1,0.210884,0,0,88,-9.960778,0,4.242384,0,92.076923,2.285155,0,1,5970.461538,0,5808,5808,5974,0.619382,1,0.619382,2.285155,22.14,2,-1,-1,0.210884,6864,17922,0.350983,10024.774571,6864,5974,-1,0,-1,9715.664342,6864,0,14.833479,-1,-1,10024.774571,25344,5974,25344,-1,0,0.07837,88,89,0.153846,1.995863,36,1,1.074887,-1,109,34.46,13,0.718771,-1,10.14,-1,2,3,0,141,197.522,5808,1179995,17932,-1,8,-1,-1,0.493256,-1,0,-1,9713,0,4791,-1,-1,3,-1,-1,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-60_ext.xml.mzn_AND_NODATA,1,0.055533,0,0.221719,0,0.207353,0.792647,135,0.722748,0,0.735458,4.007353,0,2725,1.084393,1.206628,6.951471,2.640306,3.575,0.27972,1.417574,2.000188,539,1757,5.169925,3.07992,1.509043,1.944467,0,6.752941,0.117779,0.528441,4.169925,500.111255,0,539,539,539,1.304413,4.333333,3.185463,0.416902,0.26,18,0.228589,0.523627,0.30945,1019.247765,5401,1.285324,2296,680,2431,0.299402,0,3.896771,1850.498407,141,0,30.042647,12.781571,141,3160.493677,6418.583686,3446.123244,4727,0,0,0.341032,2,1,0.166667,5.397796,66,0.5,0.299087,22,12,2.7,12,0.502157,0.996428,0.4,2,1,1,1,42,5783.11,0,12867420,1926,0,2,1,1,0.499895,1,0,0,66978,0,33482,1,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-88_ext.xml.mzn_AND_NODATA,1,0.053834,0,0.216886,0,0.201141,0.798859,139,0.72928,0,0.695481,3.915835,0,2745,1.078726,1.176223,7.168331,2.619049,3.68331,0.271495,1.402065,1.971183,560,1883,5.169925,3.100088,1.49005,1.946166,0,6.970043,0.115967,0.520737,4.169925,487.532246,0,560,560,560,1.254712,4.5,3.238063,0.413207,0.29,18,0.22499,0.521326,0.302466,1041.049271,5724,1.295618,2443,701,2582,0.31658,0,4.052981,1941.282215,141,0,18.684736,13.29512,141,3334.175343,6762.385312,3620.132329,5025,0,0,0.344868,2,2,0.153846,4.188309,97,1,0.304148,24,13,2.8,13,0.554785,0.983649,0.45,2,2,1.584963,2,48,5658.8,0,13824446,2183,0,4,1,1,0.499856,1,0,0,65807,0,32894,1,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C2-2-16.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.961002,2.97894,0,4102,1.861263,1.55575,5.519245,10.103117,1.198257,0.834545,2.103536,1.936852,1250,300,13.715104,0.721197,0.277134,4.606061,25,14.488017,0.168503,0.321159,2.743021,1323.299288,0,1300,1300,1275,0.440459,2,0.849058,0.399271,1.34,41,0.257255,0.509903,1.05377,1561.125371,5800,0.258551,3586.313714,1377,1650,0.515907,0,1.300489,1838.268534,127,0,4.127088,94.818182,77,5193.058866,16670.143186,3470.834906,7600,0,0.015152,1.913241,5,1,0.039216,0.613525,8,1,2.261629,123,123,3.6,51,0.201549,0.823066,0.19,2,1,2,1,98,9489.48,0,15600700,1864,0,2,1,1,0.499123,1,0,0,27947,0,13949,1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-61_glb.xml.mzn_AND_NODATA,1,0.795455,0,0,0,1,0,140,0,0,4.015366,12.042553,0,1698,0.313971,1.200158,2.992908,8.380001,1.248227,0.801136,3.506547,4.746431,0,0,32.165907,0.060831,3.753111,2.397727,0,13.702128,1.151717,0.144041,4.169925,566.166667,0.204545,0,0,0,2.326103,6,0.958987,1.155525,0,18,0.464262,0.809441,0.863886,491.626715,316,0.313037,106.84413,141,176,1.149838,36,0.924117,222.89475,141,0,31.609929,4.784091,141,422.211006,1474.880146,617.15234,422,0,0,0.036614,8,12,0.5,2.671029,34,1.584963,0.028038,16,14,2.08,3,0.059903,0.730926,0.04,2,1,1.584963,2,39,46286.1,0,1666298,422,0,25,1,1,0.499941,1,0,0,144617,0,72300,1,0,1,0,0,0,1,36,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl-15-16.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,960,0,0,2,15.483871,0.129167,7.741935,1,0.999249,0,0,16,0,0,15.483871,0,29,0.032275,0,1,480,0,0,0,62,0,1,0,0.032275,0.05,2,-1,0,0.999249,480,186,0,245.020499,480,62,0.032275,0,0.999249,480,480,0,29,15.483871,480,245.020499,960,62,960,0,0,0,16,29,1,0,29,1,0,16,29,2.16,2,0,0,0.08,15,2,15,2,111,21303.3,0,1320804,1547,0,29,1,1,0.499771,1,0,0,209884,0,104894,0,0,15,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl15-25-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,1500,0,0,2,18.75,0.106667,9.375,1,0.954434,0,0,25,0,0,18.75,0,38,0.258199,0,1,750,0,0,0,80,0,1,0,0.258199,0.12,2,-1,0,0.954434,750,240,0,334.660215,750,80,0.258199,0,0.954434,750,750,0,29,18.75,750,334.660215,1500,80,1500,0,0,0,25,38,1,0,29,1,0,25,38,2.34,2,0,0,0.19,15,2,15,2,111,22512.8,0,1801021,1547,0,29,1,1,0.499643,1,0,0,130363,0,65135,0,0,15,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bibd-9-96-32-3-8_glb.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.84,2,0.8,8640,0,0,3.6,4.323603,0.832639,1.201001,1,0.274024,0,0,96,-8.681982,0,4.323603,0,99.8,2.397064,0,1,3628.8,0,3456,3456,3597,0.721928,1,0.721928,2.397064,5.62,2,0.127183,0.504868,0.274024,4320,10791,0.380952,6078.266515,4320,3597,1.993938,0,0.283055,6326.145874,4320,0,-1,21.618015,4320,6078.266515,15552,3597,15552,0,0,0.056112,96,97,0.2,-1,-1,1,0.888889,864,111,11.94,10,-1,0.238609,4.22,18,2,3,0,140,545.252,3456,1961272,10507,0,-1,1,1,0.495967,1,0,0,15747,0,7810,0,0,3,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C2-1-15.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.960631,2.960784,0,4077,1.857652,1.55575,5.519245,10.038183,1.198257,0.834545,2.090483,1.936852,1250,300,13.715104,0.721197,0.277134,4.606061,25,14.488017,0.168503,0.322215,2.743021,1322.789084,0,1300,1300,1275,0.440459,2,0.849058,0.400386,1.35,41,0.257255,0.509903,1.05377,1558.9388,5800,0.259617,3586.313714,1377,1650,0.515907,0,1.300489,1838.268534,127,0,4.127088,94.818182,77,5178.879874,16563.001206,3449.297181,7600,0,0.015152,1.913241,5,1,0.039216,0.613525,8,1,2.261629,123,123,3.6,51,0.201549,0.823066,0.19,2,1,2,1,115,11019.2,0,18181689,1864,0,2,1,1,0.49913,1,0,0,32751,0,16347,1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C2-1-16.xml.mzn_AND_NODATA,1,0,0,0.772727,0,0.092229,0.907771,0,0.181818,0,0.961002,2.97894,0,4102,1.861263,1.55575,5.519245,10.103117,1.198257,0.834545,2.103536,1.936852,1250,300,13.715104,0.721197,0.277134,4.606061,25,14.488017,0.168503,0.321159,2.743021,1323.299288,0,1300,1300,1275,0.440459,2,0.849058,0.399271,1.36,41,0.257255,0.509903,1.05377,1561.125371,5800,0.258551,3586.313714,1377,1650,0.515907,0,1.300489,1838.268534,127,0,4.127088,94.818182,77,5193.058866,16670.143186,3470.834906,7600,0,0.015152,1.913241,5,1,0.039216,0.613525,8,1,2.261629,123,123,3.61,51,0.201549,0.823066,0.18,2,1,2,1,115,11053.3,0,18238026,1864,0,2,1,1,0.499163,1,0,0,32841,0,16393,1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-blast-floppy1-8.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.374011,2,0,7236,0,0,9.049198,8.330789,1.086235,0.920611,1,1.551676,0,0,25,2.549144,0,8.330789,0,34.864566,1.200266,0,1,1353.17251,0,0,0,3930,0.988308,1,3.185932,1.200266,5.83,2,0.213293,0.60832,1.551676,3618,11790,0.415879,8280.458159,3618,3930,1.763049,0,4.405522,9561.017213,3618,0,-1,32.242239,3618,8280.458159,32740,3930,32740,0,0,1.567229,25,2,0.008403,-1,-1,1,1.777916,251,754,11.52,238,-1,0.531843,3.57,4,2,2,2,155,29.528,0,116045,20174,0,-1,1,1,0.493047,1,0,0,10212,0,5035,0,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C4-2-60.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979861,3.144781,0,15878,2.588332,0.875992,5.745296,12.27431,1.222816,0.817784,2.518299,1.007474,4802,1176,14.861475,0.437091,0.143151,4.698413,49,15.197861,0.134797,0.325971,2.972295,4947.316147,0,4900,4900,4851,0.218898,2,0.515071,0.380315,5.52,61,-1,-1,0.926742,5530.212259,21952,0.182747,13666.349758,5049,6174,-1,0,-1,6138.36099,247,0,4.067934,-1,149,21155.819868,75781.589131,15547.978439,29008,0,0.007937,2.737134,5,1,0.020202,0.373356,8,1,3.231376,-1,243,8.68,99,0.150311,-1,1.01,-1,1,2,1,156,1042.5,0,6436394,8074,0,2,1,1,0.496452,1,0,-1,10851,0,5387,-1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-43_glb.xml.mzn_AND_NODATA,1,0.793103,0,0,0,1,0,138,0,0,4.387707,13.148936,0,1854,0.285845,0.925218,2.978723,8.787228,1.234043,0.810345,3.67326,4.572137,0,0,32.329405,0.148549,3.58267,2.413793,0,13.702128,1.148913,0.110404,4.169925,618.666667,0.206897,0,0,0,2.250736,6,0.980293,1.145264,0.01,18,0.467497,0.80725,0.869996,509.992542,312,0.282284,106.84413,141,174,1.144104,36,0.999335,221.724825,141,0,32.347518,4.793103,141,431.689037,1528.977627,639.147166,420,0,0,0.038623,8,12,0.5,2.413957,34,2,0.048445,16,14,2.08,3,0.051937,0.735509,0.04,2,1,2,2,50,47902.8,0,1724499,518,0,26,1,1,0.499961,1,0,0,155520,0,77754,1,0,1,0,0,0,1,36,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-abb313GPIA-5.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,0.080575,5,0,7785,0,0,68.53693,4.643856,34.268465,0.029181,2.321928,0,0,0,4.643856,5.720469,0,2,0,68.53693,0,-1,2.321928,125.454958,0,0,0,53356,0.035626,1.25,5.720469,-1,4.79,5,-1,-1,0,3615.242044,106712,0.696328,53356,1557,53356,-1,0,-1,9393.711939,1557,0,38.062299,-1,1557,118200.789767,247777.590862,123888.795431,106712,0,0,0.290481,2,0,0.033113,5.519263,86,2.321928,0.290481,-1,151,23.78,151,0.765786,-1,16.81,-1,5,4.643856,0,16,3.50519,0,187023,15427,0,0,1,1,0.497954,1,0,-1,1466,0,730,-1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl15-16-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,960,0,0,2,15.483871,0.129167,7.741935,1,0.999249,0,0,16,0,0,15.483871,0,29,0.032275,0,1,480,0,0,0,62,0,1,0,0.032275,0.05,2,-1,0,0.999249,480,186,0,245.020499,480,62,0.032275,0,0.999249,480,480,0,29,15.483871,480,245.020499,960,62,960,0,0,0,16,29,1,0,29,1,0,16,29,2.18,2,0,0,0.09,15,2,15,2,111,21376.3,0,1325328,1547,0,29,1,1,0.49977,1,0,0,210559,0,105231,0,0,15,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C4-1-60.xml.mzn_AND_NODATA,1,0,0,0.785714,0,0.048921,0.951079,0,0.190476,0,0.979861,3.144781,0,15878,2.588332,0.875992,5.745296,12.27431,1.222816,0.817784,2.518299,1.007474,4802,1176,14.861475,0.437091,0.143151,4.698413,49,15.197861,0.134797,0.325971,2.972295,4947.316147,0,4900,4900,4851,0.218898,2,0.515071,0.380315,5.36,61,-1,-1,0.926742,5530.212259,21952,0.182747,13666.349758,5049,6174,-1,0,-1,6138.36099,247,0,4.067934,-1,149,21155.819868,75781.589131,15547.978439,29008,0,0.007937,2.737134,5,1,0.020202,0.373356,8,1,3.231376,-1,243,8.5,99,0.150311,-1,1,-1,1,2,1,486,414.743,0,2560621,16351,0,2,1,1,0.496839,1,0,-1,16450,0,8173,-1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-C3-3-30.xml.mzn_AND_NODATA,1,0,0,0.77551,0,0.083041,0.916959,0,0.183673,0,0.97283,3.439766,0,5882,2.409587,0.961218,5.567251,11.247229,1.203509,0.830904,2.328959,1.907769,1568,378,14.861475,0.664777,0.253764,4.62585,28,14.638596,0.161872,0.333253,2.972295,1663.539371,0,1624,1624,1596,0.333421,2,0.78285,0.402691,2.26,61,0.252878,0.507567,1.02887,1956.778142,7252,0.235183,4490.755279,1710,2058,0.514576,0,1.254708,2244.391645,142,0,4.11462,106.77551,86,6763.299068,23146.797818,4792.998471,9520,0,0.013605,2.034273,5,1,0.035088,0.56609,8,1,2.404204,138,138,4.58,57,0.192207,0.813963,0.23,2,1,2,1,148,7891.54,0,16240785,2186,0,2,1,1,0.498894,1,0,0,26214,0,13078,1,0,2,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-cc-7-7-2.xml.mzn_AND_NODATA,1,0,0,0.727273,0,0.04,0.96,0,0.272727,0,0.790238,2,0,2450,0,0,5.04,3.818182,1.32,0.757576,1,0.845351,1176,441,6,1.021119,0,3.818182,0,16.56,0.349927,0,1,968.041667,0,1176,1176,1176,0.855451,1,1.021119,0.349927,0.8,2,0.248701,0.421725,0.845351,1225,4410,0.429477,3003.884364,1225,1617,0.406547,0,1.435371,1981.02551,49,0,5.203265,77.090909,49,3003.884364,6174,1617,6174,0,0,1.170075,6,7,0.041667,1.551521,12,1,1.7901,100,96,3.02,48,0.448468,0,0.17,26,2,3,2,21,2815.67,0,4552944,1284,0,3,1,1,0.499901,1,0,0,50408,0,25199,0,0,3,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-bqwh-18-141-97_ext.xml.mzn_AND_NODATA,1,0.061463,0,0.229699,1,0.215926,0.784074,137,0.708389,4,0.773137,4.009188,0.006126,2618,1.048822,1.200423,6.617152,2.658913,3.413476,0.292956,1.435554,2.06912,512,1579,7.61471,3.094507,1.513732,1.938537,0,6.407351,0.123896,0.525225,4.169925,504.858702,0.000449,512,512,512,1.417871,4.666667,3.233585,0.411937,0.21,18,0.241361,0.523124,0.333224,988.982674,4970,1.245497,2092,653,2229,0.342123,1,4.067771,1726.528722,141,0,25.807044,12.233288,141,2922.447353,5926.716914,3199.849794,4321,0,0,0.368058,2,1,0.153846,5.219075,71,1,0.323716,24,13,2.63,13,0.522269,0.98978,0.37,1,2,1.584963,0,34,6140.53,0,12845986,2054,0,2,1,1,0.499905,1,0,0,68087,0,34037,1,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
normalized-chnl10-20-pb-cnf-cr.xml.mzn_AND_NODATA,1,0,0,1,0,1,0,0,0,0,1,2,0,800,0,0,2,13.333333,0.15,6.666667,1,0.918296,0,0,20,0,0,13.333333,0,28,0.353553,0,1,400,0,0,0,60,0,1,0,0.353553,0.04,2,-1,0,0.918296,400,180,0,219.315686,400,60,0.353553,0,0.918296,400,400,0,19,13.333333,400,219.315686,800,60,800,0,0,0,20,28,1,0,19,1,0,20,28,2.16,2,0,0,0.08,10,2,10,2,51,50228.6,0,3013716,615,0,19,1,1,0.499903,1,0,0,217068,0,108513,0,0,10,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
