@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC

@DATA
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,160.4,0.1525
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1,13.692,0.2669
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,13.9374,0.2613
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,42.4065,0.1731
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1,7.1515,0.1839
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1,13.3078,3.8385
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,27.6506,0.1298
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1,15.9889,0.1163
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1,18.2982,4.8589
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,5.8605,0.2689
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1,7.7162,0.3223
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1,18.9421,0.1485
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,5.8135,0.5634
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,552.595,7.0432
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,14.9568,0.2336
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,15.6557,0.391
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1,0.2882,49.5278
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1,39.9948,0.1502
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,22.3005,0.1925
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1,956.105,5.0777
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1,7.8171,0.4557
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,1.8504,0.6686
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1,47.7751,0.0982
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1,1.8401,0.2446
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1,92.1546,10.7595
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1,8.6485,0.2183
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1,13.4185,0.1068
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1,42.3919,0.1039
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,1.326,0.0589
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1,11.2841,0.1761
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1,2068.63,4.2549
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,0.0009,38.5616
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1,8.1399,0.7271
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,13.5208,0.2327
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1,4.7117,0.4262
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,40.2964,0.1283
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1,2.6965,0.3053
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_70_1-dir.shuffled-as.sat03-146.cnf,1,42.8065,6.6556
./SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,2.3693,0.5712
./SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,7.7368,0.1601
./SAT02/handmade/chu-min-li/urquhart/urquhart3_25bis.shuffled.cnf,1,2.2246,0.2076
./SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,1.1544,0
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,42.0563,0.4731
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,13.9373,0.0779
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,51.4167,3.2271
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,198.04,0.2285
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,14.3355,0.2529
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,1299.6,6.3565
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,46.7563,0.2026
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,7.8195,0.3276
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,30.0438,0.1653
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,20.2231,0.2233
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,18.4692,14.9625
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,97.9036,0.1444
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,19.6965,3.6691
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,14.8376,7.5757
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,5121,0.1803
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,87.0537,0.1572
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,2.4794,0.515
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,36.7216,0.134
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,30.5,0.1247
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,703.75,0.1174
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,8.7583,0.2271
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0004,52.3259
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,16.2543,0.1618
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,10.306,0.2737
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,3.6968,6.5197
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,48.1882,0.0016
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,2.8741,0.4844
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,5.2772,0.2802
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,7.6201,0.2379
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,46903.8,0.0704
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,227.9,0.0277
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,7.6118,0.185
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,1.9359,0.5729
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,14.6154,0.159
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,13.9332,0.2442
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,2.0303,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,30.3522,0.2079
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,84.3548,0.1022
./SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.1225,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p15-s54275047.cnf,1,972.808,0.0859
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-045-035.shuffled-as.sat05-1181.cnf,1,45.5792,3.3981
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g3.cnf,1,738,0.1248
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_445.cnf,1,16.0188,6.2778
./SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,9.9142,0.2379
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_060.shuffled.cnf,1,5.0653,0.3674
./SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,1202.67,0.4228
./SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,627.6,0.0655
./SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,40.4504,0.1223
./SAT04/handmade/kexu/frb-0.8/frb59-26-1.used-as.sat04-891.cnf,1,93.8727,7.2395
./SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,25.651,0.1237
./SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,41.0273,0.136
./SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,1.6779,0.2212
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_361_s.cnf,1,15.161,0.372
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g6.cnf,1,8.0167,0.108
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-220-3.shuffled-as.sat05-2490.cnf,1,24.2858,0.1392
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,6.822,0
./SAT02/handmade/pehoushek/twentyvars/7cnf20_90000_90000_7.shuffled.cnf,1,2.5652,0.5272
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,32.35,0.1412
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,51.3814,0.1732
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,117.045,0.1443
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,4.9113,0.4147
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,25.4733,0.1293
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,1.4281,1.3564
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,524.5,0.0574
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,14.3492,0.1462
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,8.191,0.2324
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,215.125,0.4064
./SAT07/crafted/spence/hard/s113-100.cnf,1,2.6353,0.2834
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,297.857,0.0826
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,10.8994,7.3633
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,24.4557,0.1382
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,10.6299,7.7324
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.2455,48.8467
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.1187,8.6493
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,67.8,0.6905
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,9.0432,0.2414
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,21.9975,0.2151
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,89.5522,0.1065
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,12.5592,0.517
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,28.4211,0.3678
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,11.6085,0.1588
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,13.6928,0.2598
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,13.1204,0.2659
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,7.7246,0.1836
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,2.807,0.3425
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,178.667,7.4091
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,17.7472,0.599
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,10.9302,0.1549
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,41.7216,0.1507
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,13.4627,0.269
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,3150.06,0.096
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,63.1223,0.086
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,18.547,0.1515
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,15601.2,3.3096
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,42.9407,0.1303
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,1891.56,5.7916
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,2.5883,18.5954
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,1877,0.1671
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,1845.88,5.3394
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,16.9154,0.1431
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,19134,1.7416
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,26.4137,0.1332
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,4194.67,1.3879
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,1.2624,1.621
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,1.3685,16.7891
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,7.9615,0.3028
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,9.8856,0.2006
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,19.5275,1.8489
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,628.333,0.1135
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,11.9656,0.187
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,5.3182,0.5135
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,50.4,0.1296
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,1537.12,5.4057
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0017,51.449
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.1894,52.2781
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,1.3253,3.3698
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,5.955,0.3735
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,14.4749,0.2678
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,2.6165,0.294
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,19.1618,7.4239
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,1116.75,2.2373
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,40.1228,0.1675
./SAT03/handmade/gomes/bqwh/bqwh.60.1152.shuffled-as.sat03-1650.cnf,1,186.636,0.372
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,5.971,0.2753
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,16.6618,7.5452
./SAT09/CRAFTED/modcircuits/mod3block_2vars_11gates_u2_autoenc.cnf,1,10.2306,2.8397
./SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,19.7369,0.1638
./SAT11/crafted/spence/sgen/sgen3-n130-s30940966-unsat.cnf,1,2.7011,0.3247
./SAT04/handmade/andrew/composite/Composite-024BitPrimes-1.used-as.sat04-861.cnf,1,66.1741,0.2589
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,14.0239,0.3787
./SAT11/crafted/spence/sgen/sgen3-n180-s34713902-sat.cnf,1,6.4189,0.2557
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,18.1284,3.0479
./SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,9.6503,0.1247
./SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p30-s52376212.cnf,1,41.0714,4.5449
./SAT03/handmade/anton/UNSAT/SGI_30_70_27_50_3-dir.shuffled-as.sat03-169.cnf,1,44.2013,0.1997
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,7.0886,0.2631
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p30-s67876261.cnf,1,1091.88,0.2171
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,8.2423,0.1434
./SAT11/crafted/mosoi/289/289-unsat-14x34.cnf,1,285.211,0.0115
./SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,18.2723,0.3116
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v945c61409g3.cnf,1,14.8773,7.6133
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,25.2627,0.1374
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2071.cnf,1,56.1184,0.1862
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g3.cnf,1,17.2473,0.1771
./SAT11/crafted/skvortsov/battleship/battleship-8-15-sat.cnf,1,1.314,1.1215
./SAT11/crafted/skvortsov/battleship/battleship-14-26-sat.cnf,1,3.0925,0.3998
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,8.5144,0.3366
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g9.cnf,1,30.05,3.4665
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,48.5625,3.9212
./SAT04/handmade/kexu/frb-0.6/frb75-13-2.used-as.sat04-878.cnf,1,21.908,0.1331
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,18.9212,2.4556
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v1820c171155g5.cnf,1,258.667,0.1366
./SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,11.2556,0.1564
./SAT11/crafted/mosoi/289/289-unsat-14x38.cnf,1,346,0.0151
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34308.cnf,1,1968,0.7222
./SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,3.0502,0.2928
./SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,2.7662,0.3165
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g9.cnf,1,14.9565,2.858
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q663-n40-p15-s72490337.cnf,1,1554.67,0.195
./SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,2.7727,0.3397
./SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,936.6,0.0505
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,5.3724,0.3088
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,12.6667,1.9499
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,21.7803,0.2212
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,17107.2,2.9298
