@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
BF12_cpmp_16_8_77_31_58_14,1,14.1667,0,6,1.08568,0.5,2.40625,125,16,0.453125,0.601562,8,58,0.75,3,7.74417,29
BF17_cpmp_20_5_60_12_36_1,1,6.36364,0,7,1.54613,0.25,4.61538,0.1,20,0.36,0.6,5,36,0.55,2,3.11223,12
BF17_cpmp_20_5_60_12_36_10,1,6,0,8,1.68881,0.25,4.61538,0.15,20,0.36,0.6,5,36,0.6,2,2.48328,11
BF17_cpmp_20_5_60_12_36_11,1,4.61538,0,7,1.59511,0.25,4.61538,0.05,20,0.36,0.6,5,37,0.65,2,2.33826,10
BF17_cpmp_20_5_60_12_36_12,1,5.23077,0,7,1.59511,0.25,4.61538,0.05,20,0.36,0.6,5,36,0.65,2,2.69341,10
BF17_cpmp_20_5_60_12_36_15,1,5.92308,0,8,1.77757,0.25,4.61538,0.25,20,0.36,0.6,5,36,0.65,2,2.46394,11
BF17_cpmp_20_5_60_12_36_16,1,5.53846,0,7,1.54613,0.25,4.61538,0.15,20,0.36,0.6,5,36,0.65,2,2.70656,11
BF17_cpmp_20_5_60_12_36_17,1,5.46154,0,6,1.49556,0.25,4.61538,0.15,20,0.36,0.6,5,36,0.65,3,2.06119,10
BF17_cpmp_20_5_60_12_36_2,1,5.25,0,8,1.82033,0.25,4.61538,0.05,20,0.36,0.6,5,36,0.6,2,2.34965,10
BF17_cpmp_20_5_60_12_36_20,1,6.07143,0,8,1.77757,0.25,4.61538,0.1,20,0.36,0.6,5,36,0.7,2,3.26156,12
BF17_cpmp_20_5_60_12_36_3,1,5.30769,0,7,1.54613,0.25,4.61538,0.05,20,0.36,0.6,5,37,0.65,2,2.64239,10
BF17_cpmp_20_5_60_12_36_4,1,4.45455,0,7,1.68881,0.25,4.61538,0.15,20,0.36,0.6,5,37,0.55,2,1.97086,7
BF17_cpmp_20_5_60_12_36_5,1,5.73333,0,7,1.49556,0.25,4.61538,0.05,20,0.36,0.6,5,37,0.75,2,2.86279,11
BF17_cpmp_20_5_60_12_36_6,1,5,0,7,1.49556,0.25,4.61538,0.05,20,0.36,0.6,5,36,0.75,2,2.47656,10
BF17_cpmp_20_5_60_12_36_7,1,5.54545,0,7,1.59511,0.25,4.61538,0.05,20,0.36,0.6,5,36,0.55,2,2.31059,9
BF17_cpmp_20_5_60_12_36_8,1,4.93333,0,8,2.13175,0.25,4.61538,0.1,20,0.36,0.6,5,36,0.75,2,2.79205,11
BF18_cpmp_20_5_60_12_45_1,1,5.92857,0,6,1.4432,0.25,4.61538,0.25,20,0.45,0.6,5,45,0.7,2,3.15015,11
BF18_cpmp_20_5_60_12_45_12,1,5.33333,0,7,1.54613,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.71825,11
BF18_cpmp_20_5_60_12_45_13,1,6.41667,0,7,1.68881,0.25,4.61538,0.4,20,0.45,0.6,5,45,0.6,2,2.8419,11
BF18_cpmp_20_5_60_12_45_14,1,7.30769,0,7,1.59511,0.25,4.61538,0.35,20,0.45,0.6,5,45,0.65,3,3.07307,12
BF18_cpmp_20_5_60_12_45_15,1,5.33333,0,7,1.59511,0.25,4.61538,0.4,20,0.45,0.6,5,45,0.6,2,2.65623,10
BF18_cpmp_20_5_60_12_45_16,1,5.83333,0,7,1.54613,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.99537,12
BF18_cpmp_20_5_60_12_45_17,1,5.92308,0,7,1.59511,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.65,2,3.19763,10
BF18_cpmp_20_5_60_12_45_18,1,6.58333,0,7,1.68881,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.81242,11
BF18_cpmp_20_5_60_12_45_19,1,6.69231,0,7,1.54613,0.25,4.61538,0.35,20,0.45,0.6,5,45,0.65,2,2.99704,11
BF18_cpmp_20_5_60_12_45_2,1,7.08333,0,7,1.59511,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,4,2.92855,12
BF18_cpmp_20_5_60_12_45_3,1,5.25,0,7,1.73376,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.71186,11
BF18_cpmp_20_5_60_12_45_4,1,5.83333,0,6,1.4432,0.25,4.61538,0.25,20,0.45,0.6,5,45,0.6,2,2.85287,12
BF18_cpmp_20_5_60_12_45_5,1,5.16667,0,9,2.20274,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.54406,9
BF18_cpmp_20_5_60_12_45_6,1,6.5,0,6,1.49556,0.25,4.61538,0.4,20,0.45,0.6,5,45,0.6,3,2.5658,10
BF18_cpmp_20_5_60_12_45_7,1,5.92308,0,7,1.54613,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.65,2,3.04988,11
BF18_cpmp_20_5_60_12_45_8,1,5.5,0,8,1.94297,0.25,4.61538,0.35,20,0.45,0.6,5,45,0.6,2,2.81366,12
BF18_cpmp_20_5_60_12_45_9,1,7,0,6,1.38888,0.25,4.61538,0.3,20,0.45,0.6,5,45,0.6,2,2.41523,11
BF19_cpmp_20_5_60_24_36_1,1,10.1429,0,5,0.979796,0.25,2.4,0.1,20,0.36,0.6,5,36,0.7,2,5.9983,21
BF19_cpmp_20_5_60_24_36_10,1,10.8571,0,6,1.13137,0.25,2.4,0.15,20,0.36,0.6,5,36,0.7,2,5.70535,20
BF19_cpmp_20_5_60_24_36_11,1,9.4,0,5,0.938083,0.25,2.4,0.1,20,0.36,0.6,5,36,0.5,4,5.78273,24
BF19_cpmp_20_5_60_24_36_14,1,8.21429,0,4,0.748331,0.25,2.4,0,20,0.36,0.6,5,36,0.7,2,4.00319,16
BF19_cpmp_20_5_60_24_36_15,1,7.76923,0,5,1.0583,0.25,2.4,0.05,20,0.36,0.6,5,36,0.65,2,5.0559,21
BF19_cpmp_20_5_60_24_36_16,1,9.23077,0,4,0.848528,0.25,2.4,0.05,20,0.36,0.6,5,37,0.65,3,4.50903,17
BF19_cpmp_20_5_60_24_36_17,1,8.36364,0,4,0.979796,0.25,2.4,0.05,20,0.36,0.6,5,36,0.55,2,5.22708,19
BF19_cpmp_20_5_60_24_36_18,1,10.0769,0,4,0.8,0.25,2.4,0.05,20,0.36,0.6,5,36,0.65,2,5.10598,20
BF19_cpmp_20_5_60_24_36_2,1,10.1667,0,5,0.979796,0.25,2.4,0.05,20,0.36,0.6,5,36,0.6,3,4.82758,20
BF19_cpmp_20_5_60_24_36_20,1,8.54545,0,4,1.0198,0.25,2.4,0.2,20,0.36,0.6,5,36,0.55,2,6.21382,22
BF19_cpmp_20_5_60_24_36_3,1,10.0714,0,6,1.2,0.25,2.4,0.2,20,0.36,0.6,5,36,0.7,2,6.46379,22
BF19_cpmp_20_5_60_24_36_5,1,10.75,0,4,0.848528,0.25,2.4,0.15,20,0.36,0.6,5,36,0.6,2,6.70976,23
BF19_cpmp_20_5_60_24_36_6,1,8.58333,0,4,0.938083,0.25,2.4,0.1,20,0.36,0.6,5,37,0.6,2,6.03405,24
BF19_cpmp_20_5_60_24_36_7,1,8.63636,0,4,1.0198,0.25,2.4,0.15,20,0.36,0.6,5,36,0.55,3,5.80396,24
BF19_cpmp_20_5_60_24_36_8,1,11.2667,0,4,0.848528,0.25,2.4,0,20,0.36,0.6,5,39,0.75,4,4.9189,21
BF19_cpmp_20_5_60_24_36_9,1,8.84615,0,5,0.894427,0.25,2.4,0.05,20,0.36,0.6,5,38,0.65,3,4.12956,16
BF2_cpmp_16_5_48_10_36_1,1,4.8,0,7,1.66639,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.6,10
BF2_cpmp_16_5_48_10_36_11,1,4.6,0,6,1.49379,0.3125,4.36364,0.25,16,0.45,0.6,5,36,625,2,2.2,8
BF2_cpmp_16_5_48_10_36_12,1,5,0,9,2.1436,0.3125,4.36364,0.25,16,0.45,0.6,5,36,625,2,2.44949,9
BF2_cpmp_16_5_48_10_36_13,1,5.90909,0,7,1.87193,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,0.6875,2,2.4663,10
BF2_cpmp_16_5_48_10_36_14,1,4.9,0,7,1.82272,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.02237,8
BF2_cpmp_16_5_48_10_36_15,1,5,0,7,1.66639,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.79285,10
BF2_cpmp_16_5_48_10_36_17,1,5.45455,0,5,1.43164,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,0.6875,2,2.38799,10
BF2_cpmp_16_5_48_10_36_18,1,5.4,0,6,1.55346,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.90517,10
BF2_cpmp_16_5_48_10_36_19,1,5,0,6,1.61091,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.40832,8
BF2_cpmp_16_5_48_10_36_2,1,5.90909,0,7,1.72008,0.3125,4.36364,0.25,16,0.45,0.6,5,36,0.6875,2,2.35312,9
BF2_cpmp_16_5_48_10_36_20,1,5,0,7,1.87193,0.3125,4.36364,0.25,16,0.45,0.6,5,36,625,2,2.40832,10
BF2_cpmp_16_5_48_10_36_3,1,4.5,0,6,1.55346,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,1.74642,7
BF2_cpmp_16_5_48_10_36_4,1,5.8,0,7,1.77214,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.4,9
BF2_cpmp_16_5_48_10_36_5,1,5.4,0,6,1.55346,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.37487,10
BF2_cpmp_16_5_48_10_36_6,1,4.6,0,6,1.55346,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.2891,9
BF2_cpmp_16_5_48_10_36_7,1,4.9,0,8,1.82272,0.3125,4.36364,375,16,0.45,0.6,5,36,625,2,2.34307,9
BF2_cpmp_16_5_48_10_36_8,1,5.2,0,6,1.55346,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,1.93907,8
BF2_cpmp_16_5_48_10_36_9,1,5.1,0,7,1.77214,0.3125,4.36364,0.3125,16,0.45,0.6,5,36,625,2,2.3,8
BF20_cpmp_20_5_60_24_45_1,1,10.6667,0,5,0.938083,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,2,7.31817,23
BF20_cpmp_20_5_60_24_45_10,1,11.75,0,4,0.848528,0.25,2.4,0.4,20,0.45,0.6,5,45,0.6,3,5.86124,22
BF20_cpmp_20_5_60_24_45_11,1,7.53846,0,7,1.49666,0.25,2.4,0.35,20,0.45,0.6,5,45,0.65,2,5.28591,22
BF20_cpmp_20_5_60_24_45_12,1,11,0,5,1.09545,0.25,2.4,0.3,20,0.45,0.6,5,45,0.65,3,6.02559,24
BF20_cpmp_20_5_60_24_45_13,1,11.5385,0,5,1.2,0.25,2.4,0.3,20,0.45,0.6,5,45,0.65,3,5.87845,21
BF20_cpmp_20_5_60_24_45_14,1,10.8333,0,4,0.979796,0.25,2.4,0.35,20,0.45,0.6,5,45,0.6,3,5.66912,20
BF20_cpmp_20_5_60_24_45_15,1,9.66667,0,4,0.8,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,2,5.57275,21
BF20_cpmp_20_5_60_24_45_17,1,13.6923,0,5,0.979796,0.25,2.4,0.25,20,0.45,0.6,5,45,0.65,6,4.76178,23
BF20_cpmp_20_5_60_24_45_2,1,12.0833,0,4,0.894427,0.25,2.4,0.4,20,0.45,0.6,5,45,0.6,4,5.64887,22
BF20_cpmp_20_5_60_24_45_20,1,12.5833,0,5,0.894427,0.25,2.4,0.25,20,0.45,0.6,5,45,0.6,3,5.34569,21
BF20_cpmp_20_5_60_24_45_3,1,10.6154,0,5,1.09545,0.25,2.4,0.3,20,0.45,0.6,5,45,0.65,2,5.83805,22
BF20_cpmp_20_5_60_24_45_5,1,12.6667,0,4,0.894427,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,7,4.17,21
BF20_cpmp_20_5_60_24_45_6,1,10,0,4,1.0198,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,4,3937,17
BF20_cpmp_20_5_60_24_45_7,1,9.33333,0,5,1.0198,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,2,5.63225,22
BF20_cpmp_20_5_60_24_45_8,1,9.41667,0,5,1.0198,0.25,2.4,0.35,20,0.45,0.6,5,45,0.6,3,5.1228,19
BF20_cpmp_20_5_60_24_45_9,1,13.1667,0,5,1.0583,0.25,2.4,0.3,20,0.45,0.6,5,45,0.6,2,5.95586,23
BF21_cpmp_20_5_80_16_48_11,1,7375,0,6,1.22545,0.25,4.70588,0,20,0.48,0.8,5,51,0.8,2,3.72282,15
BF21_cpmp_20_5_80_16_48_14,1,5.83333,0,6,1.36186,0.25,4.70588,0,20,0.48,0.8,5,52,0.9,2,2.71314,13
BF21_cpmp_20_5_80_16_48_16,1,7.94118,0,7,1.4858,0.25,4.70588,0,20,0.48,0.8,5,50,0.85,2,3.40364,14
BF21_cpmp_20_5_80_16_48_18,1,7.9375,0,9,1.63652,0.25,4.70588,0,20,0.48,0.8,5,50,0.8,2,4.40835,15
BF21_cpmp_20_5_80_16_48_19,1,6.2,0,7,1.52488,0.25,4.70588,0,20,0.48,0.8,5,54,1,2,3.89358,16
BF21_cpmp_20_5_80_16_48_2,1,5.9375,0,6,1.44567,0.25,4.70588,0,20,0.48,0.8,5,52,0.8,2,3.28764,13
BF21_cpmp_20_5_80_16_48_3,1,5.66667,0,9,1.80733,0.25,4.70588,0,20,0.48,0.8,5,49,0.75,2,3.0037,11
BF21_cpmp_20_5_80_16_48_4,1,6.76471,0,6,1.40439,0.25,4.70588,0,20,0.48,0.8,5,50,0.85,2,3.48998,14
BF21_cpmp_20_5_80_16_48_5,1,6.82353,0,6,1.36186,0.25,4.70588,0,20,0.48,0.8,5,50,0.85,2,4.10502,16
BF21_cpmp_20_5_80_16_48_7,1,4.86667,0,6,1.31796,0.25,4.70588,0,20,0.48,0.8,5,51,0.75,2,2.9409,13
BF21_cpmp_20_5_80_16_48_8,1,6.8,0,7,1.52488,0.25,4.70588,0,20,0.48,0.8,5,51,0.75,2,3.61847,12
BF21_cpmp_20_5_80_16_48_9,1,6.06667,0,7,1.52488,0.25,4.70588,0,20,0.48,0.8,5,50,0.75,2,2.93182,12
BF22_cpmp_20_5_80_16_60_11,1,8.75,0,6,1.36186,0.25,4.70588,0.1,20,0.6,0.8,5,60,0.8,2,4.08503,16
BF22_cpmp_20_5_80_16_60_16,1,8.05882,0,7,1.67208,0.25,4.70588,0.15,20,0.6,0.8,5,61,0.85,2,3.85732,16
BF22_cpmp_20_5_80_16_60_4,1,8.44444,0,8,1.7069,0.25,4.70588,0.05,20,0.6,0.8,5,62,0.9,3,3.13089,15
BF22_cpmp_20_5_80_16_60_6,1,7.25,0,8,1.52488,0.25,4.70588,0.15,20,0.6,0.8,5,61,0.8,2,3.23071,12
BF22_cpmp_20_5_80_16_60_7,1,6375,0,7,1.77448,0.25,4.70588,0.2,20,0.6,0.8,5,62,0.8,2,2.97647,11
BF22_cpmp_20_5_80_16_60_9,1,6.70588,0,7,1.52488,0.25,4.70588,0.15,20,0.6,0.8,5,62,0.85,2,3.32132,12
BF23_cpmp_20_5_80_32_48_10,1,8.66667,0,5,1.07394,0.25,2.42424,0,20,0.48,0.8,5,52,0.9,2,5.04425,17
BF23_cpmp_20_5_80_32_48_11,1,10.0588,0,4,0.985664,0.25,2.42424,0,20,0.48,0.8,5,51,0.85,2,6.27292,25
BF23_cpmp_20_5_80_32_48_12,1,10.7778,0,6,1.20681,0.25,2.42424,0,20,0.48,0.8,5,49,0.9,2,7.32997,28
BF23_cpmp_20_5_80_32_48_15,1,14.3125,0,5,0.922129,0.25,2.42424,0,20,0.48,0.8,5,51,0.8,2,7.48932,30
BF23_cpmp_20_5_80_32_48_16,1,11.8889,0,7,1.39328,0.25,2.42424,0,20,0.48,0.8,5,51,0.9,2,7.68757,28
BF23_cpmp_20_5_80_32_48_18,1,15.0769,0,5,1.25602,0.25,2.42424,0,20,0.48,0.8,5,51,0.65,2,8.21314,24
BF23_cpmp_20_5_80_32_48_3,1,11.1765,0,4,0.888659,0.25,2.42424,0,20,0.48,0.8,5,51,0.85,3,6.51907,27
BF23_cpmp_20_5_80_32_48_4,1,12.3333,0,5,0.922129,0.25,2.42424,0,20,0.48,0.8,5,50,0.75,2,7.28164,25
BF23_cpmp_20_5_80_32_48_6,1,14.3529,0,6,1.41486,0.25,2.42424,0.05,20,0.48,0.8,5,50,0.85,5,5.38998,23
BF23_cpmp_20_5_80_32_48_7,1,13.6667,0,5,1.04534,0.25,2.42424,0,20,0.48,0.8,5,51,0.75,2,7.11493,25
BF24_cpmp_20_5_80_32_60_13,1,11.8235,0,4,0.853879,0.25,2.42424,0,20,0.6,0.8,5,64,0.85,2,8.13298,26
BF24_cpmp_20_5_80_32_60_17,1,15125,0,4,0.779678,0.25,2.42424,0.15,20,0.6,0.8,5,60,0.8,4,7.43198,30
BF24_cpmp_20_5_80_32_60_2,1,14625,0,5,0.888659,0.25,2.42424,0.1,20,0.6,0.8,5,61,0.8,2,7.40671,32
BF24_cpmp_20_5_80_32_60_8,1,13375,0,5,1.1018,0.25,2.42424,0.2,20,0.6,0.8,5,60,0.8,2,7.61475,27
BF25_cpmp_20_8_96_20_58_20,1,6875,0,9,1.56057,0.4,4.57143,0,20,0.3625,0.6,8,62,0.8,2,3.70599,13
BF26_cpmp_20_8_96_20_72_5,1,9.91667,0,8,1.62045,0.4,4.57143,0.2,20,0.45,0.6,8,72,0.6,2,4.99096,17
BF27_cpmp_20_8_96_39_58_12,1,15.25,0,4,0.830662,0.4,2.4,0,20,0.3625,0.6,8,59,0.8,3,7.70146,27
BF27_cpmp_20_8_96_39_58_6,1,14.5625,0,4,0.860233,0.4,2.4,0,20,0.3625,0.6,8,60,0.8,2,10.1794,34
BF27_cpmp_20_8_96_39_58_9,1,15.0556,0,5,0.943398,0.4,2.4,0,20,0.3625,0.6,8,61,0.9,2,8.2964,30
BF28_cpmp_20_8_96_39_72_19,1,16.7857,0,6,1.09087,0.4,2.4,0.05,20,0.45,0.6,8,72,0.7,2,9.88634,32
BF3_cpmp_16_5_48_20_29_1,1,8.45455,0,6,1.45219,0.3125,2.28571,0.1875,16,0.3625,0.6,5,29,0.6875,3,3.82251,15
BF3_cpmp_16_5_48_20_29_11,1,8.22222,0,3,0.764875,0.3125,2.28571,125,16,0.3625,0.6,5,29,0.5625,2,4.91659,18
BF3_cpmp_16_5_48_20_29_13,1,8.5,0,4,0.933139,0.3125,2.28571,125,16,0.3625,0.6,5,29,625,2,3.98121,14
BF3_cpmp_16_5_48_20_29_14,1,7.33333,0,5,1.16058,0.3125,2.28571,0.0625,16,0.3625,0.6,5,30,0.75,3,3.85861,17
BF3_cpmp_16_5_48_20_29_16,1,10.1111,0,5,1.07539,0.3125,2.28571,0.0625,16,0.3625,0.6,5,29,0.5625,2,5.25874,19
BF3_cpmp_16_5_48_20_29_19,1,6.6,0,6,1.20091,0.3125,2.28571,0,16,0.3625,0.6,5,30,625,3,2.69072,12
BF3_cpmp_16_5_48_20_29_20,1,7.3,0,5,0.982846,0.3125,2.28571,0.1875,16,0.3625,0.6,5,29,625,2,4.98096,19
BF3_cpmp_16_5_48_20_29_3,1,6.44444,0,5,0.982846,0.3125,2.28571,0.0625,16,0.3625,0.6,5,29,0.5625,2,3.49956,12
BF3_cpmp_16_5_48_20_29_5,1,8.09091,0,4,0.824786,0.3125,2.28571,0.1875,16,0.3625,0.6,5,29,0.6875,3,5.16024,19
BF3_cpmp_16_5_48_20_29_6,1,9.6,0,4,0.933139,0.3125,2.28571,125,16,0.3625,0.6,5,29,625,3,5.08331,18
BF3_cpmp_16_5_48_20_29_8,1,9.08333,0,4,0.824786,0.3125,2.28571,0.1875,16,0.3625,0.6,5,29,0.75,2,4.78641,18
BF3_cpmp_16_5_48_20_29_9,1,5.5,0,4,0.880631,0.3125,2.28571,0.0625,16,0.3625,0.6,5,29,625,2,2.94109,10
BF4_cpmp_16_5_48_20_36_1,1,8.1,0,4,0.764875,0.3125,2.28571,375,16,0.45,0.6,5,36,625,3,3.7,14
BF4_cpmp_16_5_48_20_36_10,1,10,0,5,0.933139,0.3125,2.28571,375,16,0.45,0.6,5,36,625,4,4.51664,19
BF4_cpmp_16_5_48_20_36_11,1,7,0,5,0.933139,0.3125,2.28571,375,16,0.45,0.6,5,36,625,2,2.93258,13
BF4_cpmp_16_5_48_20_36_13,1,9.3,0,7,1.35023,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,625,3,5.38609,19
BF4_cpmp_16_5_48_20_36_14,1,13.4,0,5,1.11879,0.3125,2.28571,375,16,0.45,0.6,5,36,625,3,5.04381,19
BF4_cpmp_16_5_48_20_36_15,1,9.3,0,6,1.20091,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,625,2,5.9,19
BF4_cpmp_16_5_48_20_36_16,1,12.4,0,4,0.880631,0.3125,2.28571,375,16,0.45,0.6,5,36,625,3,5.0636,19
BF4_cpmp_16_5_48_20_36_17,1,9.7,0,4,0.982846,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,625,3,4.38292,19
BF4_cpmp_16_5_48_20_36_18,1,7.1,0,5,0.933139,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,625,2,4.65725,19
BF4_cpmp_16_5_48_20_36_19,1,9.77778,0,4,1.11879,0.3125,2.28571,0.25,16,0.45,0.6,5,36,0.5625,4,4.02155,18
BF4_cpmp_16_5_48_20_36_2,1,10.4444,0,4,0.933139,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,0.5625,4,4.78681,20
BF4_cpmp_16_5_48_20_36_20,1,10.3636,0,6,1.27775,0.3125,2.28571,0.25,16,0.45,0.6,5,36,0.6875,2,5.26174,18
BF4_cpmp_16_5_48_20_36_3,1,10.0909,0,4,0.933139,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,0.6875,2,5.40125,20
BF4_cpmp_16_5_48_20_36_5,1,6.4,0,8,1.54744,0.3125,2.28571,0.3125,16,0.45,0.6,5,36,625,2,3.87814,14
