@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S2080625895-070.cnf,1,75031,75600,154.5,0.0001,68.1287,0.0003,66.5833,92.6154,0.0004,77.8333,1371.43,308.067,3863,0,17527,3808.6
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1762817022-10.UNSAT.shuffled.cnf,1,6675,6675,27.5001,0.0111,26.9495,0.0933,26.958,27.5001,0.0111,26.9979,9.5164,8.9854,13,10,75,12.8971
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S257485978-084.cnf,1,2343,2343,25.37,0.0431,24.9022,0.0455,25.1176,25.37,0.0456,25.1631,9.8923,8.9041,22,17,110,21.9807
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S1172355929-14.SAT.shuffled.cnf,1,2744,2769,38.434,0.0036,34.658,0.0079,33.687,38.434,0.0095,38.332,20.4265,16.5324,140,129,633,140.333
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1920888253-090.cnf,1,2130,2130,24.2114,0.0441,23.2729,0.05,23.5079,24.2114,0.046,23.6589,8.7154,7.8161,20,16,100,20.0942
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,8079,9344,44.001,0.0001,39.2389,0.0035,40.6912,44.001,0.0024,41.842,45.5847,37.1889,537,515,2574,538.215
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S236776564-037.SATISFIABLE.cnf,1,2662,2662,29.0253,0.0432,27.8081,0.04,28.073,29.0253,0.0451,28.9496,10.7963,9.6553,25,20,125,24.8788
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,6230,6230,25.9134,0.0111,25.6207,0.1,25.6413,25.9134,0.0111,25.862,8.9636,8.6014,12,9,70,12.0504
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1961115887-052.cnf,1,18700,18700,60.3274,0.0117,48.776,0.0318,48.4732,50.9048,0.0117,49.6291,19.5931,20.0629,36,30,220,36
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1494961823-060.cnf,1,2114,2125,31.9698,0.0043,28.3464,0.0102,27.8221,31.9698,0.0123,30.8476,17.4766,14.3831,108,98,488,107.542
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S248192082-054.UNKNOWN.cnf,1,2538,2556,38.2884,0.0016,32.6051,0.0086,32.0491,38.2884,0.0104,34.4952,22.0558,17.357,128,118,582,127.932
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S227954525-082.cnf,1,2202,2210,33.8667,0.0045,29.3443,0.0078,28.6012,33.8667,0.0117,31.4653,18.3676,14.8412,113,104,512,113.096
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1119648091-064.cnf,1,18000,18000,69.4286,0.0136,54.4229,0.0056,53.4894,62.2881,0.0179,58.2034,50.1095,40.7395,172,159,900,172.177
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1,1908,1917,28.8118,0.0052,26.5055,0.0113,26.3316,28.8118,0.0136,27.5872,15.3263,12.4421,98,89,441,97.9555
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S869604189-077.UNKNOWN.cnf,1,2549,2556,38.0201,0.0024,32.2866,0.0068,31.4923,38.0201,0.01,35.5898,23.1834,18.656,130,120,591,130.654
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,6230,6230,26.2427,0.0111,25.8818,0.1,25.9741,26.2427,0.0111,26.2046,8.7181,8.4534,12,9,70,12.1367
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,50088,50400,85.875,0.0001,54.4317,0.0005,53.3846,68.6364,0.0005,60.0357,437.2,228,2554.5,0,11696,2546.45
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1802626390-033.cnf,1,15300,15300,54.9692,0.0117,53.6173,0.0389,54.8552,54.9692,0.0117,54.9692,16.5683,16.5455,29,25,180,29.6766
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1645769281-097.cnf,1,5785,5785,24.6635,0.0111,24.193,0.1077,24.2122,24.6635,0.0111,24.2336,8.5152,8.0183,11,8,65,11.2707
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S139794312-098.cnf,1,16683,16800,50.5474,0.0005,39.2148,0.0015,38.88,43.561,0.0016,42.1509,110.587,73.313,853,819,3902,849.574
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1295462378-089.cnf,1,15300,15300,54.9991,0.0117,53.7805,0.0389,54.1639,54.9991,0.0117,54.9991,16.4436,16.9709,30,25,180,29.7648
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S819692891-023.cnf,1,6675,6675,27.3622,0.0111,26.9987,0.0933,27.0189,27.3622,0.0111,27.3331,9.3947,8.972,13,10,75,12.9642
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,3526,3582,40.717,0.0011,37.6799,0.0064,37.6061,40.717,0.0062,39.7848,26.034,20.2177,205,192,935,204.688
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S419666888-007.cnf,1,1679,1700,26.7879,0.006,24.4973,0.0131,23.986,26.7879,0.0158,26.475,13.6748,11.193,85,76,383,84.9997
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,2545,2556,38.0003,0.0039,32.9793,0.0085,32.1636,38.0003,0.0102,37.2601,20.6966,16.557,130,120,589,130.4
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S285324961-078-UNKNOWN.cnf,1,125223,126000,209,0,82.6888,0.0002,78.4,121.5,0.0002,96.6667,946.5,2758.71,6397.5,6334,29275,5436.86
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S34055288-072.SATISFIABLE.cnf,1,2662,2662,30.7177,0.0417,28.1514,0.04,27.9255,30.7177,0.0452,29.0103,9.7014,8.6685,25,20,125,25.0874
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,2973,2982,42.7725,0.0034,36.4054,0.0073,35.6602,42.7725,0.0087,39.8978,22.5126,17.6738,152,141,688,152.195
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,2545,2556,35.387,0.0024,31.0528,0.0085,30.5273,35.387,0.0101,34.5511,25.5682,20.5025,129,119,589,129.468
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/440/unif-k3-r4.25-v440-c1870-S1112524719-021.cnf,1,1857,1870,25.7599,0.0054,24.1911,0.0141,24.1505,25.7599,0.0141,25.041,15.3033,12.6312,94,85,427,94.2871
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S650356257-052.cnf,1,50039,50400,99,0.0001,58.1435,0.0004,57.4,70.7778,0.0005,65,432.5,234.739,2552.5,2470,11682,2539.22
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S541740666-063-UNKNOWN.cnf,1,20000,20000,72.4333,0.0119,57.1003,0.005,57.0244,63.54,0.0165,60.2143,53.7224,44.5358,191,177,1000,191.279
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S1556473581-06.cnf,1,12000,12000,54.6351,0.019,47.3918,0.0083,47.4557,51.6047,0.0243,49.5149,34.0797,28.0362,115,105,600,115.132
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S317257086-003-UNKNOWN.cnf,1,21250,21250,60.5242,0.0117,48.907,0.028,48.5285,51.8478,0.0117,49.9957,21.7953,22.0776,41,35,250,41.6614
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S943066845-088.UNKNOWN.cnf,1,2328,2343,32.9948,0.0043,29.8472,0.0074,28.9828,32.9948,0.011,31.7656,24.0121,19.2121,118,108,539,118.42
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S321371087-018.cnf,1,1944,1955,31.2547,0.0041,26.9642,0.0089,26.9309,31.2547,0.0134,29.1938,13.1467,11.0115,100,91,448,99.778
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,21250,21250,60.7759,0.0117,49.1892,0.028,48.9554,51.4703,0.0117,50.4589,21.7645,22.3873,41,35,250,41.4119
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S1137823545-077.cnf,1,2284,2295,34.456,0.0044,29.6025,0.0095,29.2184,34.456,0.0113,30.834,19.1984,15.3372,116,106,529,116.618
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S622482268-08-UNKNOWN.cnf,1,4155,4234,44.2421,0.0005,30.6485,0.0045,28.7061,42.5666,0.0053,31.6199,34.7205,26.6429,239,224,1099,237.967
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S38529837-091-UNKNOWN.cnf,1,62631,63000,119.2,0.0001,61.4837,0.0004,60.6154,78.1429,0.0004,72.1667,1004.33,264,3189,0,14668,3198.19
SAT_Competition2007/random/2+p/p0.8/v1665/unif2p-p0.8-v1665-c5178-S1363528912-04-SAT.cnf,1,4888,5177,40.8458,0.0004,33.2674,0.0055,33.0757,40.154,0.004,34.3599,33.5139,26.9339,311,295,1452,311.154
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S688769362-007.cnf,1,2356,2380,34.6383,0.0042,30.1669,0.0092,29.2564,34.6383,0.0112,33.4848,19.7035,16.1215,120,109,542,119.422
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1036996799-006.cnf,1,1607,1615,26.6424,0.0068,23.9264,0.0136,23.6568,26.6424,0.0162,26.1666,12.3751,10.0821,82,74,369,82.6059
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1804335510-002.cnf,1,1603,1615,25.5907,0.0037,22.6141,0.0134,22.4257,25.5907,0.0158,23.3835,12.837,10.7822,83,75,373,83.2452
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1388268034-092.cnf,1,22000,22000,81.3429,0.0109,60.1845,0.0045,60.9375,67.6571,0.0152,63.7692,61.2559,49.3402,210,195,1100,210.352
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S187076430-06.cnf,1,13600,13600,49.9838,0.0117,48.6146,0.0437,49.0618,49.9838,0.0117,49.9838,14.9294,15.0191,26,21,160,26.5309
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S1223878722-065.cnf,1,5785,5785,24.459,0.0111,24.1835,0.1077,24.2144,24.459,0.0111,24.3602,8.4612,7.9626,11,8,65,11.3157
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S116991008-16.SAT.shuffled.cnf,1,2769,2769,30.8393,0.0401,28.7835,0.0385,28.6214,30.8393,0.045,29.5169,10.7459,9.8506,26,21,130,25.9668
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S326477539-068.cnf,1,1600,1615,0,0.0056,0,0.0107,0,0,0.0158,0,12.6361,10.5131,83,74,374,82.7771
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,33418,33600,76.9333,0.0001,50.3385,0.0006,49.2083,59.9787,0.0008,55.0769,277,121.789,1710,1659,7809,1711.66
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S1771223975-021.cnf,1,2343,2343,27.665,0.0427,25.4895,0.0455,25.4502,27.665,0.0455,26.1478,9.1162,8.1174,22,18,110,22.1211
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,41704,42000,86.4,0,53.6791,0.0005,52.6429,66.15,0.0006,60.1622,253.6,167.269,2123.5,2074,9738,2126.19
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S762724712-048.cnf,1,25009,25200,61.8636,0.0002,45.3728,0.0009,45.5143,51.4545,0.0011,48.4333,158.736,99.4483,1265,1238,5839,1275.76
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,2756,2769,39.2316,0.0029,34.4643,0.0079,33.6065,39.2316,0.0095,37.4362,22.002,17.4839,140,129,635,140.279
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1933199449-033.cnf,1,16681,16800,48.549,0.0004,39.3422,0.0015,38.8409,44.1731,0.0016,41.8947,109.254,67.3684,849,823,3890,850.421
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v400-c34000-S927774663-037-UNKNOWN.cnf,1,34000,34000,66.4595,0.0117,59.1003,0.0175,59.2024,64.1786,0.0117,61.6512,33.0777,33.3432,66,57,400,65.4719
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1504426817-07.UNSAT.shuffled.cnf,1,6230,6230,26.034,0.0111,25.6399,0.1,25.5223,26.034,0.0111,25.9457,8.8318,8.501,12,9,70,12.1
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1885965779-049.UNKNOWN.cnf,1,2545,2556,36.1555,0.0039,32.3445,0.0085,31.7767,36.1555,0.0102,35.9624,23.9601,18.9474,129,118,587,129.004
SAT_Competition2007/random/OnTreshold/3SAT/v650/unif-k3-r4.261-v650-c2769-S2127524023-19.UNSAT.shuffled.cnf,1,2756,2769,38.7496,0.0029,33.4337,0.0079,31.8921,38.7496,0.0094,37.0847,25.3073,19.8507,140,128,636,139.454
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1210495375-04.SAT.shuffled.cnf,1,1704,1704,20.3757,0.0452,19.6943,0.0625,19.601,20.3757,0.0462,19.9456,7.6478,6.7779,16,12,80,16.2299
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S74035269-088.cnf,1,11900,11900,45.2354,0.0117,44.1913,0.05,44.5688,45.2354,0.0117,45.2354,13.3066,13.2656,23,19,140,23.4002
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1209647106-12-SAT.cnf,1,3771,4026,51.4778,0.0005,40.0949,0.0063,38.6126,51.4778,0.0054,50.38,23.5312,20.4183,238,223,1105,238.78
SAT_Competition2007/random/LargeSize/5SAT/v600/unif-k5-r20-v600-c12000-S883927618-10.cnf,1,12000,12000,56.7288,0.0183,47.2969,0.0083,47.0805,51.9211,0.0243,49.4054,33.3269,28.3045,115,104,600,115.445
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S956556686-037.cnf,1,15300,15300,53.9182,0.0117,52.9384,0.0389,53.6216,53.9182,0.0117,53.9182,16.6381,16.9196,30,24,180,29.9879
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1405262666-07.UNSAT.shuffled.cnf,1,2769,2769,30.5716,0.0426,28.5258,0.0385,28.7221,30.5716,0.0449,29.3623,10.7706,9.7574,26,21,130,25.8615
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1448866403-060.cnf,1,1522,1530,24.9711,0.0066,22.5784,0.0142,22.5216,24.9711,0.0167,24.0076,14.1006,11.6677,78,70,353,77.9345
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/520/unif-k3-r4.25-v520-c2210-S1161147107-031.cnf,1,2199,2210,34.1042,0.0045,29.3782,0.0098,28.3382,34.1042,0.0117,32.2337,15.6644,12.7778,113,103,509,113.564
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,7120,7120,29.272,0.0111,28.744,0.0875,29.0377,29.272,0.0111,29.272,9.5942,9.3559,14,10,80,13.822
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S873866006-055.UNKNOWN.cnf,1,3195,3195,34.3927,0.041,31.877,0.0333,31.9076,34.3927,0.0439,33.1243,12.302,11.2339,30,24,150,29.8031
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1191693850-19.SAT.shuffled.cnf,1,2556,2556,28.4526,0.0426,26.9257,0.0417,26.985,28.4526,0.0452,27.5126,9.9023,8.9762,24,19,120,24.0247
SAT_Competition2007/random/OnTreshold/3SAT/v500/unif-k3-r4.26-v500-c2130-S1965764400-19.SAT.shuffled.cnf,1,2114,2130,32.8826,0.0047,28.8987,0.0103,28.2496,32.8826,0.0125,28.2996,15.8344,12.7071,107,97,484,107.186
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1846644927-079.SATISFIABLE.cnf,1,6230,6230,26.0076,0.0111,25.5802,0.1,25.8168,26.0076,0.0111,25.8362,8.8539,8.5122,12,9,70,12.0523
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/180/unif-k7-r85-v180-c15300-S1049921489-034.cnf,1,15300,15300,54.7061,0.0117,52.991,0.0389,54.0014,54.7061,0.0117,54.7061,15.902,16.4579,30,25,180,29.8896
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S942666749-061-UNKNOWN.cnf,1,25500,25500,56.5655,0.0117,51.4335,0.0233,51.6053,54.633,0.0117,52.4272,26.2527,26.5953,49,42,300,49.6233
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,2113,2125,32.5,0.0047,28.641,0.0082,27.9867,32.5,0.0124,31.6962,16.2457,13.1613,108,98,487,108.096
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S411047518-16.cnf,1,16000,16000,62.5,0.015,52.8933,0.0063,52.7727,57.5532,0.0196,54.9365,44.9287,36.0322,154,140,800,154.041
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1178729443-051.cnf,1,13600,13600,49.7362,0.0117,48.6544,0.0437,48.3502,49.7362,0.0117,49.4933,14.8985,15.2701,27,21,160,26.4019
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1632870961-099.SATISFIABLE.cnf,1,3195,3195,33.511,0.0401,31.7502,0.0333,31.6861,33.511,0.0439,33.1266,11.9307,10.8596,30,25,150,29.6547
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S171669125-021.SATISFIABLE.cnf,1,2964,2982,42.511,0.004,36.8759,0.0073,35.9634,42.511,0.0089,41.1594,20.3647,16.3695,152,140,683,151.355
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S945664020-055-UNKNOWN.cnf,1,20000,20000,72,0.0123,57.5182,0.005,57.2571,65.6579,0.0165,60.8438,54.0394,43.5751,191,177,1000,190.729
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,16693,16800,50.1379,0.0002,40.0623,0.0013,39.5741,45.3359,0.0016,42.4773,109.189,71.2547,854,824,3902,854.67
SAT_Competition2007/random/LargeSize/7SAT/v160/unif-k7-r85-v160-c13600-S679764311-04.cnf,1,13600,13600,50.4649,0.0117,48.933,0.0437,49.5702,50.4649,0.0117,50.4649,14.9354,15.3153,26,22,160,26.4924
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v150-c12750-S93401285-051-UNKNOWN.cnf,1,12750,12750,47.4946,0.0117,46.691,0.0467,46.9607,47.4946,0.0117,47.4946,14.1663,14.3452,25,20,150,24.6778
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S1750991629-037.cnf,1,2372,2380,34.9513,0.0038,30.6666,0.0091,29.7593,34.9513,0.0108,34.0878,22.2431,17.4679,121,111,551,121.436
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,2540,2556,32.7559,0.0039,31.3513,0.0068,31.283,32.7559,0.0101,31.7172,19.6305,16.0063,131,120,589,130.748
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S2100934911-025.cnf,1,25052,25200,61.9091,0.0002,44.3522,0.0009,43.3922,52.1,0.001,48.5862,194.953,103.673,1283,1257,5862,1275.62
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S3662714-068-UNKNOWN.cnf,1,15000,15000,62.4273,0.0145,51.8328,0.0067,51.4493,56.5984,0.0207,53.9672,43.9566,37.4472,143,130,750,143.586
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1986560013-06.cnf,1,54224,54600,115.5,0.0001,58.4051,0.0005,56.75,74.6667,0.0005,65.4231,862,216.706,2758,2713,12646,2761.35
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S29470018-050.UNKNOWN.cnf,1,2742,2769,36.7992,0.0036,33.7292,0.0079,32.8909,36.7992,0.0096,36.769,24.435,19.2663,139,127,630,138.419
