@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0223,1.7163
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.0002,0.2369,3.4492
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0028,0.2424,2.2046
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0,0.1929,3.3525
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0,0.2564,3.4323
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0,0.2452,3.1127
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0,0.1582,2.1335
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0,0.4212,4.1327
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0,0.4943,3.2353
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0,0.0405,1.1936
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0,0.2062,3.3927
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0,0.1897,2.8613
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0,0.0735,1.9442
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0,0.3796,2.4475
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0,0.185,2.4951
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0,0.091,1.6293
SAT_RACE2008/mizh-md5-48-2.cnf,1,0,0.0205,0.9713
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0,0.0207,0.9811
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0,0.0823,0.9825
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0,0.1888,2.8031
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0,0.0899,1.6402
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0,0.3423,2.0392
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0,0.1837,3.1934
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0,0.436,3.111
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0,0.1333,2.2022
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0,0.2256,2.9439
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0,0.2912,3.9885
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.5142,4.0378
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0036,0.2482,2.275
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0,0.1969,2.8303
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0,0.3644,4.2382
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0,0.0189,0.8221
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0002,0.225,3.69
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0,0.0877,1.47
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0,0.229,3.2103
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0,0.2634,2.8392
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0,0.4314,3.997
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0,0.0096,0.9854
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0,0.1626,3.001
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0,0.1719,2.6279
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0,0.2618,2.8471
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,0,0.1796,2.3336
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.1408,0.0023,0.0896
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0,0.2298,2.8687
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0,0.5096,4.249
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0,0.2447,3.0893
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0032,0.3724,1.2131
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,0,0.1798,2.5283
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0,0.1842,2.3826
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0,0.0207,0.9795
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0,0.0823,0.9825
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.0014,0.3856,3.9796
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,0,0.1808,2.9328
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0,0.2668,2.8563
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,0,0.2652,2.8925
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0,0.0749,1.9997
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,0,0.061,1.6455
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0,0.339,1.2856
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0,0.4033,4.2559
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,0,0.1691,3.0732
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0,0.1649,2.3703
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0003,0.1709,2.0042
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0,0.0883,1.3426
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0,0.5811,4.2511
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0,0.1577,2.7559
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,0,0.0696,1.9873
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,0,0.2093,3.2062
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0,0.135,2.4849
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0,0.3406,1.3576
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,0,0.1436,2.1508
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0,0.0755,2.0227
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0,0.1895,2.5225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,0,0.1641,2.2843
SAT-Race-2010-CNF/software-verification/post/zfcp.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h32-unknown.cnf,1,0,0.4036,4.2532
SAT_Competition2011/SAT04/industrial/velev/pipe-sat-1-1/12pipe_bug4_q0.used-as.sat04-723.cnf,1,0,0.5132,4.0386
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0,0.4212,4.1327
SAT_RACE2006/SAT-Race_TS_2/schup-l2s-s04s2-09.cnf,1,0,0.1714,3.0137
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl128.cnf,1,0.0001,0.0765,1.6358
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0,0.4832,4.1237
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.0017,0.3252,1.7343
SAT_RACE2008/anbul-part-10-13-s.cnf,1,0,0.2668,2.8563
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f7idw.cnf,1,0,0.1818,2.7419
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.0-9.cnf,1,0,0.5357,4.2416
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.0001,0.4269,1.6665
SAT_RACE2006/SAT-Race-Benchmarks/schup-l2s-guid-1-k56.cnf,1,0,0.1512,2.7501
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11813.cnf,1,?,?,?
SAT-Race-2010-CNF/hardware-verification/velev/12pipe_q0_k.cnf,1,0,0.5084,3.8899
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0,0.2048,2.2303
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0,0.2398,3.1308
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0,0.3848,2.1455
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-ss-8.cnf,1,0,0.19,1.76
SAT_Competition2011/SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0,0.1761,2.9427
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-08.cnf,1,0,0.0932,2.2492
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_14-k45.cnf,1,0,0.1528,2.9239
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray08_32.cnf,1,0,0.0612,1.6874
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-15-u.cnf,1,0,0.265,2.9107
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.0001,0.1478,2.8663
SAT_RACE2008/ibm-2002-22r-k60.cnf,1,0,0.1847,3.4105
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.3978,4.037
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.0078,0.3733,1.1107
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray02_32.cnf,1,0,0.065,1.7069
SAT_RACE2008/cmu-bmc-longmult15.cnf,1,0,0.0884,2.2025
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-04.cnf,1,0,0.1195,2.6901
SAT_RACE2008/schup-l2s-motst-2-k315.cnf,1,0.0003,0.1771,2.5402
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-15.cnf,1,0,0.025,1.0516
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-113.cnf,1,0.0001,0.1879,3.0866
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0,0.247,3.0708
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0,0.0755,2.0227
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_34.cnf,1,0.6875,0.5274,0.2903
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_13_UNSAT.cnf,1,0,0.2698,2.5287
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-sat-1.0-b7.cnf,1,0,0.5811,4.251
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0,0.3308,4.1162
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-01.cnf,1,0.0001,0.2402,3.4414
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c10nidw_s.cnf,1,0,0.1711,2.621
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-sha0-35-03.cnf,1,0,0.0194,0.846
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0,0.1827,2.3661
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1,0.0001,0.1882,2.3196
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7nidw.cnf,1,0,0.1754,2.8706
SAT-Race-2010-CNF/hardware-verification/ibm/2004_rb10Sd.k85.cnf,1,0,0.1796,3.3577
SAT_Competition2007/industrial/industrial/grieu/vmpc_24.cnf,1,0.6857,0.5229,0.3614
SAT-Race-2010-CNF/mixed/palacios/sortnet-8-ipc5-h19-sat.cnf,1,0,0.249,3.7986
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0,0.2674,2.8797
SAT-Race-2010-CNF/hardware-verification/manolios/c8n_i.cnf,1,0,0.1901,3.1199
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0,0.3076,2.9827
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0,0.0664,1.9771
SAT_Competition2011/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-12.cnf,1,0,0.025,1.0549
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0,0.4272,2.5393
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-10-5p0.cnf,1,0,0.2424,2.8573
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.2176,0.0026,0.1093
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-5-15-s.cnf,1,0,0.2476,3.058
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN.cnf,1,0,0.3406,1.2974
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_13_UNKNOWN.cnf,1,0.0003,0.2524,2.4184
SAT_RACE2008/een-tip-sat-vis-eisen.cnf,1,0.0008,0.1359,3.028
SAT_RACE2006/SAT-Race_TS_1/hoons-vbmc-s04-07.cnf,1,0,0.4118,1.7183
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6idw_s.cnf,1,0,0.1755,2.9195
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-c7bidw_i.cnf,1,0,0.1711,2.9052
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-c10nidw.cnf,1,0,0.171,2.6359
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-48-01.cnf,1,0,0.0205,0.971
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-f9b.cnf,1,0,0.198,2.9372
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1,0,0.1827,2.3661
SAT_RACE2008/ibm-2004-3_02_3-k95.cnf,1,0.0003,0.1581,3.1708
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0,0.3497,4.2244
SAT_RACE2008/post-cbmc-aes-d-r1.cnf,1,0,0.0985,2.432
SAT_RACE2006/SAT-Race_TS_1/schup-l2s-s04-abp4.cnf,1,0.0006,0.1741,2.8668
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-13-s100.cnf,1,0,0.1828,2.3578
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h34-unknown.cnf,1,0,0.4063,4.2552
