@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC

@DATA
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v2640c305320g2.cnf,1,678.316,0.1908,0,0,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,7.7257,0.4293,0.0415,0.0415,0.0414
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-127-100.cnf,1,1.0934,0,0.3237,0.3225,0.3157
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,10.967,0.3961,0.0001,0,0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-rand3bip-unsat-120-3.sat05-2340.reshuffled-07.cnf,1,3.1834,0,0.3832,0.3831,0.3831
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,1.7708,1.8677,0.4741,0.4335,0.372
SAT_Competition2009/CRAFTED/sgi/satsgi-n28himBHm30-p0-q333.cnf,1,5.2557,0.0847,0.0218,0.0216,0.0215
SAT_Competition2009/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,1,37.1034,0.8881,0.0256,0.0142,0.0031
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes8.cnf,1,26.47,0.2638,0,0,0
SAT_Competition2007/crafted/spence/medium/s69-100.cnf,1,1.0437,0,0.3177,0.3132,0.3095
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd001.sat05-3419.reshuffled-07.cnf,1,20.4406,1.8528,0.4983,0.4841,0.0078
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,37.4176,0.2317,0,0,0
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g8.cnf,1,38.3819,0.2772,0,0,0
SAT_Competition2009/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,1,34.1775,0.9584,0.0289,0.0168,0.004
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,1196.89,0.5853,0.3482,0.2671,0.1964
SAT_Competition2009/CRAFTED/Hard/contest04/others/CompositeRSA576.sat05-509.reshuffled-07.cnf,1,25940,0.6615,0.5,0.5,0.3798
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,1.0778,0.6438,0.0001,0.0001,0.0001
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,22.4579,0.2764,0,0,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-030.sat05-1307.reshuffled-07.cnf,1,6.6269,0.0975,0,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,15.6859,0.3319,0,0,0
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,332.134,1.3288,0.0693,0.0352,0.008
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-02-S178568232.sat05-479.reshuffled-07.cnf,1,11.3172,0,0.0384,0.0369,0.0223
SAT_Competition2009/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,114.661,0.8605,0.0249,0.0003,0.0001
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,4.2344,0.1663,0,0,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,1.4118,0.0921,0.0408,0.0406,0.0404
SAT_Competition2009/CRAFTED/sgi/satsgi-n22himBHm25-p0-q229.cnf,1,0.0009,0.0961,0.0623,0.0623,0.0623
SAT_Competition2011/SAT09/CRAFTED/modcircuits/mod4block_3vars_7gates.cnf,1,12.761,1.3963,0.4602,0.1594,0.0028
SAT_Competition2007/crafted/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf,1,18.0425,1.3966,0,0,0
SAT_Competition2011/SAT11/crafted/manthey/sudoku-single-hard/sudoku_81x81_unknown.cnf,1,796.235,0.2315,0.0034,0.0031,0.0027
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n180-s33098896-unsat.cnf,1,1.1199,0,0.3253,0.3238,0.3217
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-220-1.sat05-2173.reshuffled-07.cnf,1,12.1606,0,0.042,0.042,0.042
SAT_Competition2009/CRAFTED/edgematching/all/em_12_2_4_all.cnf,1,50.1111,0.6289,0.0013,0.0003,0.0002
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-230-100.cnf,1,4.5414,0.4506,0.2295,0.2295,0.2295
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,8.0027,0.6419,0.0001,0.0001,0.0001
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,19.1633,1.1172,0.1492,0.0218,0.0119
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,48.7458,2.039,0.499,0.4958,0.4719
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-035-034.sat05-1235.reshuffled-07.cnf,1,3.0495,0.1382,0.0099,0.0099,0.0098
SAT_Competition2011/SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0.0043,0,0.4988,0.4988,0.4988
SAT_Competition2009/CRAFTED/ramseycube/Q3inK09.cnf,1,0,0,0.4997,0.4997,0.4997
SAT_Competition2009/CRAFTED/Medium/contest05/others/QG7a-gensys-brn004.sat05-3669.reshuffled-07.cnf,1,47.6222,2.0383,0.499,0.496,0.4733
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-12.sat05-2587.reshuffled-07.cnf,1,1.006,0.251,0.3791,0.3741,0.3677
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.0061,0.676,0.003,0.003,0.003
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,1.0954,0,0.3231,0.3223,0.3157
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1,33.0045,0.6243,0,0,0
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i8_pp.cnf,1,526.259,1.3044,0.0684,0.0296,0.0057
SAT_Competition2007/crafted/Hard/contest05/phnf/phnf-size10-exclusive-philo.used-as.sat04-988.sat05-4195.reshuffled-07.cnf,1,4261,0.6075,0.1626,0.0576,0.007
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,8.6,0.204,0.1075,0.1057,0.1041
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-103-100.cnf,1,1.0854,0,0.3218,0.3208,0.3151
SAT_Competition2007/crafted/Hard/contest05/others/strips-gripper-12t22.sat05-1151.reshuffled-07.cnf,1,13.2162,0.8029,0.0095,0.0003,0.0001
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,4.976,0.4506,0.2295,0.2295,0.2295
SAT_Competition2009/CRAFTED/edgematching/all/em_7_3_6_all.cnf,1,31.0232,0.8464,0.0326,0.0248,0.0001
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-equilarge_m3.used-as.sat04-900.sat05-4186.reshuffled-07.cnf,1,3336,0.6441,0,0,0
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,8.9409,0.2162,0.0037,0.0034,0.0032
SAT_Competition2007/crafted/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,2.6713,0.0118,0.1109,0.1109,0.1109
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2.cnf,1,404.786,1.2705,0.4941,0.4918,0.111
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,24.0107,1.7352,0.4979,0.4867,0.0232
SAT_Competition2007/crafted/spence/hard/s109-100.cnf,1,1.0821,0,0.3222,0.3207,0.3148
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,31.8182,0.2926,0.3382,0.3375,0.3358
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn006.shuffled-as.sat05-3846.cnf,1,51.5333,2.135,0.499,0.496,0.4785
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,44.5799,0.8658,0.1309,0.1204,0.0275
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_9gates_u2_autoenc.cnf,1,8.743,1.3499,0.0073,0.0021,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,21.2834,0.8401,0.1226,0.1069,0.0955
SAT_Competition2011/SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,5.7261,1.2332,0.0485,0.0283,0.0246
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes4.cnf,1,28.1943,0.2642,0,0,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,5.567,0.4506,0.2295,0.2295,0.2295
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p30-s59841049.cnf,1,45.9508,0.1366,0,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_507.cnf,1,22.8658,0.3211,0,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,20.5948,0.2994,0,0,0
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,1.0496,0,0.3183,0.3176,0.3114
SAT_Competition2009/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,1250.95,1.0009,0.2606,0.0828,0.0496
SAT_Competition2009/CRAFTED/sgi/sgi-difficult7.cnf,1,9.0986,0.1255,0.0016,0.0009,0.0004
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1,1028.5,0.2041,0,0,0
SAT_Competition2009/CRAFTED/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,11953,0.5748,0.4073,0.1951,0.0185
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,20.1382,1.1172,0.1492,0.0218,0.0119
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p15-s59317012.cnf,1,21.6788,0.2492,0,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,61.0645,0.1939,0,0,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-85-100.cnf,1,1.0606,0,0.3204,0.3188,0.3124
SAT_Competition2007/crafted/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,6,0.1662,0.0044,0.0044,0.0044
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-6-9-unsat.cnf,1,1.0542,0.5147,0.2859,0.2859,0.2859
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,147.443,1.1278,0.0029,0.0011,0.0006
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,2.6621,0.4506,0.2295,0.2295,0.2295
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_12_2_4_fbc.cnf,1,973.188,1.1396,0.0018,0.001,0.0006
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-7x6.cnf,1,0,0.8158,0.3528,0.3528,0.3528
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,71.9871,0.483,0.0084,0.001,0.0001
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,3.0255,0.4506,0.2295,0.2295,0.2295
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g5.cnf,1,87.5161,0.1973,0,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g5.cnf,1,24.5152,0.2767,0,0,0
SAT_Competition2007/crafted/Medium/contest05/sabharwal/unsat-logistics-rotate-09t5.sat05-1139.reshuffled-07.cnf,1,65.0606,0.2053,0.0073,0.0038,0.0001
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,12.9561,0,0.042,0.042,0.042
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,13.9857,0.1742,0,0,0
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1,785.647,0.1235,0,0,0
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,58.5096,0.6183,0,0,0
SAT_Competition2009/CRAFTED/ramseycube/Q3inK10.cnf,1,0.0199,0,0.4988,0.4988,0.4988
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen7-n390-01-S248216171.sat05-478.reshuffled-07.cnf,1,11.0129,0,0.0383,0.037,0.0223
SAT_Competition2007/crafted/Hard/contest04/others/Composite-048BitPrimes-0.sat05-503.reshuffled-07.cnf,1,285.04,0.6873,0.0906,0.0505,0.0234
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-a-clqcolor-16-10-11.sat05-1253.reshuffled-07.cnf,1,2.4844,0.6664,0.1601,0.0828,0.0193
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,47.7517,2.0261,0.499,0.496,0.4729
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-sat-gt-040.sat05-1297.reshuffled-07.cnf,1,26.2072,0.0748,0,0,0
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1,28.1468,0.2616,0,0,0
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,2.9953,1.0423,0.0656,0.0613,0.0071
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,28.0813,0.3102,0,0,0
SAT_Competition2009/CRAFTED/rbsat/crafted/unforced/rbsat-v1375c111739g6.cnf,1,36.3333,0.2365,0,0,0
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-2.sat05-2249.reshuffled-07.cnf,1,14.1988,0,0.042,0.042,0.042
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,14.753,1.518,0.0516,0.0129,0.0094
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,54.9935,0.1547,0,0,0
SAT_Competition2007/crafted/Difficult/contest05/others/sgp_6-6-10.sat05-2670.reshuffled-07.cnf,1,7653,0.6855,0.05,0.0356,0.0128
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-016-015.sat05-1230.reshuffled-07.cnf,1,1.0776,0.2678,0.0443,0.0437,0.0431
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,1240.12,1.0009,0.2606,0.0828,0.0496
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,18.7869,0.3603,0,0,0
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_3-dir.sat05-440.reshuffled-07.cnf,1,15.2202,0.1468,0,0,0
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,26.2926,0,0.0402,0.035,0.0296
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g6.cnf,1,91.0909,0.2362,0,0,0
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1,23.801,0.3384,0,0,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,52.6766,2.148,0.499,0.4958,0.4765
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,26.6925,0.7996,0.1103,0.1002,0.0882
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,27.8553,0.267,0,0,0
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1,3.3809,0.4506,0.2295,0.2295,0.2295
