@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_08_UNSAT.cnf,1,0.0189,0.0096,0.0068,?,?,3827,0.0054,0.0037,0.523,0.8582
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0042,0.002,0.0039,0.136,0.0091,1070,0.0331,0.0601,0.1333,0.3974
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.0011,0.0006,0.0007,?,?,0,0.0397,0,0.2399,0.6672
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c6nidw_i.cnf,1,0.0067,0.0027,0.007,?,?,452,0.079,0.1544,0.0395,0.1376
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-17-s.cnf,1,0.0001,0.0001,0.0001,0.1404,0.0276,50,0.0148,0,0.1134,0.4581
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f10ni.cnf,1,0.0034,0.0016,0.0019,?,?,395,0.0721,0,0.0328,0.1732
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.0197,0.0127,0.0045,?,?,0,0.1651,0.2087,0.0599,0.415
SAT_RACE2008/velev-vliw-uns-4.0-9-i1.cnf,1,0.0187,0.0094,0.0103,?,?,0,0.0854,0,0.4196,0.6553
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1,0.0001,0.0001,0.0001,0.1636,0.029,389,0.0169,0,0.242,0.8221
SAT_RACE2008/post-cbmc-aes-d-r2.cnf,1,0.017,0.0007,0.0012,?,?,498,0.2,0.0085,0.0446,0.1511
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_11_UNSAT.cnf,1,0.0114,0.0058,0.0038,?,?,1574,0.0052,0.0113,0.525,0.7107
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_5_keyfind_1.cnf,1,0.0091,0.0035,0.004,0.3155,0.1679,2864,0.0682,0.0388,0.2151,0.5211
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h29-unknown.cnf,1,0.0055,0.0052,0.0047,?,?,0,0.1515,0.0112,0.371,0.8209
SAT-Race-2010-CNF/mixed/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.0052,0.005,0.0072,0.2707,0.015,969,0.0486,0.0288,0.2279,0.9878
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-17-u.cnf,1,0,0,0,?,?,0,0.0157,0,0.1908,0.7251
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/dated-5-11-u.cnf,1,0.0002,0.0002,0.0002,0.1626,0.027,1368,0.0158,0.7999,0.1904,0.7511
SAT_Competition2011/SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w8.shuffled.cnf,1,0.002,0.0013,0.0035,?,?,2753,0.0122,0.1183,0.2755,0.3445
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-400.cnf,1,0.0004,0.0002,0.0004,0.2519,0.0446,703,0.0618,0.1426,0.033,0.1064
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,0.0926,0.076,0.0187,?,?,164,0.071,0.0056,0.3346,0.6817
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.0162,0.0057,0.0112,?,?,266,0.0477,0.0238,0.1805,0.4779
SAT_Competition2011/SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k80.cnf,1,0.0069,0.0023,0.0039,?,?,349,0.0691,0.0337,0.3452,0.4666
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom15.cnf,1,0.0053,0.0019,0.0071,?,?,2483,0.1022,0.1335,0.0869,0.33
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0.0011,0.0006,0.0007,?,?,0,0.0244,0.0779,0.2765,0.4627
SAT_RACE2008/babic-dspam-vc973.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-26r-k45.cnf,1,0.0021,0.002,0.0043,?,?,41,0.038,0,0.023,0.0789
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_12_UNKNOWN.cnf,1,0.0125,0.0064,0.0056,?,?,785,0.0066,0.0071,0.5761,0.815
SAT_RACE2008/ibm-2004-29-k25.cnf,1,0.0044,0.0018,0.0032,0.188,0.0111,952,0.0348,0.2019,0.1162,0.3433
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-03.cnf,1,0.0631,0.0484,0.0558,?,?,0,0.1201,0.0753,0.1153,0.3903
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.0001,0.0001,0.0001,0.1438,0.027,75,0.0151,0,0.1376,0.4178
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top22.cnf,1,0.0043,0.0015,0.0035,?,?,1693,0.0813,0.017,0.0958,0.3239
SAT-Race-2010-CNF/software-verification/nec/hard-11-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-50-h49-unsat.cnf,1,0.0057,0.0055,0.0023,?,?,0,0.1419,0,0.3169,0.594
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-18-step15.cnf,1,0.0009,0.0009,0.0009,?,?,0,0.1654,0,0.3823,0.58
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-15.cnf,1,0.011,0.01,0.0105,?,?,1309,0.039,0,0.0607,0.2122
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7_i.cnf,1,0.0187,0.0097,0.0127,0.1897,0.0219,1325,0.072,0.0158,0.1162,0.6503
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6nid.cnf,1,0.0022,0.0011,0.0022,?,?,359,0.0749,0.0381,0.0386,0.1431
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-15.cnf,1,0.0112,0.0079,0.0074,0.2817,0.0044,931,0.0377,0.115,0.0796,0.5146
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L100_coli.sat.cnf,1,0.0016,0.0012,0.0031,?,?,197,0.0613,0.4724,0.0231,0.0778
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.0011,0.0011,0.0019,?,?,113,0.0776,0.4594,0.5622,0.7171
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1033.cnf,1,0.0272,0.0039,0.0066,?,?,289,0.061,0.0589,0.0492,0.1636
SAT_RACE2008/mizh-md5-48-2.cnf,1,0.0005,0.0002,0.0002,0.2765,0.1053,366,0.0312,0.0809,0.0356,0.0898
SAT_RACE2006/SAT-Race_TS_2/miza-sr06-md5-47-03.cnf,1,0.0005,0.0002,0.0002,0.2768,0.1026,254,0.0312,0.1137,0.0309,0.0934
SAT-Race-2010-CNF/software-verification/babic/dspam_dump_vc972.cnf,1,0.0023,0.0009,0.0008,?,?,1219,0.0521,0,0.0093,0.0401
SAT_RACE2008/manol-pipe-f7nidw.cnf,1,0.0018,0.001,0.0015,?,?,358,0.0758,0,0.0258,0.1334
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12070.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc909.cnf,1,0.0562,0.0161,0.0195,?,?,310,0.0657,0.1577,0.0508,0.5619
SAT_RACE2006/SAT-Race_TS_1/narai-vpn-10s.cnf,1,0.0127,0.0038,0.0089,?,?,0,0.3134,0,0.4478,0.4843
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.0048,0.0016,0.0032,?,?,495,0.0751,0.2176,0.0683,0.1772
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step15.cnf,1,0.0008,0.0008,0.0008,?,?,45,0.0865,0,0.4034,0.7489
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/icbrt/icbrt1_32.cnf,1,0.0197,0.0093,0.0172,0.1296,0.0046,2799,0.0338,0.0106,0.1577,0.95
SAT-Race-2010-CNF/mixed/diagnosis/UCG-20-10p1.cnf,1,0.0001,0,0.0001,?,?,13,0.0191,0,0.1322,0.4044
SAT_Competition2011/SAT07/industrial/babic/hsatv17/hsat_vc12062.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_RACE2008/velev-vliw-uns-2.0-iq1.cnf,1,0.0345,0.0179,0.0392,?,?,93,0.0514,0.0214,0.288,0.5646
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0.0043,0.0011,0.0033,?,?,0,0.0967,0,0.1339,0.2373
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_12_UNKNOWN.cnf,1,0.0123,0.0063,0.005,?,?,1287,0.0068,0.0076,0.571,0.797
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0.0034,0.0016,0.0019,?,?,289,0.0721,0,0.0307,0.1224
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l05-ipc5-h27-unknown.cnf,1,0.0082,0.0076,0.0059,?,?,0,0.1632,0.0052,0.4208,0.8641
SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0005,0.0002,0.0002,0.2547,0.0887,310,0.0308,0.391,0.0354,0.1206
SAT_Competition2011/SAT_RACE06/ibm-2002-21r-k95.cnf,1,0.0007,0.0003,0.0007,?,?,1071,0.0311,0,0.0232,0.098
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate032.cnf,1,0.0072,0.0034,0.0054,0.1488,0.0101,3032,0.0347,0.0268,0.1011,0.4831
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11803.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT-Race-2010-CNF/software-verification/nec/hard-18-U-10652.cnf,1,0.0026,0.0008,0.003,?,?,0,0.0879,0,0.2429,0.4255
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-17-u.cnf,1,0.0001,0,0.0001,0.1488,0.0309,0,0.0158,0,0.1319,0.4467
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-uns-1.1-7.cnf,1,0.0118,0.0028,0.008,?,?,582,0.1218,0.0217,0.2015,0.5065
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0061,0.0007,0.0011,?,?,546,0.0687,0.0274,0.2362,0.4031
SAT_Competition2007/industrial/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.0144,0.0109,0.0117,?,?,0,0.0902,0,0.1453,0.4489
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10nid_s.cnf,1,0.0074,0.0037,0.0042,?,?,198,0.0759,0,0.0196,0.0498
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-10-19-u.cnf,1,0,0,0,?,?,0,0.0156,0,0.2407,0.7407
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-28-s100.cnf,1,0.0019,0.0015,0.002,0.173,0.0187,0,0.033,0.0316,0.2237,0.6249
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.002,0.0013,0.0035,?,?,2753,0.0123,0.0025,0.2631,0.3274
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-15-5p0.cnf,1,0.0001,0.0001,0.0001,?,?,18,0.0194,0,0.1521,0.5147
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.0-08.cnf,1,0.0132,0.0074,0.0105,?,?,65,0.069,0,0.2314,0.5476
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-5-19-s.cnf,1,0.0001,0,0.0001,?,?,53,0.0149,0,0.103,0.3928
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.0163,0.0162,0.0013,?,?,1024,0.0103,0,0.267,0.6859
SAT_RACE2008/schup-l2s-bc56s-1-k391.cnf,1,0.0003,0.0002,0.0006,?,?,0,0.1023,0,0.0631,0.2616
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.0018,0.0015,0.0021,0.1729,0.0184,0,0.033,0.2117,0.2486,0.6306
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0005,0.0002,0.0002,0.2768,0.1053,380,0.0312,0.0316,0.0335,0.0808
SAT_RACE2008/babic-dspam-vc1080.cnf,1,?,?,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc972.cnf,1,0.0023,0.0009,0.0008,?,?,0,0.0543,0,0.0117,0.1051
SAT_RACE2006/SAT-Race_TS_1/velev-fvp-sat-3.0-07.cnf,1,0.0022,0.0012,0.0107,?,?,9,0.1745,0,0.1954,0.388
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6ni_s.cnf,1,0.0066,0.003,0.0067,?,?,453,0.0793,1.1038,0.0455,0.1576
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.0001,0,0.0001,0.1556,0.0277,223,0.0161,0,0.2077,0.7596
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/partial-5-15-u.cnf,1,0.0001,0,0.0001,0.1532,0.0246,211,0.0164,0,0.1808,0.7452
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.9.unsat.cnf,1,0.0096,0.0072,0.0104,0.2754,0.0272,3329,0.0512,0.0368,0.2912,0.9841
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-22.cnf,1,0.0022,0.0008,0.0014,?,?,1239,0.037,0.013,0.081,0.6718
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.0004,0.0004,0.0005,?,?,0,0.1553,0,0.3609,0.398
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0.0056,0.0053,0.0044,?,?,0,0.1511,0.0158,0.324,0.7954
SAT_Competition2007/industrial/industrial/palacios/medium/cube-9-h11-sat.cnf,1,0.0187,0.0138,0.0152,?,?,0,0.0748,0,0.1641,0.7542
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.0041,0.0017,0.0044,?,?,428,0.0609,0.078,0.2039,0.8738
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0406,0.0091,0.0104,?,?,139,0.0507,0.3709,0.0551,0.2383
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsrotate/countbitsrotate128.cnf,1,0.0017,0.0008,0.0012,?,?,0,0.033,0,0.057,0.1448
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-01.cnf,1,0.0065,0.0043,0.0053,?,?,0,0.0465,0,0.0015,0.0015
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/emptyroom-4-h21-unsat.cnf,1,0.0115,0.0095,0.0103,?,?,919,0.0676,0.0603,0.1251,0.6974
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-03.cnf,1,0.0236,0.0118,0.0171,0.2235,0.006,2230,0.0578,0.0321,0.139,0.6596
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-f6b.cnf,1,0.0112,0.0056,0.0099,?,?,1142,0.0723,0.0132,0.1091,0.4202
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-05.cnf,1,0.0162,0.0073,0.01,0.1848,0.0476,572,0.0163,0.0034,0.5216,0.8927
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN.cnf,1,0.0014,0.0014,0.0018,?,?,0,0.155,0,0.3416,0.595
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand128.cnf,1,0.0013,0.0006,0.0015,?,?,172,0.0573,0,0.1457,0.3861
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.10.unsat.cnf,1,0.0073,0.0063,0.0092,0.2751,0.0218,2446,0.0504,0.0328,0.2684,0.9866
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN.cnf,1,0.0011,0.001,0.0018,?,?,106,0.0775,0.1109,0.5641,0.7058
